ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1445283,"£27,344.90"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1445283,"£128,848.17"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1445283,"£42,898.35"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1445548,"£35,032.83"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1445326,"£295,011.36"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1445326,"£43,512.85"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1445326,"£28,889.57"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1445326,"£44,223.73"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1445326,"£28,796.71"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1445278,"£31,846.12"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1445294,"£36,602.36"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1445296,"£50,871.08"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1445301,"£66,173.76"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1445301,"£45,494.46"
HMCS,23/Dec/2010 ,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1445309,"£33,300.17"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1445371,"£41,151.81"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1445405,"£66,587.35"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1445405,"£130,847.23"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1445425,"£42,055.90"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1445425,"£109,033.19"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1445425,"£81,856.52"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1445425,"£50,528.06"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1445430,"£57,429.73"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1445347,"£26,055.92"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1445314,"£30,046.60"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1445314,"£25,515.94"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1445325,"£31,677.36"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1445411,"£131,764.42"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1445324,"£32,598.37"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1445546,"£38,784.12"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1445439,"£58,315.63"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1445439,"£27,310.66"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1445447,"£61,210.73"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1445460,"£27,296.68"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1445467,"£40,447.08"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1445469,"£50,770.87"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1445505,"£32,259.71"
HMCS,23/Dec/2010 ,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1445505,"£35,999.76"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST ALBANS CITY & DISTRICT COUNCIL,1445508,"£31,018.95"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,STAFFORD BOROUGH COUNCIL,1445510,"£25,800.83"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COVENTRY CITY COUNCIL,1445338,"£27,090.89"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1445490,"£69,482.45"
HMCS,23/Dec/2010 ,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1445490,"£37,429.53"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1445409,"£35,219.56"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARROW,1445416,"£47,060.45"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1445414,"£43,104.09"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1445429,"£31,246.34"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BROMLEY,1445410,"£26,340.01"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1445479,"£87,469.28"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARINGEY,1445415,"£51,594.35"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1445419,"£60,738.46"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1445413,"£63,716.70"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF NEWHAM,1445422,"£30,349.62"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1445423,"£43,336.59"
HMCS,23/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1445427,"£39,085.29"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1445431,"£49,216.73"
HMCS,23/Dec/2010 ,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1445431,"£198,222.02"
HMCS,23/Dec/2010 ,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OXFORD CITY COUNCIL,1445463,"£27,327.41"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,276115,"£33,293.67"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,276115,"£64,105.83"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEICESTER CITY COUNCIL,1445403,"£29,571.40"
HMCS,31/Dec/2010 ,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1450235,"£47,258.69"
HMCS,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1024,"£3,688,839.47"
HMCS,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1031,"£580,482.55"
HMCS,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1028,"£2,965,583.69"
HMCS,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1030,"£376,780.70"
HMCS,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1029,"£2,513,081.41"
HMCS,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1025,"£2,672,622.33"
HMCS,01/Dec/2010 ,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,255016,"£127,000.00"
HMCS,01/Dec/2010 ,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,255017,"£90,450.00"
HMCS,21/Dec/2010 ,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,271655,"£92,000.00"
HMCS,21/Dec/2010 ,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,271654,"£90,600.00"
HMCS,02/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,257632,"£30,863.30"
HMCS,02/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,258359,"£31,444.42"
HMCS,02/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,256225,"£27,301.74"
HMCS,02/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,256535,"£44,286.37"
HMCS,09/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,262823,"£44,327.07"
HMCS,09/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,264795,"£32,861.45"
HMCS,09/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,263980,"£31,031.90"
HMCS,16/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,267487,"£38,805.24"
HMCS,22/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,273558,"£28,126.84"
HMCS,22/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,275248,"£34,563.21"
HMCS,22/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,276101,"£26,192.05"
HMCS,22/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,276107,"£36,332.11"
HMCS,22/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,273938,"£56,396.02"
HMCS,30/Dec/2010 ,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,277671,"£26,997.64"
MoJ HQ,09/Dec/2010 ,PZ501-MoJ ICT Feeder,212001-Agency staff,METHODS CONSULTING,1036008,"£26,108.50"
MoJ HQ,09/Dec/2010 ,PZ501-MoJ ICT Feeder,212001-Agency staff,ASE CONSULTING LTD,1035744,"£25,673.75"
MoJ HQ,13/Dec/2010 ,PZ501-MoJ ICT Feeder,212001-Agency staff,SAND RESOURCES LTD,1036413,"£25,302.76"
MoJ HQ,21/Dec/2010 ,PZ501-MoJ ICT Feeder,212001-Agency staff,ACTICA CONSULTING LTD,1037087,"£27,142.50"
MoJ HQ,20/Dec/2010 ,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,LAND SECURITIES PROPERTIES LTD,1037007,"£3,252,798.50"
MoJ HQ,23/Dec/2010 ,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,HMRC,1037407,"£35,570.06"
MoJ HQ,23/Dec/2010 ,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,DTZ DEBENHAM TIE LEUNG,1037382,"£933,411.78"
MoJ HQ,23/Dec/2010 ,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,APIA ASSET MANAGEMENT LTD,1037343,"£38,481.25"
MoJ HQ,23/Dec/2010 ,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,CBRE RICHARD ELLIS,1037368,"£130,527.45"
MoJ HQ,23/Dec/2010 ,NZ406-Strategic Estates Feeder,222002-Other Property Costs,YORKE PROPERTY MANAGEMENT LTD,1037522,"£574,071.54"
MoJ HQ,06/Dec/2010 ,NZ406-Strategic Estates Feeder,222001-Maintenance,H WATERHOUSE & SONS (WAKEFIELD) LTD,1035564,"£46,779.10"
MoJ HQ,02/Dec/2010 ,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",261000-Fuel and Utilities,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1035319,"£27,553.51"
MoJ HQ,16/Dec/2010 ,NZ406-Strategic Estates Feeder,261000-Fuel and Utilities,EDF ENERGY LTD,1036670,"£57,028.87"
MoJ HQ,16/Dec/2010 ,NZ406-Strategic Estates Feeder,261000-Fuel and Utilities,EDF ENERGY LTD,1036670,"£53,239.94"
MoJ HQ,09/Dec/2010 ,NZ406-Strategic Estates Feeder,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1035782,"£118,372.79"
MoJ HQ,09/Dec/2010 ,NZ406-Strategic Estates Feeder,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1035782,"£40,988.03"
MoJ HQ,16/Dec/2010 ,NZ406-Strategic Estates Feeder,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1036752,"£108,147.07"
MoJ HQ,09/Dec/2010 ,PZ501-MoJ ICT Feeder,222002-Other Property Costs,CABLE & WIRELESS,1035775,"£47,025.85"
MoJ HQ,20/Dec/2010 ,PZ501-MoJ ICT Feeder,222002-Other Property Costs,CABLE & WIRELESS,1036949,"£88,360.00"
MoJ HQ,23/Dec/2010 ,PZ501-MoJ ICT Feeder,222002-Other Property Costs,CABLE & WIRELESS,1037363,"£66,347.94"
MoJ HQ,02/Dec/2010 ,NZ406-Strategic Estates Feeder,222002-Other Property Costs,AMARYLLIS FACILITIES MANAGEMENT,1035302,"£183,673.04"
MoJ HQ,09/Dec/2010 ,PZ501-MoJ ICT Feeder,262000-SCA Costs,HP ENTERPRISE SERVICES UK LTD,1035918,"£31,968.82"
MoJ HQ,14/Dec/2010 ,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1036463,"£303,650.37"
MoJ HQ,13/Dec/2010 ,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1036326,"£28,948.49"
MoJ HQ,09/Dec/2010 ,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1035965,"£1,374,693.94"
MoJ HQ,29/Dec/2010 ,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1037620,"£42,991.71"
MoJ HQ,16/Dec/2010 ,RE999-CJG - Research & Analysis,223000-Other Expenditure,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1036770,"£47,235.00"
MoJ HQ,16/Dec/2010 ,RC999-Criminal Justice Group - OMS,223000-Other Expenditure,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1036790,"£138,409.04"
MoJ HQ,20/Dec/2010 ,RC999-Criminal Justice Group - OMS,223000-Other Expenditure,LANCASHIRE POLICE AUTHORITY,1037006,"£42,119.92"
MoJ HQ,29/Dec/2010 ,RC999-Criminal Justice Group - OMS,223000-Other Expenditure,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1037624,"£33,340.51"
MoJ HQ,06/Dec/2010 ,PZ501-MoJ ICT Feeder,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1035583,"£69,597.51"
MoJ HQ,06/Dec/2010 ,PZ501-MoJ ICT Feeder,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1035583,"£40,730.73"
MoJ HQ,06/Dec/2010 ,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,GOVERNMENT CAR & DESPATCH AGENCY,1035561,"£25,577.13"
MoJ HQ,23/Dec/2010 ,RE999-CJG - Research & Analysis,223001-Printing Postage and Office expenditure,HOME OFFICE,1037411,"£320,775.00"
MoJ HQ,13/Dec/2010 ,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1036426,"£41,579.73"
MoJ HQ,13/Dec/2010 ,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1036426,"£41,579.73"
MoJ HQ,16/Dec/2010 ,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1036862,"£65,414.32"
MoJ HQ,16/Dec/2010 ,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1036862,"£65,414.33"
MoJ HQ,09/Dec/2010 ,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1036127,"£118,986.38"
MoJ HQ,20/Dec/2010 ,NX900-MOJ Shared Services,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1036952,"£49,364.55"
MoJ HQ,23/Dec/2010 ,NX900-MOJ Shared Services,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1037364,"£49,364.55"
