"Department of Health, September 2013, spend over £25,000",,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS BRISTOL CCG,ERS-504384-79571,"£94,753.00",Programme Grants for NHS Trusts,BS1 3NX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS BRISTOL CCG,ERS-504384-79571,"£48,527.00",Programme Grants for NHS Trusts,BS1 3NX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG,ERS-504385-79570,"£146,641.00",Programme Grants for NHS Trusts,CB2 8FH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG,ERS-504385-79570,"£18,731.00",Research for Patient Benefit,CB2 8FH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG,ERS-504385-79570,"£23,495.00",Research for Patient Benefit,CB2 8FH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG,ERS-504385-79570,"£27,646.00",Research for Patient Benefit,CB2 8FH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG,ERS-504391-79569,"£19,653.00",Research for Patient Benefit,OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG,ERS-504391-79569,"£93,510.00",Programme Grants for NHS Trusts,OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG,ERS-504391-79569,"£17,301.00",Research for Patient Benefit,OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS SHEFFIELD CCG,ERS-504393-79574,"£90,000.00",Programme Grants for NHS Trusts,S36 2GB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group,ERS-504396-79568,"£19,922.00",Research for Patient Benefit,NR7 0WG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group,ERS-504396-79568,"£20,021.00",Research for Patient Benefit,NR7 0WG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group,ERS-504396-79568,"£35,089.00",Research for Patient Benefit,NR7 0WG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-504399-79435,"£7,903.00",Research for Patient Benefit,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-504399-79435,"£9,362.00",Research for Patient Benefit,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-504399-79435,"£20,407.00",Research for Patient Benefit,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-504399-79435,"£18,725.00",Research for Patient Benefit,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-504399-79435,"£5,832.00",Research for Patient Benefit,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-504399-79435,"£34,106.00",HTA - Support for Clinical Trials,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,ERS-504400-79438,"£14,545.00",Research for Patient Benefit,NR6 5BE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,ERS-504400-79438,"£17,936.00",Research for Patient Benefit,NR6 5BE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,ERS-504400-79438,"£12,164.00",Research for Patient Benefit,NR6 5BE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£84,583.00",Programme Grants for NHS Trusts,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£7,447.00",Research for Patient Benefit,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£221,035.00",Programme Grants for NHS Trusts,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£33,496.00",Research for Patient Benefit,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£11,855.00",Research for Patient Benefit,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£24,955.00",Research for Patient Benefit,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£103,880.00",EME - ( NETSCC ),BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-504402-79462,"£19,979.00",Programme Grants for NHS Trusts,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-504405-79406,"£12,749.00",Research for Patient Benefit,CM8 2TL,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-504405-79406,"£101,292.00",Programme Grants for NHS Trusts,CM8 2TL,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-504406-79478,"£22,836.00",Research for Patient Benefit,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-504406-79478,"£12,078.00",Research for Patient Benefit,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-504407-79458,"£96,221.00",Programme Grants for NHS Trusts,NE12 8EW,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-504407-79458,"£24,919.00",Research for Patient Benefit,NE12 8EW,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£19,469.00",Programme Grants for NHS Trusts,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£22,883.40",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£22,500.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£60,488.15",HTA Commissioned Research,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£29,699.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£59,699.00",HTA Researcher Lead,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£22,497.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£14,514.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£25,191.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£13,795.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£17,184.50",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£88,984.00",Programme Grants for NHS Trusts,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-504410-79476,"£6,772.00",Research for Patient Benefit,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-504420-79424,"£23,776.00",Research for Patient Benefit,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-504420-79424,"£65,581.00",Programme Grants for NHS Trusts,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-504420-79424,"£46,792.00",HS & DR,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-504422-79443,"£27,902.00",Research for Patient Benefit,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-504422-79443,"£16,496.00",Research for Patient Benefit,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-504422-79443,"£139,080.00",Programme Grants for NHS Trusts,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-504422-79443,"£120,644.00",Programme Grants for NHS Trusts,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-504422-79443,"£13,407.00",Programme Grants for NHS Trusts,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-504424-79459,"£205,097.00",Reviews Infrastructure including the UKCC,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-504424-79459,"£20,000.00",Equator Project,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-504424-79459,"£31,713.00",Cochrane Projects - not including the UKCC,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-504424-79459,"£73,248.15",HTA Researcher Lead,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-504438-79420,"£7,800.88",HTA Researcher Lead,CB3 8RE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-504438-79420,"£11,623.84",HTA Commissioned Research,CB3 8RE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-504438-79420,"£30,000.00",Invention for Innovation,CB3 8RE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PENNINE CARE NHS FOUNDATION TRUST,ERS-504440-79455,"£19,910.00",Research for Patient Benefit,OL6 7SR,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PENNINE CARE NHS FOUNDATION TRUST,ERS-504440-79455,"£45,916.00",Programme Grants for NHS Trusts,OL6 7SR,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-504445-79565,"£39,019.00",PROJECTS,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-504445-79565,"£57,044.00",PROJECTS,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-504445-79565,"£117,130.00",CJD ,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-504445-79565,"£38,649.00",PROJECTS,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-504445-79566,"£35,600.00",CJD ,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-504445-79567,"£118,269.00",HTA Commissioned Research,NG5 1PB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-504451-79416,"£18,730.00",Research for Patient Benefit,TR1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-504451-79416,"£18,605.00",Research for Patient Benefit,TR1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-504452-79423,"£297,623.84",Rus - Regional Design Service,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-504452-79423,"£19,313.00",Research for Patient Benefit,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-504452-79423,"£25,054.00",Research for Patient Benefit,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-504452-79423,"£12,600.00",Research for Patient Benefit,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-504453-79404,"£137,592.00",Programme Grants for NHS Trusts,NW3 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-504453-79404,"£123,231.00",Programme Grants for NHS Trusts,NW3 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-504453-79404,"£121,930.00",Programme Grants for NHS Trusts,NW3 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-504454-79447,"£100,475.00",Programme Grants for NHS Trusts,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-504454-79447,"£2,268.00",Research for Patient Benefit,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL UNITED HOSPITAL BATH NHS TRUST,ERS-504455-79412,"£28,876.00",Cochrane Projects - not including the UKCC,BA1 3NJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ROYAL UNITED HOSPITAL BATH NHS TRUST,ERS-504455-79412,"£20,871.75",Cochrane Projects - not including the UKCC,BA1 3NJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-504456-79437,"£98,958.00",Programme Grants for NHS Trusts,M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-504456-79437,"£15,483.00",Research for Patient Benefit,M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-504456-79437,"£20,398.00",Research for Patient Benefit,M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-504458-79411,"£91,836.80",HTA Researcher Lead,S10 2TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-504458-79411,"£26,638.00",Invention for Innovation,S10 2TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-504462-79461,"£63,844.00",Programme Grants for NHS Trusts,BR3 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-504462-79461,"£83,088.21",EME - ( NETSCC ),BR3 3BX,PUBLIC,,,Programme
