"Department of Health, September 2013, spend over £25,000",,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,SOUTHEND-ON-SEA BOROUGH COUNCIL,ERS-504205-79321,"£270,645.00",Section 31 grant- Southend on Sea Council - Dementia Friendly Environments Gran,SS2 6ER,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,NORFOLK COUNTY COUNCIL,ERS-504207-79341,"£80,000.00",Section 31 grant- Norfolk county Council- Manor Court - Dementia Friendly Environments Grant,NR1 2DL,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,LEICESTER CITY COUNCIL,ERS-504215-79361,"£28,000.00",Section 31 Grant - LEAHOLME - Dementia Friendly Environment Grant,LE1 6ZG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,LEICESTER CITY COUNCIL,ERS-504216-79362,"£201,500.00",Section 31 Grant - SPENCEFIELD GRANGE - Dementia Friendly Environment Grant,LE1 6ZG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,LEICESTER CITY COUNCIL,ERS-504217-79363,"£35,000.00",Section 31 Grant - GEORGE HYTHE HOUSE - Dementia Friendly Environment Grant,LE1 6ZG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,HILLINGDON LONDON BOROUGH COUNCIL,ERS-504218-79364,"£100,000.00",Section 31 Grant - Hillingdon Council - Dementia Friendly Environment Grant,UB8 1UW,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,LEICESTER CITY COUNCIL,ERS-504219-79365,"£44,840.00",Section 31 Grant - SCRAPTOFT - Dementia Friendly Environment Grant,LE1 6ZG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,LEICESTER CITY COUNCIL,ERS-504220-79366,"£125,000.00",Section 31 Grant - NEW WYCLIFFE - Dementia Friendly Environment Grant,LE1 6ZG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,HERTFORDSHIRE COUNTY COUNCIL,ERS-504222-79367,"£485,014.00",Section 31 Grant - Hertfordshire County Council - Dementia Friendly Environment Grant,SG13 8DF,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,LEICESTER CITY COUNCIL,ERS-504233-79371,"£208,000.00",Section 31 Grant - MEADOW's COURT - Dementia Friendly Environment Grant,LE1 6ZG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-504235-79373,"£760,000.00",Section 31 grant- Richmond Borough Council- Dementia Friendly Environments Grant,TW1 3BZ,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,BEXLEY LONDON BOROUGH COUNCIL,ERS-504236-79374,"£310,000.00",Section 31 grant- London Borough of Bexley - Dementia Friendly Environments Grant,DA8 1TL,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,NORFOLK COUNTY COUNCIL,ERS-504238-79375,"£119,350.00",Section 31 grant- Norfolk county Council Wells community Hospital- Dementia Friendly Environments Grant,NR1 2DL,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Capital Grants to local authorities,DG: GOAD,NORFOLK COUNTY COUNCIL,ERS-504239-79376,"£300,000.00",Section 31 grant- Norfolk county Council- Norsecare LTD - Dementia Friendly Environments Grant,NR1 2DL,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£119,185.02",HTA Researcher Lead,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£43,555.30",HTA Commissioned Research,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£4,325.70",HTA Commissioned Research,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£50,636.99",EME - ( NETSCC ),AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£3,597.68",HTA Commissioned Research,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£90,887.00",Reviews Infrastructure (Existing),AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-504245-79496,"£34,399.00",Cochrane Projects - not including the UKCC,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BANGOR UNIVERSITY,ERS-504248-79544,"£46,758.33",HTA Commissioned Research,LL57 2DG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BANGOR UNIVERSITY,ERS-504248-79544,"£26,145.72",HTA Commissioned Research,LL57 2DG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BANGOR UNIVERSITY,ERS-504248-79544,"£98,958.69",HTA Researcher Lead,LL57 2DG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BANGOR UNIVERSITY,ERS-504248-79544,"£29,922.00",HS & DR,LL57 2DG,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BELFAST QUEENS UNIVERSITY OF,ERS-504251-79497,"£50,462.80",EME - ( NETSCC ),BT7 1NN,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BELFAST QUEENS UNIVERSITY OF,ERS-504251-79497,"£37,200.00",NIHR Public Health Research ( NETSCC ),BT7 1NN,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BELFAST QUEENS UNIVERSITY OF,ERS-504251-79497,"£31,785.00",PROJECTS,BT7 1NN,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BELFAST QUEENS UNIVERSITY OF,ERS-504251-79497,"£65,325.00",HTA Researcher Lead,BT7 1NN,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRKBECK COLLEGE,ERS-504252-79498,"£89,644.05",NIHR Public Health Research ( NETSCC ),WC1E 7HX,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£24,122.64",HS & DR,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£113,357.00",HTA - Support for Clinical Trials,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£33,300.00",Invention for Innovation,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£25,883.00",HTA Commissioned Research,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£28,280.00",HTA Commissioned Research,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£26,634.70",HS & DR,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£21,693.60",HTA Commissioned Research,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£82,137.00",HTA Commissioned Research,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£441,645.00",Rus - Regional Design Service,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£414,952.00",Horizon Scanning,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,26/09/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-504255-79499,"£39,581.00",Cochrane Projects - not including the UKCC,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Outsourcing Contract,DG: SCLGCP,SURREY UNIVERSITY OF,10110332,"£82,800.00",Evaluation of IAPT LT/MUS Pathfinder sites by appointment of evaluation agency - by tender working for period of Sept 2012 - end Sept 2013,GU2 7XH,PUBLIC,13742,,Admin
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,21329815,"£45,406.00",RDD Programme Support - Miscellaneous,L69 3GG,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRIGHTON UNIVERSITY OF,ERS-504282-79501,"£46,383.00",Invention for Innovation,BN2 4AT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£80,183.00",HTA - Support for Clinical Trials,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£25,854.93",NIHR Public Health Research ( NETSCC ),BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£71,703.45",NIHR Public Health Research ( NETSCC ),BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£56,373.30",HS & DR,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£35,746.53",HTA Commissioned Research,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£45,906.97",HTA Researcher Lead,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£18,361.50",HTA Researcher Lead,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£30,000.00",PROJECTS,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£47,655.00",HTA Researcher Lead,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£78,390.00",HTA Commissioned Research,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£28,600.00",NIHR Public Health Research ( NETSCC ),BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£25,552.00",HS & DR,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£27,967.00",Invention for Innovation,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£22,082.00",HS & DR,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£94,143.00",NIHR Public Health Research ( NETSCC ),BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£12,447.00",HTA Researcher Lead,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£35,049.00",Cochrane Projects - not including the UKCC,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£6,489.20",HTA Researcher Lead,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-504283-79502,"£64,142.00",Cancer - Prostate,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-504285-79503,"£70,571.70",HS & DR,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-504285-79503,"£75,000.00",HTA - Support for Clinical Trials,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-504285-79503,"£53,975.00",Invention for Innovation,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-504285-79503,"£274,236.00",PRU,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-504285-79503,"£16,967.00",EME - ( NETSCC ),CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-504285-79503,"£52,725.00",Cancer - Prostate,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£17,822.00",Invention for Innovation,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£75,180.36",HTA Commissioned Research,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£81,240.60",HTA Commissioned Research,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£39,960.00",Invention for Innovation,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£100,002.00",HTA Commissioned Research,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£58,694.00",NIHR Public Health Research ( NETSCC ),CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£77,858.00",HTA Commissioned Research,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£32,282.00",HS & DR,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£41,085.00",HS & DR,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£119,446.00",HTA Researcher Lead,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-504289-79504,"£175,265.00",PROJECTS,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,CITY UNIVERSITY,ERS-504294-79505,"£44,143.08",HS & DR,EC1V 0HB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-504301-79506,"£7,266.87",HS & DR,DD1 4HN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-504301-79506,"£43,919.00",HS & DR,DD1 4HN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-504301-79506,"£65,958.30",HTA Commissioned Research,DD1 4HN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-504301-79506,"£2,460.00",CJD ,DD1 4HN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-504301-79506,"£63,414.06",NIHR Public Health Research ( NETSCC ),DD1 4HN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,DURHAM UNIVERSITY OF,ERS-504303-79507,"£34,694.00",PROJECTS,DH1 3HN,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-504305-79508,"£107,617.00",EME - ( NETSCC ),NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-504305-79508,"£26,254.15",HTA Commissioned Research,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-504305-79508,"£30,039.00",HS & DR,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,ERS-504305-79508,"£49,887.90",HTA Researcher Lead,NR4 7TJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£96,553.80",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£578,250.00",CJD ,EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£73,224.00",CJD ,EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£29,184.49",HTA Commissioned Research,EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£81,070.00",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£52,664.83",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£100,860.00",HTA Researcher Lead,EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£8,199.00",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£20,631.00",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£65,148.00",EME - ( NETSCC ),EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-504309-79509,"£143,645.00",CJD ,EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,ESSEX UNIVERSITY OF,ERS-504310-79511,"£386,968.06",Rus - Regional Design Service,CO4 3SQ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£140,445.00",Reviews Infrastructure (Existing),EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£51,874.10",HTA Researcher Lead,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£65,227.00",NIHR Public Health Research ( NETSCC ),EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£105,275.00",HTA Researcher Lead,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£78,316.00",NIHR Public Health Research ( NETSCC ),EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£32,874.00",Invention for Innovation,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-504311-79512,"£26,422.80",HS & DR,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-504314-79513,"£95,215.00",EME - ( NETSCC ),G12 8QQ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-504314-79513,"£77,702.00",NIHR Public Health Research ( NETSCC ),G12 8QQ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-504314-79513,"£72,449.28",HTA Researcher Lead,G12 8QQ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-504314-79513,"£79,938.51",EME - ( NETSCC ),G12 8QQ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,ERS-504324-79514,"£38,880.50",HTA Commissioned Research,AL10 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,ERS-504324-79514,"£53,780.79",HS & DR,AL10 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,ERS-504324-79514,"£28,371.24",HS & DR,AL10 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,ERS-504324-79514,"£27,127.00",HS & DR,AL10 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,HULL UNIVERSITY OF,ERS-504326-79515,"£27,737.00",HTA Commissioned Research,HU6 7RX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,HULL UNIVERSITY OF,ERS-504326-79515,"£72,437.00",Invention for Innovation,HU6 7RX,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£86,167.00",HTA Researcher Lead,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£54,575.00",HTA Commissioned Research,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£70,824.00",PROJECTS,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£29,624.00",EME - ( NETSCC ),SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£14,523.10",HS & DR,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£36,801.00",PROJECTS,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£44,792.50",Invention for Innovation,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£96,286.08",HTA Commissioned Research,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£28,204.35",HTA Commissioned Research,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£85,000.00",HTA - Support for Clinical Trials,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£73,251.63",EME - ( NETSCC ),SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£55,710.00",Invention for Innovation,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£54,609.00",Invention for Innovation,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£22,326.14",HS & DR,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,27/09/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-504332-79518,"£40,078.00",EME - ( NETSCC ),SW7 2AZ,PUBLIC,,,Programme
