Entity,Date,Supplier , Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Defra,12/11/2013,Animal Health and Veterinary Laboratories Agency," £40,820.47 ",Fallen Stock Sampling Fee - September 2013,YO1 7PX,SME,IDS,00000000,Expense,
Defra,26/11/2013,Iron Mountain (UK) Ltd," £30,142.99 ",2013-14 Defra records storage contract - October 2013,EH54 7DF,,17664,00000000,Expense,
Defra,08/11/2013,Interserve (Facilities Mngmnt) Ltd," £136,965.01 ",Consumables provided to various sites as part of the Facilities Management contract  - November 2013,BS32 4NH,,10226,00000000,Expense,
Defra,08/11/2013,University Of Wales Aberystwyth," £94,652.27 ",2013-14 Genetic Improvements of Miscanthus as a Sustainable Feedstock for Bio energy in the UK - July-October 2013,SY23 2AX,,exempt,SFFS0005,Expense,
Defra,08/11/2013,Lancaster University," £37,088.77 ",Perennial field margins with combined ecological and agronomical benefits for vegetable rotation schemes - 01 June-31 August 2013.,LA1 4YW,,,SFFS0006,Expense,
Defra,22/11/2013,A D A S UK Ltd," £38,226.54 ",Improving the sustainability of phosphorus use in arable farming - July-September 2013,WV9 5AP,,Exempt,SFFS0006,Expense,
Defra,20/11/2013,A D A S UK Ltd," £37,494.75 ",Greenhouse Gas Research Platform: research into Nitrous Oxide Emissions Factors - November 2013,WV9 5AP,,exempt,SFFS0005,Expense,
Defra,12/11/2013,Brunel University," £34,710.19 ",Integrated thermal energy storage in food refrigeration equipment for energy and CO2 emissions reduction - January-March 2013.,UB8 3PH,,exempt,SFFS0003,Expense,
Defra,08/11/2013,A D A S UK Ltd," £68,981.82 ",Screening for costs of disease resistance caused by stomatal dysfunction - Jul-September 2013,WV9 5AP,,,SFFS0006,Expense,
Defra,27/11/2013,North Wyke Research.," £38,566.24 ",Greenhouse Gas Platform Nitrous Oxide Emissions Factors - November 2013,AL5 2JQ,SME,Exempt,SFFS0005,Expense,
Defra,28/11/2013,A D A S UK Ltd," £54,628.87 ",Minimising nitrous oxide intensities of arable crop products ,WV9 5AP,,exempt,SFFS0005,Expense,
Defra,27/11/2013,University Of Reading," £42,075.08 ",Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - November 2013,RG6 6AH,,,SFFS0005,Expense,
Defra,04/11/2013,B B S R C," £161,870.21 ","Insect Pollinator Initiative - 10th, 11th and 12th Claims.",SN2 1UH,,exempt,00000000,Expense,
Defra,04/11/2013,Health & Safety Commission & Executive," £1,160,000.00 ","Registration, Evaluation, Authorisation and Restriction of chemicals (REACH) Competent Authority role - 2013-14",L20 3LZ,,FUNDING,00000000,Expense,
Defra,14/11/2013,University Of Bristol," £67,464.00 ",Anthropogenic noise on fish and invertebrates project - July-August 2013,BS8 1TH,,Exempt,00000000,Expense,
Defra,18/11/2013,C E F A S," £1,802,196.25 ",Miscellaneous Research and Development projects - November 2013,NR33 0HT,SME,IDS,00000000,Expense,
Defra,27/11/2013,The Sir Alister Hardy Foundation For Ocean Science," £26,666.66 ",The Continuous Plankton Recorder Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans - November 2013,PL1 2PB,SME,,00000000,Expense,
Defra,28/11/2013,IBM United Kingdom Ltd," £69,956.26 ","Oracle Business Suite (OBS) connection to Royal Botanic Gardens, Kew; Delivery 2 Release of non-production environment to Kew - November 2013",GU1 2LD,SME,FRW10040-00,KEWONB11,Expense,
Defra,04/11/2013,IBM United Kingdom Ltd," £36,021.28 ","Oracle Business Suite (OBS) Connection to Royal Botanic Gardens Kew - Oracle database licences - Milestones 8, 10, 11 and 12.
",GU1 2LD,SME,10040,KEWONB11,Expense,
Defra,04/11/2013,UNEP-WCMC," £358,881.00 ",2012-13 UK National Ecosystem Assessment (NEA) - Phase 2,CB3 0DL,SME,Exempt,00000000,Expense,
Defra,12/11/2013,JSS Pensions Administration," £177,081.29 ",Nature Conservancy Council staff pension scheme - October 2013,SN2 1FF,,Exempt,00000000,Expense,
Defra,14/11/2013,Joint Nature Conservation Committee," £750,000.00 ",2013-14 Grant in Aid - November 2013,PE1 1JY,SME,18522,00000000,Expense,
Defra,04/11/2013,Natural England," £14,000,000.00 ",2013-14 Grant in Aid - November 2013,YO1 7PX,,18523,00000000,Expense,
Defra,25/11/2013,Natural Environ Research Council," £73,318.68 ",Greenhouse Gas Platform Nitrous Oxide Emissions Factors - April-November 2013,SN2 1EU,,AC0116,00000000,Expense,
Defra,12/11/2013,Animal Health and Veterinary Laboratories Agency," £133,386.50 ",2012-13 Egg Marketing expenditure - October 2012,YO1 7PX,SME,IDS/Funding,00000000,Expense,
Defra,27/11/2013,Agri-Food & Biosciences Institute," £25,926.00 ",Greenhouse Gas Platform Nitrous Oxide Emissions Factors -  April-November 2013,BT9 5PX,,,00000000,Expense,
Defra,18/11/2013,Ricardo-A E A Ltd," £50,574.92 ",Farming Advice Service - October 2013,OX11 0QJ,,15760,00000000,Expense,
Defra,12/11/2013,Animal Health and Veterinary Laboratories Agency," £60,393.99 ",2012-13 Egg Marketing expenditure - December 2012,YO1 7PX,SME,exempt,00000000,Expense,
Defra,12/11/2013,Animal Health and Veterinary Laboratories Agency," £114,335.76 ",2012-13 Egg Marketing expenditure - November 2012,YO1 7PX,SME,exempt,00000000,Expense,
Defra,27/11/2013,University Of Reading," £33,333.25 ",The Long Term Maintenance and Scientific Curation of the National Fruit Collection - November 2013,RG6 6AH,,GC0143,PGR00001,Expense,
Defra,27/11/2013,University Of Aberdeen," £53,597.36 ",Greenhouse Gas Platform Nitrous Oxide Emissions Factors - April-November 2013,AB24 3FX,,AC0116,00000000,Expense,
Defra,04/11/2013,R S P B," £59,692.00 ",Reducing the impacts of predation on breeding waders using landscape-scale habitat management - Milestone 1-5.,SG19 2DL,,LM0301,00000000,Expense,
Defra,04/11/2013,Soil Association Certification Ltd," £31,035.50 ",UK Organic Certifiers Group (UKOCG) Grant - 2013-14 Quarter 2.,BS1 3NX,SME,GIA,ORPTCB01,Expense,
Defra,20/11/2013,G H K Consulting Ltd," £41,908.00 ",2013-14 Evidence Base Services for Energy-Using Products - October 2013,EC1R 5BL,SME,Omnicom 18616,00000000,Expense,
Defra,28/11/2013,University Of Nottingham," £57,850.13 ",Sustainable emulsion ingredients through bio-innovation - 01 June-30 September 2013,NG7 2RD,,exempt,00000000,Expense,
Defra,26/11/2013,University Of Nottingham," £45,543.50 ",Project to look at sustainable emulsion ingredients through bio-innovation ,NG7 2RD,,exempt,00000000,Expense,
Defra,04/11/2013,Dept For Communities & Local Gov," £250,000.00 ",Local services support grant - November 2013,HP2 4XN,,exempt,00000000,Expense,
Defra,04/11/2013,Marine Management Organisation," £3,000,000.00 ",Grant-In-Aid Payment - November 2013,NE4 7YH,SME,18506,00000000,Expense,
Defra,26/11/2013,C E F A S," £74,859.00 ",Project to look at placing Ocean Acidification in a wider Fisheries Context - September 2013,NR33 0HT,SME,IGS,00000000,Expense,
Defra,06/11/2013,International Whaling Commission," £66,907.00 ",Annual contribution to the International Whaling Commission - September 2013-August 2014,CB4 9NP,SME,FUNDING,00000000,Expense,
Defra,14/11/2013,Cranfield University," £50,000.00 ",Contribution towards The Collaborative Centre of Excellence in Understanding and Managing Natural and Environmental Risk and Futures - October 2013,MK43 0AL,,exempt,HSFUTURE,Expense,
Defra,26/11/2013,Food & Environment Research Agency," £29,500.00 ",Research project on 'Metagenomics for rapid diagnostics and surveillance in plant health' - Quarter 4 January-March 2014,YO41 1LZ,,IGS SD078,RDEVFUND,Expense,
National Forest Company,18/11/2013,Grant recipient," £50,000.00 ",Changing Landscapes Scheme grant payment relating to woodland creation works undertaken.,,,,,,
VMD,07/11/2013,FOOD & ENV. RESEARCH AGENCY," £191,986.91 ",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
VMD,07/11/2013,FOOD & ENV. RESEARCH AGENCY," £27,128.00 ",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
VMD,15/11/2013,FOOD STANDARDS AGENCY," £28,096.43 ",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - August 2013.,0,0,,,ADMINISTRATION,
VMD,15/11/2013,FOOD STANDARDS AGENCY," £28,096.43 ",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - September 2013.,0,0,,,ADMINISTRATION,
VMD,15/11/2013,FOOD STANDARDS AGENCY," £28,096.43 ",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - October 2013.,0,0,,,ADMINISTRATION,
VMD,20/11/2013,DTZ," £25,981.11 ",Departmental recharge for Estates services - November 2013,0,0,,,ADMINISTRATION,
Cefas,01/11/2013,Silsoe Livestock Systems Ltd," £46,860.00 ",System for monitoring fish disease in order to comply with legislation - first payment,MK45 4HS,STANSME,,66100,Equipment ,
Cefas,01/11/2013,INTERFISH LIMITED," £28,350.00 ",Charter of fishing vessel for Fisheries Science Partnership (FSP) Western Channel sole survey - 2013-14,PL4 0RW,STANSME,,MD003,Charters,
Cefas,01/11/2013,INTERFISH LIMITED," £43,871.00 ",Charter of fishing vessel for Fisheries Science Partnership (FSP) Western Channel sole survey - 2013-14,PL4 0RW,STANSME,,C3300,Data Collection Services,
Cefas,03/11/2013,National Institute for Public Health and the Environment," £31,223.24 ",Project on detection of food-borne viruses based on Polymerase Chain Reaction (PCR) technique,3721 MA,PB,,C5449,Technical Services,
Cefas,07/11/2013,DEFRA RECEIPTS," £163,413.57 ",Recharge of revenue for small building projects - 2012/13 and 2013/14,Y01 7PX,OGD,,70000,Facilities Management,
Cefas,14/11/2013,DTZ DTL Clients A/C Re Defra," £51,001.06 ","Facilities Management Recharge, Weymouth - October 2013 ",LS1 2ND,STAN,,50100,Facilities Management,
Cefas,14/11/2013,DTZ DTL Clients A/C Re Defra," £101,433.56 ","Facilities Management Recharge, Pakefield Rd - October 2013 ",LS1 2ND,STAN,,50100,Facilities Management,
Cefas,21/11/2013,DTZ DTL Clients A/C Re Defra," £28,916.46 ",Rates for Lowestoft Laboratory - 01 April-30 June 2013,LS1 2ND,STAN,,50100,CILOR Charge in lieu of rates,
Cefas,21/11/2013,DTZ DTL Clients A/C Re Defra," £71,212.65 ","Electricity Quarterly expenditure, Lowestoft Laboratory - 01 April-30 June 2013",LS1 2ND,STAN,,50100,Electricity,
Cefas,21/11/2013,DTZ DTL Clients A/C Re Defra," £33,700.94 ","Water and Sewage Quarterly expenditure, Lowestoft Laboratory - 01 April-30 June 2013",LS1 2ND,STAN,,50100,Water & Sewage,
Cefas,21/11/2013,Jasco Applied Sciences (UK) Ltd," £37,870.60 ",Delivery of Underwater acoustic measurement off the Suffolk Coast and completion of contract - Summer-Autumn 2013,SO32 3PW,STAN,,C5306,Data Collection Services,
Cefas,29/11/2013,DEFRA RECEIPTS," £498,587.60 ",VAT due to Her Majesty's Revenue and Customs  - Quarter 2 2013-14,Y01 7PX,OGD,,50013,VAT Settlement,
Cefas,29/11/2013,DEFRA RECEIPTS," £32,166.24 ",Recharge of carbon reduction commitment 2012-13 (Electricity),Y01 7PX,OGD,,70000,Facilities Management,
JNCC,11/11/2013,REDFERN TRAVEL LTD," £28,409.98 ",Various travel and accommodation charges- October 2013.,BD1 3AZ,SME,,130,Administration,
JNCC,15/11/2013,BRITISH TRUST FOR ORNITHOLOGY," £110,662.75 ",Monitoring of birds and the environment project,IP24 2PU,SME,A09-0056-0259,100,Administration,
JNCC,20/11/2013,CEFAS," £40,938.00 ",North Sea pressures survey,NR33 0HT,Large,P13-0222-0754,72,Programme,
JNCC,19/11/2013,BRITISH TRUST FOR ORNITHOLOGY," £63,427.50 ",Wild bird licensing service,IP24 2PU,SME,C13-0056-0614,100,Administration,
Natural England,01/11/2013,BTO Services Limited," £39,578.40 ",Provide ministerial guidance on the implementation of Article 3 of the Birds Directive regarding the decline in bird populations,IP24 2PU,SME,24725,,Supplier,886636
Natural England,01/11/2013,IBM United Kingdom Ltd," £34,404.01 ",Application development costs - Decommissioning of Multi Agency Geographic Information for the Countryside (MAGIC),GU1 2LD,SME,FRW10040-00,,Supplier,884911
Natural England,01/11/2013,Lake District National Park Auth," £40,000.00 ",River restoration activity undertaken by the Bassenthwaite River Corridor Group to implement smaller scale riparian zone actions in the Cumbria Derwent River restoration plan,CA12 4SG,SME,24855,,Local Authority,888465
Natural England,05/11/2013,Baker Tilly," £31,575.16 ",Internal audit services during October 2013,BL1 1ET,,24478,,Supplier,889162
Natural England,05/11/2013,Interserve (Facilities Mngmnt) Ltd," £27,568.14 ",Fleet and pool car provision and services - September 2013,SE1 8RT,,,,Supplier,
Natural England,07/11/2013,Atos IT Services UK Ltd," £162,922.24 ",Catchment Sensitive Farming - Reporter - August 2013,WV10 6UH,,,,Supplier,888687
Natural England,07/11/2013,Browne Jacobson," £33,135.95 ",Legal services - Lands tribunal reference - 10 September-21 October 2013,NG1 7BJ,,,,Supplier,
Natural England,07/11/2013,Joint Nature Conservation Committee," £31,000.00 ",Contribution to the operation of the National Biodiversity Network (NBN) Gateway - 2013-14,PE1 1JY,SME,25691,,Defra NDPB,889220
Natural England,07/11/2013,Minshall Construction Ltd," £33,421.20 ",Construction of new office base at Aqualate Mere National Nature Reserve,TF9 3SN,SME,22431,,Supplier,882169
Natural England,07/11/2013,Royal Bank Of Scotland," £736,057.21 ",Monthly payment for Government Procurement Card expenditure - November 2013,EC2M 4BA,,,,Supplier,
Natural England,07/11/2013,The Marine Biological Association," £33,190.26 ",Access to Nature Grant - Blue Sound - 2013-14,PL1 2PB,SME,,,Supplier,875756
Natural England,07/11/2013,Unicomarine Ltd," £26,728.38 ",Portsmouth Harbour infauna analysis,SG6 1LW,SME,23758,,Supplier,888809
Natural England,11/11/2013,D T Z," £75,856.03 ",Rates for the Taunton office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,11/11/2013,D T Z," £66,519.38 ",Insurance for the Nottingham office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,11/11/2013,D T Z," £47,270.69 ",Rates for the Newcastle office (Lancaster House) - July-September 2013,B4 6HT,,,,Supplier,
Natural England,11/11/2013,D T Z," £43,820.61 ",Rates for the Peterborough office (Unex House) - July-September 2013,B4 6HT,,,,Supplier,
Natural England,11/11/2013,D T Z," £28,919.41 ",Rates for the York office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,11/11/2013,D T Z," £25,820.92 ",Rates for the Worcester office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,11/11/2013,DEFRA," £7,480,540.80 ",Charge for IT service provision - April-July 2013,YO1 7PX,,21865,,OGD,888996
Natural England,11/11/2013,DEFRA," £245,647.20 ",Defra Shared Services charges – October 2013,YO1 7PX,,,,OGD,887339
Natural England,11/11/2013,DEFRA," £35,495.92 ",Facility Management works (Business Case Proformas - BCPs) outside of the core contract for general repairs to nine different offices,YO1 7PX,,,,OGD,
Natural England,11/11/2013,University Of Plymouth Enterprise Ltd," £82,646.00 ",Natural Connections Demonstration Project - Year 2 - 2013-14,PL4 8AA,,,,Supplier,883279
Natural England,13/11/2013,Atos IT Services UK Ltd," £888,540.00 ","Charge for hosting, support and development of the Genesis IT System - October 2013",WV10 6UH,,24525,,Supplier,885624
Natural England,13/11/2013,Atos IT Services UK Ltd," £104,608.99 ",Catchment Sensitive Farming - Reporter - October 2013,WV10 6UH,,,,Supplier,888687
Natural England,13/11/2013,Community Forests Northwest Ltd," £29,066.73 ",Access to Nature Grant - Setting the Scene for Nature,M50 2GL,SME,,,Non Supplier,875779
Natural England,13/11/2013,D T Z," £275,527.31 ",Rent for the Cambridge office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £111,977.94 ",Rates for the Winchester office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £97,541.70 ",Rates for the London office (Hercules House) - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £43,875.98 ",Rates for the Norwich office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £42,265.39 ",Rates for the Ashford office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £36,823.32 ",Rates for the Leeds office (Queen Street) - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £36,494.74 ",Rates for the Manchester office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £31,932.21 ",Rates for the Kendal office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £29,550.73 ",Rates for the Exeter office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,D T Z," £25,274.93 ",Rent for the Worthing office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,13/11/2013,London Borough Of Barking & Dagenham," £38,107.96 ",Access to Nature Grant - Mayesbrook Park,RM10 7BN,,,,Local Authority,876543
Natural England,13/11/2013,London Borough Of Lewisham," £28,197.36 ",Access to Nature Grant - Rivers and People,SE6 4RU,,,,Local Authority,885460
Natural England,13/11/2013,North Warwickshire B C," £31,298.08 ",Access to Nature Grant - Local Nature Reserves,CV9 1DE,,,,Local Authority,885435
Natural England,13/11/2013,The Rivers Trust," £27,125.00 ",Delivery of the Association of Rivers Trusts Catchment Sensitive Farming national partnership - 2013-14,PL17 8PH,SME,,,Public Body,887340
Natural England,13/11/2013,Tnt Uk Limited," £29,627.84 ",Storage and retrieval of files plus other records management services,BL0 9AR,SME,21468,,Supplier,886606
Natural England,15/11/2013,D T Z," £177,207.28 ",Rates for the Bristol office - July-September 2013,B4 6HT,,,,Supplier,
Natural England,19/11/2013,C E F A S," £38,889.60 ",Torbay biogenic reef multibeam bathymetry survey and acoustic interpretation project,NR33 0HT,SME,24035,,Defra Executive Agency,888325
Natural England,21/11/2013,Hadrians Wall Heritage Ltd," £69,457.50 ",Grant payment for Hadrian's Wall Path Trail Management,NE46 2JT,SME,ECM 577,,Supplier,889290
Natural England,21/11/2013,Marlborough Downs NIA," £50,000.00 ",Nature Improvement Area Grant - Marlborough Downs,BA14 6BT,SME,,,Non Supplier,877573
Natural England,21/11/2013,Nottinghamshire Wildlife Trust," £33,908.88 ",Access to Nature Grant - Wildlife in the City,NG1 1EA,SME,,,Supplier,885438
Natural England,21/11/2013,The Centre for Sustainable Healthcare," £38,022.22 ",Access to Nature Grant - Outer Space - Knowledge into Action,OX2 7QJ,SME,,,Public Body,879254
Natural England,21/11/2013,Walshaw Moor Estate Ltd," £134,855.14 ",Wildlife Enhancement Scheme agreement,BB8 9NW,SME,,,Supplier,880339
Natural England,25/11/2013,South Cumbria Rivers Trust," £35,000.00 ",Cumbria freshwater invasive non-native species (FINNS) partnership project,LA8 8LX,SME,ECM6091,,Public Body,889610
Natural England,27/11/2013,Devon County Council," £64,512.20 ",South West Coastal Path Grant,EX2 4QW,,ECM 579,,Local Authority,889289
Natural England,27/11/2013,Linking Environment & Farming," £30,000.00 ",Access to Nature Grant - Let Nature Feed Your Senses - 2013-14,CV8 2LZ,SME,,,Non Supplier,883714
Natural England,27/11/2013,Oxfordshire County Council," £68,608.29 ",National Trails grant - The Ridgeway and Thames Path,OX29 4TL,,ECM 570,,Local Authority,889310
Natural England,27/11/2013,Peak District National Park Auth," £27,000.00 ",Peak District breeding wader birds recovery project,DE45 1AE,SME,24827,,Local Authority,888144
Natural England,27/11/2013,Severn Gorge Countryside Trust," £53,124.43 ",Access to Nature Grant - Natural Wellbeing,TF8 7EP,,,,Non Supplier,882989
Natural England,27/11/2013,South Downs National Park Authority," £43,380.00 ",National Trails grant - The South Downs Way,GU29 9SB,,ECM 572,,Local Authority,889309
Natural England,27/11/2013,Torbay Coast & Countryside Trust," £60,513.31 ",Access to Nature Grant - Sea Green! - 2013-14,TQ2 6AU,SME,,,Non Supplier,885340
Natural England,29/11/2013,Cadence Partnership LLP," £25,885.80 ",For the provision of programme leadership and specialist programme office support for the Strategic Alignment activity - 03 September 2013,WC2N 5BW,SME,25486,,Supplier,886817
Natural England,29/11/2013,Redfern Travel Ltd," £196,332.49 ",Monthly charge for rail travel costs - November 2013,BD1 3AZ,SME,,,Supplier,
AHDB,19/11/2013,SAC Commercial Ltd," £26,613.75 ","DairyCo - Establish Retail Price Index on Grassland, Forage and Soil - September 2013",EH9 3JG,,,,,435867517
AHDB,22/11/2013,SAC Commercial Ltd," £26,613.75 ","DairyCo - Establish Retail Price Index on Grassland, Forage and Soil - October 2013",EH9 3JG,,,,,435867517
AHDB,22/11/2013,SAC Commercial Ltd," £32,421.20 ",British Pig Executive - Contract for the development of an effective methodology for monitoring health and welfare status in the pig industry and to establish the current baseline health and welfare status of pigs in England.,EH9 3JG,,,,,435867517
AHDB,22/11/2013,OMD UK Ltd," £36,079.34 ",Autumn campaign to promote fresh potatoes by trading them up to purchase named variety. Online advertsing and promotion space. Approved spend under Marketing/Advertising Spending Controls. ,WC1E 7BR,,,,,918213926
AHDB,13/11/2013,Tableau Software," £79,316.00 ",Market Intelligence data management and analysis tool – one-off software licence fee and annual maintenance charge,Ireland,,,,,IE98520040
AHDB,22/11/2013,OMD UK Ltd," £85,949.46 ",Autumn campaign to promote fresh potatoes by trading them up to purchase named variety. Print advertising space. Approved spend under Marketing/Advertising Spending Controls. ,WC1E 7BR,,,,,918213926
EA,12/11/2013,Natural Resources Wales," £46,959.00 ",Accommodation charges for staff working in Natural Resource Wales offices - 01-April-30 September 2013,SA15 4EL,,,,Administration,
EA,07/11/2013,Apem Ltd," £33,864.00 ",Analysis of Estuarine and Marine Macro benthic Invertebrate Samples,SK4 4GN,,30283742,,Administration,
EA,01/11/2013,P and R Plant Lincolnshire Ltd," £85,920.00 ",Anglian - River Vegetation Maintenance - Weed Control,PE12 8NG,,30246240,FRA01S217  FRA01S216  FRA01S119  FRA01S154  FRA01S134,Project,
EA,01/11/2013,Longdin and Browning Surveys Ltd," £43,140.00 ",Anglian Coastal Monitoring Programme - Topographic Services,SA1 1HE,,30352200,IMAN001492,Project,
EA,19/11/2013,Gelder Ltd," £54,105.79 ",Anglian Region Building Maintenance Services - September-November 2013,LN1 2DS,,30199819,IMAN002492,Project,
EA,21/11/2013,ABM UK Ltd," £64,894.50 ",Annual Software support for Intellicase - 2013/14.,NG11 6JS,,,CIS3306199,Project,
EA,05/11/2013,Atkins Ltd," £29,028.18 ",Asset Condition Surveys for Engineering Inspections (Anglian Region Northern Area) ,KT18 5BW,,30072266,REAN001206,Project,
EA,26/11/2013,Volkerstevin Ltd," £220,816.72 ",Asset Reconditioning North East,EN11 9BX,,30142737,IMNE000197,Project,
EA,21/11/2013,Volkerstevin Ltd," £51,521.14 ",Asset Reconditioning North West,EN11 9BX,,30142737,IMNW000431,Project,
EA,05/11/2013,Ott Hydrometry Ltd," £73,977.60 ",Automatic Weighing Rain Gauges,S43 4UZ,,30370291,IMHO000026,Project,
EA,19/11/2013,Volkerstevin Ltd," £131,545.10 ",Barnard Castle weir works,EN11 9BX,,30142737,IMNE000092,Project,
EA,14/11/2013,Halcrow Group Ltd," £45,309.11 ","Bat survey at Ducks Marsh, invasive species management plan and badger survey, monitoring and sett closure on the Exeter Flood defence project",SN4 0QD,,30071913,IMSW001349,Project,
EA,12/11/2013,Deltares," £36,000.00 ",Bathing Water Quality Forecasting System,,,,EBPLW13087L01,Project,
EA,21/11/2013,Port Of London Authority," £118,069.20 ",Beckton Radar transceivers replacement,DA12 2BG,,,IMSE500075,Project,
EA,01/11/2013,Volkerstevin Ltd," £277,646.41 ",Bedford pumping station works,EN11 9BX,,30142737,IMNW000745,Project,
EA,19/11/2013,Costain Ltd," £28,171.52 ",Birmingham Area Midlands main river maintenance,SL6 4UB,,30385447,FRA06S830  FRA06S834  FRA06S833  FRA06S808  FRA06S807  FRA06S836  FRA06S832,Project,
EA,05/11/2013,RSPB," £89,115.12 ",Botany Habitat Creation project ,SG19 2DL,,,IMAN001787,Project,
EA,05/11/2013,Kier MG Ltd," £30,000.00 ",Brean Cross - Isolation for Structure - North Eye Vertical Gate failure,NR14 8SZ,,30346257,IMSW002075,Project,
EA,19/11/2013,Jackson Civil Engineering Ltd," £63,883.80 ",Brede Sluice Gate Replacement,IP1 5LT,,30142731,IMSO000560,Project,
EA,21/11/2013,Broadland Environmental Services Ltd," £384,049.68 ",Broadland flood alleviation project,GU15 3XW,,30014973,IMAN000753,Project,
EA,07/11/2013,Halcrow Group Ltd," £62,643.67 ",Broomhill Sands Coastal Defence Scheme.,SN4 0QD,,30071913,IMSO000577,Project,
EA,07/11/2013,Bristol Avon Rivers Trust," £52,236.00 ",By Brook Phase One Project.,BS34 8GD,,,RESW001288,Project,
EA,05/11/2013,Hampshire and Isle Of Wight Wildlife Trust," £25,000.00 ",Catchment Sensitive Farming Partnership in Isle of Wight,SO32 2DP,,,RESE000120,Project,
EA,07/11/2013,Portsmouth Water Co," £25,000.00 ",Catchment Sensitive Farming Partnership - Downs and Harbours Clean Water Partnership,PO9 1LG,,,RESE000120,Project,
EA,26/11/2013,Amco Engineering," £62,262.00 ",Caytor bridge Sluice gate works,S75 1HT,,30343165,IMSE100289,Project,
EA,14/11/2013,J Breheny Contractors Ltd," £28,996.98 ",Central Area Watercourse Maintenance Works.,IP6 8NH,,30255864,IMAN002611,Project,
EA,01/11/2013,BAM Nuttall Ltd," £50,580.62 ",Central Area Watercourse Maintenance Works,GU15 3XW,,30255861,IMAN002633,Project,
EA,12/11/2013,VWR International Ltd," £26,694.13 ",Supply of bottles and associated consumables for Operational Support at Nottingham Laboratory,LE17 4XN,,30369245,,Administration,
EA,12/11/2013,VWR International Ltd," £38,363.75 ",Consumables and Chemicals for Organics Lab at Starcross Laboratory,LE17 4XN,,30369245,,Administration,
EA,12/11/2013,VWR International Ltd," £25,082.75 ",Chemicals and Consumables for Nottingham Laboratory,LE17 4XN,,30369245,,Administration,
EA,12/11/2013,VWR International Ltd," £27,295.41 ",Chemicals and Consumables for the Inorganics Lab at Starcross Laboratory,LE17 4XN,,30369245,,Administration,
EA,07/11/2013,Edenred Childcare Vouchers Ltd," £225,030.14 ",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral - October 2013,SW1V 2RS,,,,Administration,
EA,26/11/2013,NTT DATA UK Ltd," £112,122.24 ",Climate Change Agreement Project IT Support and Maintenance - October 2013,EC3V 3DG,,,EBOCC40027L02,Project,
EA,21/11/2013,Ricardo AEA Ltd," £70,844.40 ",Climate Change Agreement Project Consultancy - October 2013,OX11 0QJ,,30372742,,Administration,
EA,14/11/2013,Liverpool City Council," £29,861.00 ",Climate Change Local Area Support Programme,L2 2DH,,,RENW001998,Project,
EA,05/11/2013,Climate UK," £36,000.00 ",Climate Ready Programme,GU1 1YA,,,EBPCC11003,Project,
EA,19/11/2013,New Forest District Council," £81,000.00 ",Coastal recharges - Medmerry pre- and post-breach surveys,SO41 9ZG,,,IMSE100291,Project,
EA,19/11/2013,Hitachi Capital Vehicle Solutions Ltd," £451,910.31 ","Commercial Vehicles - Service, Repair and Maintenance - 2013-14",RG14 2NU,,30340333,,Administration,
EA,21/11/2013,Burton Brothers," £58,344.00 ",Completion of works at Duston Mill River Enhancement Project,LE16 9UA,,30258387,REAN001713,Project,
EA,05/11/2013,Atkins Ltd," £27,785.41 ",Construction Design Management Secondment to North East National Capital Programme,KT18 5BW,,30072266,NCPMSCDM,Project,
EA,14/11/2013,Kingcombe Aquacare Ltd," £44,638.58 ",Construction of river bank protection and eel passage improvements at Ashford Mill,TA18 7HQ,,30192014,IMSW002069,Project,
EA,19/11/2013,CNH UK Ltd," £148,017.60 ",Construction plant purchase,SS14 3XX,,30319331,HOFOFRM008,Project,
