Departmental Family,ENTITY,DATE,EXPENSE_AREA_1,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1050922,"Ł27,242.40"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1050922,"Ł27,242.40"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1051170,"Ł30,974.40"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1051119,"Ł652,564.09"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1051119,"Ł51,945.60"
Ministry of Justice,MoJ HQ,14/Jun/2011 ,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,HP ENTERPRISE SERVICES UK LTD,1051307,"Ł11,671,698.83"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1051778,"Ł112,465.32"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1051778,"Ł68,255.21"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1051781,"Ł63,889.09"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1051782,"Ł32,842.50"
Ministry of Justice,MoJ HQ,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1117,"Ł121,192.46"
Ministry of Justice,MoJ HQ,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1113,"Ł2,376,147.11"
Ministry of Justice,MoJ HQ,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1111,"Ł133,887.43"
Ministry of Justice,MoJ HQ,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1112,"Ł86,618.45"
Ministry of Justice,MoJ HQ,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1114,"Ł1,779,871.06"
Ministry of Justice,MoJ HQ,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1118,"Ł115,084.03"
Ministry of Justice,MoJ HQ,22/Jun/2011 ,ZZ900-MoJ HQ,710200-Creditors < 1 year - Trade & Other Creditors,HM PRISON SERVICE,1120,"Ł988,539.71"
Ministry of Justice,MoJ HQ,22/Jun/2011 ,ZZ900-MoJ HQ,710200-Creditors < 1 year - Trade & Other Creditors,HM PRISON SERVICE,1119,"Ł1,088,301.72"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,710600-Creditor < 1 year - Payable to Consolidated Fund,HM TREASURY - CFER PAYOVER,1122,"Ł760,291.14"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,710600-Creditor < 1 year - Payable to Consolidated Fund,HM TREASURY - CFER PAYOVER,1121,"Ł3,792,547.90"
Ministry of Justice,MoJ HQ,24/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,KING STURGE LLP#2287907,6340,"Ł43,348.20"
Ministry of Justice,MoJ HQ,24/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,KING STURGE LLP#2287917,6342,"Ł102,576.00"
Ministry of Justice,MoJ HQ,24/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,KING STURGE LLP#2287913,6341,"Ł94,883.70"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,246000-Current Grants,CROWN PROSECUTION SERIVCE#RB31110143,1052316,"Ł1,500,000.00"
