DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,15-Nov-10,ZZ900-MoJ HQ,222002-Other Property Costs,CABLE & WIRELESS,1033795,"£47,025.85"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1034499,"£124,470.55"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1034499,"£186,390.74"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,222001-Maintenance,KING STURGE LLP,1034514,"£28,640.63"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1034905,"£80,781.25"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1033378,"£196,876.83"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,222001-Maintenance,POWERPERFECTOR PLC,1034273,"£25,103.88"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1033532,"£105,034.25"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,LAND SECURITIES PROPERTIES LTD,1033634,"£3,543,984.75"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,HP ENTERPRISE SERVICES UK LTD,1034504,"£56,000.50"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,NATIONAL SAVINGS & INVESTMENTS,1034254,"£64,050.00"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,NATIONAL SAVINGS & INVESTMENTS,1034254,"£210,808.00"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1034526,"£303,234.03"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1034896,"£51,346.41"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1034526,"£1,380,123.69"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,WM ENTERPRISE,1033251,"£39,143.80"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1033667,"£82,347.40"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1034553,"£51,232.26"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,CABINET OFFICE,1034787,"£87,391.44"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1033642,"£32,638.86"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1033642,"£67,982.42"
Ministry of Justice,MoJ HQ,15-Nov-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1033820,"£44,550.79"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1033076,"£49,364.55"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1032863,"£57,558.55"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1033228,"£27,294.08"
Ministry of Justice,MoJ HQ,15-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1033965,"£48,788.90"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,IBM UNITED KINGDOM LTD,1034202,"£249,474.88"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1034497,"£53,244.42"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,NINIAN SOLUTIONS LTD,1034559,"£32,900.00"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1034992,"£229,234.28"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1032846,"£118,845.37"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£171,076.46"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£78,553.36"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£341,170.45"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£40,206.85"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£130,889.53"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£49,473.68"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£32,274.46"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1033112,"£68,639.04"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1033351,"£27,787.28"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1033351,"£150,347.30"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1033351,"£94,389.71"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1034186,"£244,355.67"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,CENTRAL OFFICE OF INFORMATION (COI),1034796,"£28,783.14"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,BARCELO HOTELS,1033055,"£83,111.80"
Ministry of Justice,MoJ HQ,29-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1035219,"£25,942.47"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1033730,"£43,333.12"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033161,"£42,916.88"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033160,"£26,009.21"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033160,"£30,205.73"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033160,"£26,011.56"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033160,"£26,191.34"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033161,"£37,305.08"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£63,177.05"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£59,944.98"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033375,"£190,068.00"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£52,461.92"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£66,680.08"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£189,645.58"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£34,731.83"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£40,897.05"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£29,171.84"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£230,781.75"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£27,982.63"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£149,663.28"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£528,750.00"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£36,490.22"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£172,613.38"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£41,881.99"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033376,"£68,887.91"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1034902,"£472,559.15"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1034902,"£137,238.83"
Ministry of Justice,MoJ HQ,29-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1035134,"£411,569.60"
Ministry of Justice,MoJ HQ,29-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1035134,"£43,369.72"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£769,204.35"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£148,050.00"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£1,095,423.13"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£102,430.63"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£453,177.53"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£450,948.55"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£32,461.68"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£138,551.75"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£338,590.35"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£68,556.55"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£390,383.18"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£104,509.20"
Ministry of Justice,MoJ HQ,01-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032786,"£28,388.00"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1033048,"£1,752,272.80"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1033534,"£70,500.00"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1033534,"£89,900.43"
Ministry of Justice,MoJ HQ,22-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034417,"£131,639.01"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£64,312.45"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£30,158.34"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£94,787.25"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£25,439.93"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£142,175.00"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£43,083.34"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£46,753.25"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1034768,"£34,341.73"
Ministry of Justice,MoJ HQ,29-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1035035,"£35,385.13"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033644,"£77,095.28"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD T/A ATOS HEALTHCARE,1033535,"£65,233.65"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1033644,"£87,300.15"
Ministry of Justice,MoJ HQ,15-Nov-10,ZZ900-MoJ HQ,264000-Consultancy,ERNST & YOUNG LLP,1033826,"£40,226.13"
Ministry of Justice,MoJ HQ,22-Nov-10,MZ999-Cabinet Office,264000-Consultancy,ESRI (UK) LTD,1034465,"£32,888.25"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,264000-Consultancy,SERCO LTD,15128,"£70,500.00"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,223000-Other Expenditure,HOME OFFICE,1034863,"£42,300.00"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1033127,"£161,562.50"
Ministry of Justice,MoJ HQ,03-Nov-10,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,LEGAL SERVICES COMMISSION,6229,"£10,700,000.00"
Ministry of Justice,MoJ HQ,05-Nov-10,ZZ900-MoJ HQ,246000-Current Grants,THE PAROLE BOARD,6232,"£950,000.00"
Ministry of Justice,MoJ HQ,16-Nov-10,ZZ900-MoJ HQ,246000-Current Grants,CRIMINAL CASES REVIEW COMMISSION,6235,"£590,000.00"
Ministry of Justice,MoJ HQ,15-Nov-10,MZ999-Cabinet Office,246000-Current Grants,WELSH ASSEMBLY GOVERNMENT,1033994,"£64,892.49"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,246000-Current Grants,OPERATION BLACK VOTE,1034941,"£70,000.00"
Ministry of Justice,MoJ HQ,05-Nov-10,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6233,"£53,400,000.00"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6231,"£80,500,000.00"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6234,"£21,800,000.00"
Ministry of Justice,MoJ HQ,18-Nov-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6236,"£23,400,000.00"
Ministry of Justice,MoJ HQ,25-Nov-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6238,"£26,000,000.00"
Ministry of Justice,MoJ HQ,08-Nov-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1033333,"£99,479.91"
Ministry of Justice,MoJ HQ,29-Nov-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1035091,"£26,604.52"
Ministry of Justice,MoJ HQ,29-Nov-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1035198,"£76,192.88"
Ministry of Justice,MoJ HQ,23-Nov-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1034652,"£92,934.33"
Ministry of Justice,MoJ HQ,23-Nov-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1034652,"£56,401.50"
Ministry of Justice,MoJ HQ,23-Nov-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1034655,"£52,710.98"
Ministry of Justice,MoJ HQ,23-Nov-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1034656,"£31,465.00"
Ministry of Justice,MoJ HQ,30-Nov-10,ZZ900-MoJ HQ,611000-Debtors <1 year - Other Debtors,PA CONSULTING SERVICES LTD,1035233,"£25,121.22"
Ministry of Justice,MoJ HQ,19-Nov-10,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1017,"£1,910,119.77"
Ministry of Justice,MoJ HQ,19-Nov-10,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1024,"£84,996.64"
Ministry of Justice,MoJ HQ,19-Nov-10,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1023,"£52,290.09"
Ministry of Justice,MoJ HQ,19-Nov-10,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1018,"£1,475,106.07"
Ministry of Justice,MoJ HQ,04-Nov-10,ZZ900-MoJ HQ,710200-Creditors < 1 year - Trade & Other Creditors,COMPANY BARCLAYCARD CORPORATE,6230,"£1,276,649.52"
Ministry of Justice,MoJ HQ,19-Nov-10,ZZ900-MoJ HQ,811000-Interdepartmental - MoJHQ,HMRC,1022,"£109,235.00"
Ministry of Justice,MoJ HQ,19-Nov-10,ZZ900-MoJ HQ,811000-Interdepartmental - MoJHQ,HMRC,1021,"£121,269.62"
Ministry of Justice,MoJ HQ,10-Nov-10,ZZ900-MoJ HQ,246000-Current Grants,HAGUE CONF ON PRIVATE INTERNATIONAL LAW#MG11009050,13588,"£160,558.99"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,246000-Current Grants,DEVELOPMENT TRUST ASSOCIATION#RC35111011,1033685,"£25,000.00"
Ministry of Justice,MoJ HQ,11-Nov-10,ZZ900-MoJ HQ,246000-Current Grants,ACTION FOR PRISONERS FAMILIES#RC35111010,1033684,"£77,500.00"
Ministry of Justice,Tribunals,16-Nov-10,TR130-Finance & Resources,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1053543,"£1,331,474.13"
Ministry of Justice,Tribunals,12-Nov-10,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1053072,"£44,881.89"
Ministry of Justice,Tribunals,02-Nov-10,TR120-Corporate,222002-Other Property Costs,REGENT OFFICE CARE LTD,1051960,"£27,683.16"
Ministry of Justice,Tribunals,30-Nov-10,TR120-Corporate,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1055724,"£29,857.56"
Ministry of Justice,Tribunals,30-Nov-10,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1055672,"£1,005,641.08"
Ministry of Justice,Tribunals,02-Nov-10,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1052000,"£65,673.02"
Ministry of Justice,Tribunals,19-Nov-10,TR120-Corporate,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1054321,"£162,130.47"
Ministry of Justice,Tribunals,02-Nov-10,TR100-Central Costs,265000-IT & Telecommunications,LEGATIO TECHNOLOGIES LTD,1051830,"£94,000.00"
Ministry of Justice,Tribunals,19-Nov-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1054103,"£162,679.03"
Ministry of Justice,Tribunals,19-Nov-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1054103,"£188,203.73"
Ministry of Justice,Tribunals,05-Nov-10,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1052151,"£64,015.49"
Ministry of Justice,Tribunals,09-Nov-10,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1052519,"£32,608.41"
Ministry of Justice,Tribunals,19-Nov-10,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1054068,"£33,813.18"
Ministry of Justice,Tribunals,30-Nov-10,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1055656,"£29,726.51"
Ministry of Justice,Tribunals,16-Nov-10,TR160-Operational Support,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1053239,"£27,688.88"
Ministry of Justice,Tribunals,30-Nov-10,TB140-Change Programme,265000-IT & Telecommunications,LOGICA UK LTD,1055720,"£94,397.15"
Ministry of Justice,Tribunals,02-Nov-10,TR100-Central Costs,266000-Judicial Costs,SWEET & MAXWELL LTD,1051976,"£232,944.00"
Ministry of Justice,Tribunals,23-Nov-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1054618,"£27,779.03"
Ministry of Justice,Tribunals,23-Nov-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1054618,"£46,805.26"
Ministry of Justice,Tribunals,23-Nov-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1054620,"£72,590.53"
Ministry of Justice,Tribunals,23-Nov-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1054609,"£54,419.40"
Ministry of Justice,Tribunals,19-Nov-10,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1007,"£2,066,904.71"
Ministry of Justice,Tribunals,19-Nov-10,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1010,"£416,615.51"
Ministry of Justice,Tribunals,19-Nov-10,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1012,"£1,215,965.87"
Ministry of Justice,Tribunals,19-Nov-10,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1009,"£236,356.66"
Ministry of Justice,Tribunals,19-Nov-10,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1011,"£647,314.45"
Ministry of Justice,Tribunals,19-Nov-10,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1008,"£1,283,842.60"
