Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description, Total 
Ministry of Defence,Ministry of Defence,04/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,257446,Freight movement costs,361.04
Ministry of Defence,Ministry of Defence,14/10/2013,Administration,Navy Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,260437,General administration,360
Ministry of Defence,Defence Science and Technology Laboratory,04/10/2013,Consumable Materials,Operations,CRANFIELD UNIVERSITY,,V - 9000154947 - 00170902,Consumable Materials,359
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,257625,Consumption of engineering and technical inventory,358.94
Ministry of Defence,Ministry of Defence,07/10/2013,IT and communication services,Defence Equipment & Support,RICOH UK.LIMITED,NN4 7YL,258009,Computer equipment costing below the capitalisation threshold,355.22
Ministry of Defence,Ministry of Defence,31/10/2013,Administration,Navy Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,267693,General administration,348.24
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,345.58
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,345.58
Ministry of Defence,Ministry of Defence,29/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,343.98
Ministry of Defence,Ministry of Defence,02/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,RH1 1SH,256146,Freight movement costs,343.4
Ministry of Defence,Ministry of Defence,25/10/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,265352,Works - estate management,338.22
Ministry of Defence,Ministry of Defence,21/10/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Oil and lubricants consumed excluding those from the inventory system,331.65
Ministry of Defence,Ministry of Defence,09/10/2013,Official entertainment and hospitality,Defence Equipment & Support,MODUS SERVICES LIMITED,SW1A 2HB,258692,Entertainment + hospitality,331
Ministry of Defence,Ministry of Defence,14/10/2013,Food and clothing,Air Command,ARAMARK LTD,LS16 6QY,260065,Cost of food services,329.85
Ministry of Defence,Ministry of Defence,28/10/2013,Administration,Land Forces,ROYAL MAIL GROUP LIMITED,S49 1HQ,266230,General administration,329.27
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,256041,Fiscal asset under construction - capital in year addition,328.87
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,260171,Equipment support non-project costs,328.04
Ministry of Defence,Ministry of Defence,16/10/2013,Payment of utilities,Head Office & Corporate Services,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,261128,Utilities consumed - gas,323.99
Ministry of Defence,Ministry of Defence,24/10/2013,Spend on Inventory - General,Joint Forces Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,264564,Spend on Inventory - General,319.44
Ministry of Defence,Ministry of Defence,10/10/2013,Purchase of inventory and services ,Joint Forces Command,WILLIAMS LEA LIMITED,NR3 1PD,259463,Cost of other material consumed,314.78
Ministry of Defence,Ministry of Defence,23/10/2013,IT and communication services,Air Command,XMA LTD,NG11 7EP,264453,Computer equipment costing below the capitalisation threshold,314.57
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Joint Forces Command,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3XJ,267512,Spend on Inventory - General,314.06
Ministry of Defence,Ministry of Defence,25/10/2013,Rent and rates,Defence Infrastructure Organisation ,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,265614,Rent buildings - non civil estate property and married quarter property,313.52
Ministry of Defence,Ministry of Defence,07/10/2013,Spend on Inventory - General,Joint Forces Command,TURNER VIRR & CO. LTD,LS25 2DY,258112,Spend on Inventory - General,312.65
Ministry of Defence,Ministry of Defence,09/10/2013,Official entertainment and hospitality,Joint Forces Command,MODUS SERVICES LIMITED,SW1A 2HB,258692,Entertainment + hospitality,312.12
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of inventory and services ,Air Command,RICOH UK.LIMITED,NN4 7YL,258009,Cost of other material consumed,311.67
Ministry of Defence,Ministry of Defence,14/10/2013,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,260095,Cost of other material consumed,305.37
Ministry of Defence,Ministry of Defence,09/10/2013,Externally delivered education and training,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,External military training ,303.75
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,FSM IPT OP COSTS,MERITAIN HEALTH,,350448,,303.06
Ministry of Defence,Ministry of Defence,03/10/2013,Fuel for military use,Land Forces,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,256863,Bulk aviation fuel consumed,302.4
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,JSF TEAM,INTERSTATE,,351511,,301.88
Ministry of Defence,Ministry of Defence,08/10/2013,Design services and minor equipment purchases,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Equipment support non-project costs,301.16
Ministry of Defence,Ministry of Defence,16/10/2013,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261145,Equipment support non-project costs,300.94
Ministry of Defence,Ministry of Defence,03/10/2013,Externally delivered education and training,Air Command,SOARING (OXFORD) LTD,NG23 5NG,257004,External training - civilian,300
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,AWC BOSCOMBE DOWN QQ BUSINESS,MERITAIN HEALTH,,350448,,299.38
Ministry of Defence,Ministry of Defence,21/10/2013,Official entertainment and hospitality,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Entertainment + hospitality,294.58
Ministry of Defence,Ministry of Defence,31/10/2013,Design services and minor equipment purchases,Land Forces,E.P.BARRUS LTD,OX26 4UR,267408,Equipment support non-project costs,294.36
Ministry of Defence,Ministry of Defence,11/10/2013,Spend on Inventory - General,Joint Forces Command,TURNER VIRR & CO. LTD,LS25 2DY,259988,Spend on Inventory - General,293.91
Ministry of Defence,Ministry of Defence,24/10/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,264462,Consumption of medical dental and veterinary inventory,293.57
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,"RN/RM EXCH POSTS (USA), BDS-US",INTERSTATE,,351511,,291.09
Ministry of Defence,Ministry of Defence,16/10/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,261219,Works - estate management,289.83
Ministry of Defence,Ministry of Defence,21/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,289.48
Ministry of Defence,Ministry of Defence,08/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,258355,Civilian short term detached duty,287.3
Ministry of Defence,BDS US,23/10/2013,ARMY PERM POSTING LTDD,OCE HQ LAND,INTERSTATE,,351511,,286.88
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,"NA AND NAVY STAFF, BDS-US",INTERSTATE,,351511,,286.88
Ministry of Defence,Ministry of Defence,14/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,260416,Civilian short term detached duty,286.6
Ministry of Defence,Ministry of Defence,30/10/2013,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,267128,Estate + facilities management services - accommodation inventory + service,284.41
Ministry of Defence,Ministry of Defence,21/10/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,282.67
Ministry of Defence,BDS US,23/10/2013,Civilian PPI Move Costs,CORPORATE SERVICES BDS-US,INTERSTATE,,351511,,279.38
Ministry of Defence,Ministry of Defence,31/10/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,267727,Estate + facilities management services - accommodation inventory + service,279.06
Ministry of Defence,Ministry of Defence,16/10/2013,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261145,Research and development at the pre main gate stage of a project,278.01
Ministry of Defence,Ministry of Defence,16/10/2013,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,261034,Computer equipment costing below the capitalisation threshold,276.38
Ministry of Defence,Ministry of Defence,23/10/2013,Payment of utilities,Defence Infrastructure Organisation ,VIRIDIAN ENERGY SUPPLY LTD,BT9 5NF,40173,Utilities consumed - electricity,274.45
Ministry of Defence,Ministry of Defence,22/10/2013,Externally delivered education and training,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,263467,External military training ,274.44
Ministry of Defence,Ministry of Defence,11/10/2013,"Transportation of personnel, freight and travel expenses",Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,273.83
Ministry of Defence,Ministry of Defence,21/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,262976,Cost of other material consumed,270.23
Ministry of Defence,Ministry of Defence,16/10/2013,Estate management,Defence Infrastructure Organisation ,CITY OF YORK COUNCIL,YO1 6GA,261117,Estate + facilities management services - accommodation inventory + service,270
Ministry of Defence,Ministry of Defence,07/10/2013,IT and communication services,Air Command,RICOH UK.LIMITED,NN4 7YL,258009,Computer equipment costing below the capitalisation threshold,268.02
Ministry of Defence,Ministry of Defence,01/10/2013,Purchase of inventory and services ,Head Office & Corporate Services,XMA LTD,NG11 7EP,256061,Cost of other material consumed,263.69
Ministry of Defence,Ministry of Defence,25/10/2013,Rent and rates,Defence Infrastructure Organisation ,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,265614,Rent land - non civil estate property + married quarter property,259.99
Ministry of Defence,Ministry of Defence,23/10/2013,Spend on Inventory - General,Navy Command,E.P.BARRUS LTD,OX26 4UR,264116,Spend on Inventory - General,259.32
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,"RN/RM EXCH POSTS (USA), BDS-US",INTERSTATE,,351511,,256.96
Ministry of Defence,Ministry of Defence,21/10/2013,Payment of utilities,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - electricity,254.29
Ministry of Defence,Ministry of Defence,29/10/2013,Spend on Inventory - General,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,266666,Spend on Inventory - General,252.72
Ministry of Defence,Ministry of Defence,29/10/2013,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,266753,Cost of other material consumed,251.11
Ministry of Defence,Ministry of Defence,25/10/2013,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,265614,Transport other hire charge,250.1
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,249.77
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,39 SQN US,INTERSTATE,,351511,,249.76
Ministry of Defence,Ministry of Defence,08/10/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Estate core services charge,247.15
Ministry of Defence,Ministry of Defence,17/10/2013,Spend on Inventory - General,Navy Command,E.P.BARRUS LTD,OX26 4UR,261800,Spend on Inventory - General,246.55
Ministry of Defence,Ministry of Defence,02/10/2013,IT and communication services,Navy Command,INSIGHT DIRECT (U K) LTD,S9 2BU,256250,Computer equipment costing below the capitalisation threshold,244.12
Ministry of Defence,Ministry of Defence,28/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,265867,Freight movement costs,244.09
Ministry of Defence,Ministry of Defence,14/10/2013,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,260095,Cost of other material consumed,242.36
Ministry of Defence,BDS US,23/10/2013,RAF PERM POSTING LTDD,MOD A BLOCK,INTERSTATE,,351511,,242.23
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Joint Forces Command,JOSEPH GLEAVE & SON LTD,M32 0NB,262518,Spend on Inventory - General,242.18
Ministry of Defence,Ministry of Defence,10/10/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,241.58
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,"NA AND NAVY STAFF, BDS-US",MERITAIN HEALTH,,350448,,241.25
Ministry of Defence,Ministry of Defence,18/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental including commercial charge for use of radio frequencies,240
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,JMF DAM NECK,MERITAIN HEALTH,,350448,,239.38
Ministry of Defence,BDS US,23/10/2013,NAVY PERM POSTING LTDD,"RN/RM EXCH POSTS (USA), BDS-US",INTERSTATE,,351511,,238.06
Ministry of Defence,Ministry of Defence,16/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261145,Safety regulators and assuror costs in support of concept procurement operation and disposal of defence equipment and services,234.48
Ministry of Defence,BDS US,11/10/2013,MEDICAL-NON HOSPITAL TREATMENT,BLO -USA- BDS-US,MERITAIN HEALTH,,350448,,230
Ministry of Defence,Ministry of Defence,11/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,228.6
Ministry of Defence,Ministry of Defence,10/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,259389,Military short term detached duty,227.4
Ministry of Defence,Ministry of Defence,09/10/2013,Estate management,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Estate core services charge,227.33
Ministry of Defence,Ministry of Defence,11/10/2013,Fuel for military use,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Oil and lubricants consumed excluding those from the inventory system,226.27
Ministry of Defence,Ministry of Defence,07/10/2013,IT and communication services,Head Office & Corporate Services,RICOH UK.LIMITED,NN4 7YL,258009,Computer equipment costing below the capitalisation threshold,224.96
Ministry of Defence,Ministry of Defence,11/10/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,224.13
Ministry of Defence,Ministry of Defence,14/10/2013,"Transportation of personnel, freight and travel expenses",Navy Command,PENTALVER TRANSPORT LTD,SO15 1AW,260389,Freight movement costs,223.36
Ministry of Defence,Ministry of Defence,31/10/2013,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,267237,Consumption of medical dental and veterinary inventory,221.86
Ministry of Defence,Ministry of Defence,22/10/2013,"Transportation of personnel, freight and travel expenses",Joint Forces Command,THE CHANNEL TUNNEL GROUP LTD,CT19 4RD,263913,Military short term detached duty,221
Ministry of Defence,Ministry of Defence,25/10/2013,Spend on Inventory - General,Joint Forces Command,BUNZL UK LIMITED,W1H 7JT,179180,Spend on Inventory - General,220
