Department Family                                                                                                                                     v         h,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001640407,"4,330,316.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001640407,"2,109,088.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001640407,"401,871.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001640407,"97,709.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001640408,"1,642,940.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001640408,"2,952,475.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CRIMESTOPPERS TRUST (G),1001640409,"225,000.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001640411,"2,564,054.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001640411,"2,695,032.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001640411,"332,662.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001640411,"71,484.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001640412,"3,681,311.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001640412,"1,491,698.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001640412,"500,784.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001640412,"110,876.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001640413,"14,683,333.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001640413,"77,073,410.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001640413,"65,241,884.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001640413,"9,972,993.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,INDEPENDENT POLICE COMPLAINTS COMISSION (G),3000049000,"6,000,000.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640415,"3,854,059.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640415,"2,094,626.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640415,"38,294.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640415,"421,117.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640415,"94,294.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001640416,"4,483,284.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001640416,"2,493,736.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001640416,"656,386.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001640416,"118,991.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001640417,"3,812,820.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001640417,"3,224,191.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001640417,"448,512.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001640417,"60,665.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001640418,"9,488,479.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001640418,"5,781,244.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001640418,"924,509.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001640418,"183,624.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001640419,"20,232,496.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001640419,"15,804,942.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001640419,"1,796,307.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001640419,"241,664.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001640420,"6,003,345.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001640420,"4,049,270.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001640420,"41,699.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001640420,"695,092.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001640420,"99,954.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001640421,"5,833,733.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001640421,"3,439,823.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001640421,"46,755.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001640421,"585,033.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001640421,"112,456.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001640422,"10,933,286.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001640422,"9,850,390.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001640422,"1,175,284.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001640422,"128,132.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001640423,"5,935,610.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001640423,"3,464,229.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001640423,"53,547.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001640423,"701,956.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001640423,"132,904.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001640424,"3,635,608.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001640424,"1,981,006.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001640424,"35,893.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001640424,"407,577.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001640424,"85,858.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001640425,"2,770,705.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001640425,"1,509,553.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001640425,"30,651.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001640425,"325,811.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001640425,"73,050.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640426,"15,313,101.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640426,"11,258,229.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640426,"1,205,590.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640426,"185,486.00"
Home Office,Home Office,06/10/2014,Contingent Labour,CPG - Crime & Policing Group,PA CONSULTING SERVICES LTD,1001640678,"141,555.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001640427,"12,607,579.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001640427,"6,392,059.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001640427,"992,159.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001640427,"281,035.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001640428,"5,488,730.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001640428,"3,895,615.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001640428,"525,779.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001640428,"113,452.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001640429,"4,120,260.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001640429,"3,359,420.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001640429,"572,352.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001640429,"66,666.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001640430,"5,545,924.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001640430,"3,271,770.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001640430,"612,165.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001640430,"112,834.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001640431,"9,171,208.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001640431,"5,477,262.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001640431,"1,089,093.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001640431,"199,354.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001640432,"2,762,667.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001640432,"517,952.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001640433,"9,175,928.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001640433,"4,842,478.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001640433,"916,030.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001640433,"177,748.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001640434,"3,070,176.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001640434,"1,692,468.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001640434,"373,207.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001640434,"93,063.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001640435,"3,847,389.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001640436,"10,714,131.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001640436,"5,462,657.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001640436,"868,681.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001640436,"209,995.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001640437,"6,373,799.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001640437,"3,144,372.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001640437,"55,695.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001640437,"545,275.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001640437,"138,358.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001640438,"8,977,111.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001640438,"6,895,712.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001640438,"926,054.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001640438,"142,841.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001640439,"3,428,459.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001640439,"1,758,659.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001640439,"481,241.00"
