UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT
MODGPC29735,10-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł3,179.16"
MODGPC29736,05-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł1,488.70"
MODGPC29737,10-Apr-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,Ł626.03
MODGPC29738,02-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,057.50"
MODGPC29739,05-Apr-12,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,Ł531.00
MODGPC29740,11-Apr-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,Ł555.00
MODGPC29741,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł500.33
MODGPC29742,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,777.56"
MODGPC29743,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,392.50"
MODGPC29744,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,759.87"
MODGPC29745,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,720.64"
MODGPC29746,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł827.09
MODGPC29747,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,630.00"
MODGPC29748,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,414.53"
MODGPC29749,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,268.16"
MODGPC29750,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,845.44"
MODGPC29751,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł7,411.68"
MODGPC29752,10-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,460.00"
MODGPC29753,10-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,452.96"
MODGPC29754,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł18,273.60"
MODGPC29755,11-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,263.72"
MODGPC29756,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł672.98
MODGPC29757,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,070.88"
MODGPC29758,12-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,873.36"
MODGPC29759,02-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł869.16
MODGPC29760,02-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł520.06
MODGPC29761,02-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł7,740.36"
MODGPC29762,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł940.80
MODGPC29763,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł10,029.60"
MODGPC29764,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,185.45"
MODGPC29765,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,375.46"
MODGPC29766,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł678.46
MODGPC29767,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,721.70"
MODGPC29768,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,840.00"
MODGPC29769,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł862.56
MODGPC29770,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,453.82"
MODGPC29771,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,208.00"
MODGPC29772,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł801.60
MODGPC29773,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł961.46
MODGPC29774,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,157.26"
MODGPC29775,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,834.64"
MODGPC29776,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,984.79"
MODGPC29777,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,836.75"
MODGPC29778,12-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł925.01
MODGPC29779,12-Apr-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"Ł1,200.50"
MODGPC29780,04-Apr-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",Ł664.15
MODGPC29781,03-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,184.24"
MODGPC29782,12-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł510.00
MODGPC29783,10-Apr-12,General Retail and Wholesale       , HOME SUPPLY WAREHOUSE STORES,Ł580.02
MODGPC29784,04-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł3,618.50"
MODGPC29785,11-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,Ł585.00
MODGPC29786,04-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł2,108.40"
MODGPC29787,05-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł809.84
MODGPC29788,04-Apr-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,Ł507.36
MODGPC29789,11-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł821.81
MODGPC29790,04-Apr-12,Leisure Activities                 , CAMPER TRAILER DEALER,"Ł2,496.00"
MODGPC29791,04-Apr-12,Leisure Activities                 , CAMPER TRAILER DEALER,"Ł2,496.00"
MODGPC29792,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł755.00
MODGPC29793,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29794,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29795,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29796,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29797,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29798,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29799,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29800,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29801,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29802,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29803,03-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł587.94
MODGPC29804,03-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł2,785.20"
MODGPC29805,11-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł882.66
MODGPC29806,10-Apr-12,Leisure Activities                 , BOAT DEALERS,Ł500.00
MODGPC29807,03-Apr-12,Leisure Activities                 , TOURIST ATTRACTIONS AND XHBT,"Ł1,440.10"
MODGPC29808,10-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł556.80
MODGPC29809,12-Apr-12,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,Ł814.99
MODGPC29810,05-Apr-12,Mail and Courier Services          , COURIER SERVICES,"Ł4,014.00"
MODGPC29811,10-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł900.00
MODGPC29812,11-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł746.09
MODGPC29813,04-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł1,500.00"
MODGPC29814,03-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł594.00
MODGPC29815,04-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł537.00
MODGPC29816,10-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł1,050.00"
MODGPC29817,04-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł536.16
MODGPC29818,05-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł785.30
MODGPC29819,11-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,109.97"
MODGPC29820,10-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł931.53
MODGPC29821,10-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,283.57"
MODGPC29822,11-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,357.33"
MODGPC29823,05-Apr-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł582.00
MODGPC29824,02-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł550.80
MODGPC29825,10-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł590.13
MODGPC29826,03-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,099.17"
MODGPC29827,03-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,085.98"
MODGPC29828,04-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł691.50
MODGPC29829,10-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,105.00"
MODGPC29830,04-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,056.00"
MODGPC29831,10-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł2,224.80"
MODGPC29832,03-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,504.80"
MODGPC29833,02-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł3,221.65"
MODGPC29834,02-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,819.44"
MODGPC29835,03-Apr-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł702.00
MODGPC29836,03-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł987.33
MODGPC29837,03-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,980.20"
MODGPC29838,03-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,192.55"
MODGPC29839,11-Apr-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł618.10
MODGPC29840,12-Apr-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł2,287.80"
MODGPC29841,04-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł5,077.20"
MODGPC29842,11-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,222.81"
MODGPC29843,10-Apr-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł8,920.94"
MODGPC29844,10-Apr-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł5,286.19"
MODGPC29845,10-Apr-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł9,176.40"
MODGPC29846,10-Apr-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł6,688.89"
MODGPC29847,10-Apr-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł6,674.69"
MODGPC29848,02-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł694.80
MODGPC29849,04-Apr-12,Medical Supplies and Services      , OPTICIANS,Ł696.00
MODGPC29850,11-Apr-12,Medical Supplies and Services      , DENTISTS/ORTHODONTISIS,Ł612.00
MODGPC29851,12-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł905.00
MODGPC29852,05-Apr-12,Medical Supplies and Services      , DRUG STORES & PHARMACIES,Ł601.51
MODGPC29853,03-Apr-12,Medical Supplies and Services      , OPTICIANS,Ł694.05
MODGPC29854,02-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł699.60
MODGPC29855,11-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,790.64"
MODGPC29856,03-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł726.60
MODGPC29857,03-Apr-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00
MODGPC29858,03-Apr-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00
MODGPC29859,04-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,287.98"
MODGPC29860,02-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,778.77"
MODGPC29861,11-Apr-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł5,593.65"
MODGPC29862,04-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł612.00
MODGPC29863,12-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł720.00
MODGPC29864,01-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,014.39"
MODGPC29865,03-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł715.00
MODGPC29866,02-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł597.17
MODGPC29867,02-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,034.16"
MODGPC29868,02-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł514.08
MODGPC29869,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,914.00"
MODGPC29870,12-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,173.99"
MODGPC29871,03-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,128.96"
MODGPC29872,02-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,198.36"
MODGPC29873,05-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,102.73"
MODGPC29874,04-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,595.84"
MODGPC29875,04-Apr-12,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł1,008.00"
MODGPC29876,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,124.60"
MODGPC29877,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł700.80
MODGPC29878,05-Apr-12,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł599.89
MODGPC29879,10-Apr-12,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł1,062.48"
MODGPC29880,12-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł692.49
MODGPC29881,10-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł15,366.00"
MODGPC29882,11-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł642.84
MODGPC29883,05-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł1,077.41"
MODGPC29884,01-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł659.79
MODGPC29885,10-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł4,500.44"
MODGPC29886,11-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,037.60"
MODGPC29887,03-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł5,031.63"
MODGPC29888,05-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł960.00
MODGPC29889,11-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,477.44"
MODGPC29890,05-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,258.80"
MODGPC29891,04-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,773.98"
MODGPC29892,11-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł936.00
MODGPC29893,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,925.10"
MODGPC29894,11-Apr-12,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł1,879.02"
MODGPC29895,12-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł6,972.00"
MODGPC29896,10-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,320.00"
MODGPC29897,04-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł849.92
MODGPC29898,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł646.31
MODGPC29899,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł692.40
MODGPC29900,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,077.12"
MODGPC29901,04-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,930.12"
MODGPC29902,04-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,154.40"
MODGPC29903,11-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,827.84"
MODGPC29904,11-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł843.70
MODGPC29905,12-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,967.75"
MODGPC29906,05-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,012.86"
MODGPC29907,02-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,394.14"
MODGPC29908,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł930.00
MODGPC29909,02-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł681.16
MODGPC29910,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł13,374.00"
MODGPC29911,11-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł673.64
MODGPC29912,02-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł608.93
MODGPC29913,11-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,436.00"
MODGPC29914,11-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,189.94"
MODGPC29915,12-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,533.70"
MODGPC29916,12-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł776.76
MODGPC29917,11-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,181.76"
MODGPC29918,12-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,680.00"
MODGPC29919,12-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,844.00"
MODGPC29920,04-Apr-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł2,731.13"
MODGPC29921,10-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł748.54
MODGPC29922,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,551.69"
MODGPC29923,04-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł3,208.03"
MODGPC29924,11-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,482.96"
MODGPC29925,02-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,080.00"
MODGPC29926,04-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,553.38"
MODGPC29927,12-Apr-12,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł879.41
MODGPC29928,05-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,614.10"
MODGPC29929,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,354.00"
MODGPC29930,12-Apr-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,020.00"
MODGPC29931,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł720.00
MODGPC29932,03-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł973.80
MODGPC29933,04-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,785.12"
MODGPC29934,03-Apr-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł553.37
MODGPC29935,12-Apr-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł1,271.96"
MODGPC29936,11-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł984.51
MODGPC29937,11-Apr-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł536.06
MODGPC29938,10-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł752.57
MODGPC29939,05-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł694.48
MODGPC29940,03-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł12,446.40"
MODGPC29941,12-Apr-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,Ł600.00
MODGPC29942,12-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł839.95
MODGPC29943,12-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,425.48"
MODGPC29944,05-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł15,960.00"
MODGPC29945,05-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł18,332.40"
MODGPC29946,03-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł900.00
MODGPC29947,11-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł3,349.75"
MODGPC29948,04-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł2,525.42"
MODGPC29949,04-Apr-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł1,127.93"
MODGPC29950,03-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,312.64"
MODGPC29951,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł4,738.04"
MODGPC29952,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,045.43"
MODGPC29953,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł915.65
MODGPC29954,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł528.00
MODGPC29955,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł5,412.00"
MODGPC29956,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł3,958.92"
MODGPC29957,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,534.40"
MODGPC29958,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,480.59"
MODGPC29959,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,277.62"
MODGPC29960,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,417.44"
MODGPC29961,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł971.42
MODGPC29962,02-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł623.54
MODGPC29963,11-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,143.22"
MODGPC29964,02-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,690.68"
MODGPC29965,02-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,595.58"
MODGPC29966,02-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł790.10
MODGPC29967,12-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,475.05"
MODGPC29968,02-Apr-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,136.98"
MODGPC29969,02-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł508.42
MODGPC29970,11-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł828.62
MODGPC29971,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,103.60"
MODGPC29972,02-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,259.28"
MODGPC29973,04-Apr-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł900.36
MODGPC29974,03-Apr-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"Ł1,065.48"
MODGPC29975,11-Apr-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"Ł2,164.42"
MODGPC29976,05-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,041.20"
MODGPC29977,05-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,011.50"
MODGPC29978,11-Apr-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł684.00
