UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC66137,15-Jul-13,Miscellaneous Industrial/Commercial, TESTING LABS (NON-MEDICAL),"1,294.80",66137
MODGPC66138,25-Jul-13,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,655.78,66138
MODGPC66139,19-Jul-13,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,650.00",66139
MODGPC66140,30-Jul-13,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"1,726.94",66140
MODGPC66141,05-Jul-13,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,909.6,66141
MODGPC66142,17-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,894,66142
MODGPC66143,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,619.78,66143
MODGPC66144,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,900.66,66144
MODGPC66145,18-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,792.76,66145
MODGPC66146,18-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,551.2,66146
MODGPC66147,19-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"3,300.00",66147
MODGPC66148,19-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,386.00",66148
MODGPC66149,19-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"3,300.00",66149
MODGPC66150,19-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,915.80",66150
MODGPC66151,16-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,702.67,66151
MODGPC66152,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,624.41,66152
MODGPC66153,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,642.41,66153
MODGPC66154,19-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,851.73",66154
MODGPC66155,19-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"4,986.20",66155
MODGPC66156,22-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,684,66156
MODGPC66157,29-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"4,704.00",66157
MODGPC66158,26-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,239.24",66158
MODGPC66159,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,548.94,66159
MODGPC66160,24-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,677.76,66160
MODGPC66161,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,303.20",66161
MODGPC66162,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,000.00",66162
MODGPC66163,25-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,599.45,66163
MODGPC66164,13-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,595.08,66164
MODGPC66165,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,430.75",66165
MODGPC66166,20-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,100.57",66166
MODGPC66167,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,586.81,66167
MODGPC66168,19-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,606.2,66168
MODGPC66169,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,920.4,66169
MODGPC66170,24-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,920.4,66170
MODGPC66171,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,550.85,66171
MODGPC66172,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,961.02",66172
MODGPC66173,30-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,584.20",66173
MODGPC66174,26-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,107.00",66174
MODGPC66175,26-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,186.22",66175
MODGPC66176,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,378.20",66176
MODGPC66177,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"5,553.00",66177
MODGPC66178,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,494.83",66178
MODGPC66179,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,854.46",66179
MODGPC66180,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"14,273.28",66180
MODGPC66181,12-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"4,050.85",66181
MODGPC66182,12-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,712.9,66182
MODGPC66183,26-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,708.18,66183
MODGPC66184,26-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"4,130.63",66184
MODGPC66185,26-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"5,249.09",66185
MODGPC66186,12-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,766.76",66186
MODGPC66187,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,837.30",66187
MODGPC66188,26-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,095.62",66188
MODGPC66189,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,501.16,66189
MODGPC66190,18-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,669.28,66190
MODGPC66191,22-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,672.84,66191
MODGPC66192,25-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,630.24,66192
MODGPC66193,19-Jul-13,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"2,068.80",66193
MODGPC66194,30-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,843.92,66194
MODGPC66195,25-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,615.55",66195
MODGPC66196,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,678,66196
MODGPC66197,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"4,599.89",66197
MODGPC66198,17-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,332.19",66198
MODGPC66199,15-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,151.21",66199
MODGPC66200,15-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,440.48",66200
MODGPC66201,19-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,669.75",66201
MODGPC66202,25-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,338.76",66202
MODGPC66203,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,043.17",66203
MODGPC66204,30-Jul-13,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,840,66204
MODGPC66205,31-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,620.67",66205
MODGPC66206,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,677.34",66206
MODGPC66207,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,724.98,66207
MODGPC66208,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,236.96",66208
MODGPC66209,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,830.38",66209
MODGPC66210,26-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,973.12",66210
MODGPC66211,29-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"2,902.80",66211
MODGPC66212,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,689.94,66212
MODGPC66213,30-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,545.00",66213
MODGPC66214,30-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,750,66214
MODGPC66215,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,768.62",66215
MODGPC66216,23-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,515,66216
MODGPC66217,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,500,66217
MODGPC66218,16-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"3,000.00",66218
MODGPC66219,16-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,278.71",66219
MODGPC66220,29-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"3,000.00",66220
MODGPC66221,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,900,66221
MODGPC66222,25-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,000.00",66222
MODGPC66223,31-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,515,66223
MODGPC66224,31-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,500,66224
MODGPC66225,26-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,500,66225
MODGPC66226,17-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,526.58",66226
MODGPC66227,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,515,66227
MODGPC66228,19-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,030.00",66228
MODGPC66229,24-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,000.00",66229
MODGPC66230,15-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,721,66230
MODGPC66231,16-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"3,916.79",66231
MODGPC66232,12-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,500,66232
MODGPC66233,16-Jul-13,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,700.8,66233
MODGPC66234,18-Jul-13,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,172.40",66234
MODGPC66235,22-Jul-13,"Office Stationery, Equipment and Su", STATIONERY STORES,945,66235
MODGPC66236,31-Jul-13,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"1,388.01",66236
MODGPC66237,31-Jul-13,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,541.67,66237
MODGPC66238,19-Jul-13,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,758.81,66238
MODGPC66239,21-Jul-13,Print and Advertising              , PHOTOFINISH LABS/DEV,"1,351.17",66239
MODGPC66240,29-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,796.49,66240
MODGPC66241,31-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,982.8,66241
MODGPC66242,23-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"3,645.00",66242
MODGPC66243,23-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"3,230.61",66243
MODGPC66244,18-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"2,083.89",66244
MODGPC66245,17-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,549.6,66245
MODGPC66246,26-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,879.6,66246
MODGPC66247,30-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"2,043.87",66247
MODGPC66248,15-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,924,66248
MODGPC66249,18-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,658.8,66249
MODGPC66250,31-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"4,400.00",66250
MODGPC66251,12-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"1,023.98",66251
MODGPC66252,24-Jul-13,Print and Advertising              , ADVERTISING SERVICES,"1,646.71",66252
MODGPC66253,12-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"2,208.00",66253
MODGPC66254,12-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"3,396.00",66254
MODGPC66255,18-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,933.6,66255
MODGPC66256,17-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,"1,236.00",66256
MODGPC66257,08-Jul-13,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,"1,654.56",66257
MODGPC66258,29-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,554.1,66258
MODGPC66259,22-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,740.46,66259
MODGPC66260,17-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,660,66260
MODGPC66261,16-Jul-13,Print and Advertising              , STENOGRAPHIC SERVICES,"8,750.03",66261
MODGPC66262,24-Jul-13,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,815.96,66262
MODGPC66263,22-Jul-13,Print and Advertising              , ADVERTISING SERVICES,"1,920.00",66263
MODGPC66264,29-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,552.06,66264
MODGPC66265,19-Jul-13,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,572.98,66265
MODGPC66266,24-Jul-13,Print and Advertising              , MISC PUBLISHING & PRINTING,600,66266
MODGPC66267,30-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,620.00",66267
MODGPC66268,30-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"4,550.00",66268
MODGPC66269,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,906.42,66269
MODGPC66270,17-Jul-13,Professional Services              , MISC PERSONAL SERV - DEF,"2,762.57",66270
MODGPC66271,25-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,019.00",66271
MODGPC66272,24-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,901.02",66272
MODGPC66273,26-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,104.00",66273
MODGPC66274,23-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,510,66274
MODGPC66275,19-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"4,999.60",66275
MODGPC66276,19-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"5,000.00",66276
MODGPC66277,12-Jul-13,Professional Services              , VETERINARY SERVICES,771.44,66277
MODGPC66278,31-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,170.00",66278
MODGPC66279,17-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,635.36,66279
MODGPC66280,18-Jul-13,Professional Services              , VETERINARY SERVICES,"1,577.50",66280
MODGPC66281,18-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,966,66281
MODGPC66282,16-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"8,721.60",66282
MODGPC66283,23-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,674.00",66283
MODGPC66284,31-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"7,063.06",66284
MODGPC66285,29-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"3,186.00",66285
MODGPC66286,22-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,044.00",66286
MODGPC66287,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,468.80",66287
MODGPC66288,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,742.8,66288
MODGPC66289,23-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,744.80",66289
MODGPC66290,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,842.4,66290
MODGPC66291,30-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,842.4,66291
MODGPC66292,18-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,768.9,66292
MODGPC66293,17-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,223.85",66293
MODGPC66294,23-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,223.85",66294
MODGPC66295,25-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,223.85",66295
MODGPC66296,25-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,223.85",66296
MODGPC66297,21-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"3,945.60",66297
MODGPC66298,18-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,365.20",66298
MODGPC66299,29-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"10,896.40",66299
MODGPC66300,18-Jul-13,Professional Services              , VETERINARY SERVICES,"2,738.77",66300
MODGPC66301,16-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,160.00",66301
MODGPC66302,19-Jul-13,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,"4,754.22",66302
MODGPC66303,19-Jul-13,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,"2,632.75",66303
MODGPC66304,18-Jul-13,Professional Services              , VETERINARY SERVICES,639.78,66304
MODGPC66305,30-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,268.02",66305
MODGPC66306,22-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"4,872.72",66306
MODGPC66307,31-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,577.02",66307
MODGPC66308,24-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"5,283.49",66308
MODGPC66309,18-Jul-13,Professional Services              , VETERINARY SERVICES,598.98,66309
MODGPC66310,12-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,613.39",66310
MODGPC66311,31-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,793.50",66311
MODGPC66312,22-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,594,66312
MODGPC66313,31-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,104.00",66313
MODGPC66314,22-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,527.21,66314
MODGPC66315,22-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"3,112.90",66315
MODGPC66316,16-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,864,66316
MODGPC66317,16-Jul-13,Professional Services              , VETERINARY SERVICES,"1,397.91",66317
MODGPC66318,19-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,317.24",66318
MODGPC66319,26-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"6,225.00",66319
MODGPC66320,16-Jul-13,Professional Services              , VETERINARY SERVICES,983.26,66320
MODGPC66321,26-Jul-13,Professional Services              , VETERINARY SERVICES,651.51,66321
MODGPC66322,23-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,192.26",66322
MODGPC66323,30-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,000.00",66323
MODGPC66324,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,738.43,66324
MODGPC66325,22-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,597.72,66325
MODGPC66326,29-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,682.72",66326
MODGPC66327,25-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,454.00",66327
MODGPC66328,31-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,497.60",66328
MODGPC66329,16-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,892.40",66329
MODGPC66330,16-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,558,66330
MODGPC66331,16-Jul-13,Professional Services              , VETERINARY SERVICES,596.74,66331
MODGPC66332,12-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"6,775.20",66332
MODGPC66333,03-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,440.00",66333
MODGPC66334,28-Jun-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,000.00",66334
MODGPC66335,28-Jun-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,256.00",66335
MODGPC66336,23-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,660,66336
MODGPC66337,18-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"2,244.00",66337
MODGPC66338,16-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,521.80",66338
MODGPC66339,26-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,924.2,66339
MODGPC66340,22-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,533.60",66340
MODGPC66341,23-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,661.40",66341
MODGPC66342,31-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"7,586.30",66342
MODGPC66343,30-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,674.00",66343
MODGPC66344,23-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,998.56,66344
MODGPC66345,16-Jul-13,Professional Services              , VETERINARY SERVICES,"2,519.04",66345
MODGPC66346,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,960,66346
MODGPC66347,17-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,960,66347
MODGPC66348,12-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,128.00",66348
MODGPC66349,15-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,002.00",66349
MODGPC66350,26-Jul-13,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,635.24",66350
MODGPC66351,31-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,582,66351
MODGPC66352,17-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,700.00",66352
MODGPC66353,16-Jul-13,Professional Services              , MISC PERSONAL SERV - DEF,604.5,66353
MODGPC66354,25-Jul-13,Professional Services              , MISC PERSONAL SERV - DEF,"1,480.00",66354
MODGPC66355,29-Jul-13,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"4,777.20",66355
MODGPC66356,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,000.00",66356
MODGPC66357,24-Jul-13,Professional Services              , PROFESSIONAL SERVICES - DEF,787.05,66357
MODGPC66358,17-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,"9,154.80",66358
MODGPC66359,16-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,896.4,66359
MODGPC66360,26-Jul-13,"Hotel,Restaurants and Bars               ", FAST FOOD RESTAURANTS,"1,122.66",66360
MODGPC66361,12-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,527.81,66361
MODGPC66362,26-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,958.35,66362
MODGPC66363,12-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,651,66363
MODGPC66364,12-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"1,050.00",66364
MODGPC66365,14-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66365
MODGPC66366,15-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66366
MODGPC66367,16-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,525,66367
MODGPC66368,17-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66368
MODGPC66369,18-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,100.00",66369
MODGPC66370,19-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"1,050.00",66370
MODGPC66371,21-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66371
MODGPC66372,22-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66372
MODGPC66373,23-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,525,66373
MODGPC66374,24-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66374
MODGPC66375,25-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,100.00",66375
MODGPC66376,26-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"1,350.00",66376
MODGPC66377,28-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66377
MODGPC66378,29-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,100.00",66378
MODGPC66379,30-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,525,66379
MODGPC66380,31-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"2,625.00",66380
MODGPC66381,15-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"1,732.50",66381
MODGPC66382,24-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,540,66382
MODGPC66383,29-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,669,66383
MODGPC66384,16-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,"11,560.00",66384
MODGPC66385,18-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,"10,880.00",66385
MODGPC66386,30-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,"11,475.00",66386
MODGPC66387,13-Jul-13,"Hotel,Restaurants and Bars               ", BARS/TAVERNS/LOUNGES/DISCOS,"1,119.30",66387
MODGPC66388,16-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,"2,700.00",66388
MODGPC66389,15-Jul-13,"Hotel,Restaurants and Bars               ", RESTAURANTS,"7,800.00",66389
MODGPC66390,30-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,581.46,66390
MODGPC66391,18-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"2,842.80",66391
MODGPC66392,16-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,766.8,66392
