UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC65692,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,374.48",65692
MODGPC65693,31-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,883.49,65693
MODGPC65694,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,142.20",65694
MODGPC65695,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,617.20",65695
MODGPC65696,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,820.3,65696
MODGPC65697,29-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,963.41,65697
MODGPC65698,30-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,839.42,65698
MODGPC65699,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,965.28,65699
MODGPC65700,30-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,910.49,65700
MODGPC65701,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,911.41",65701
MODGPC65702,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,290.84",65702
MODGPC65703,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,646.7,65703
MODGPC65704,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,911.41",65704
MODGPC65705,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,872.16",65705
MODGPC65706,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"6,918.96",65706
MODGPC65707,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,440.00",65707
MODGPC65708,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,320.70",65708
MODGPC65709,30-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,928.87,65709
MODGPC65710,30-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,342.60",65710
MODGPC65711,12-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,864,65711
MODGPC65712,31-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,687.42",65712
MODGPC65713,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,632.24",65713
MODGPC65714,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,280.73",65714
MODGPC65715,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,834.73,65715
MODGPC65716,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,533.38,65716
MODGPC65717,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,804.19",65717
MODGPC65718,24-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,604.45",65718
MODGPC65719,18-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,580.2,65719
MODGPC65720,24-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,120.45",65720
MODGPC65721,24-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,592.8,65721
MODGPC65722,24-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,523.87,65722
MODGPC65723,31-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,886.40",65723
MODGPC65724,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,141.32",65724
MODGPC65725,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,749.33",65725
MODGPC65726,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,842.56",65726
MODGPC65727,17-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,235.28",65727
MODGPC65728,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"5,391.72",65728
MODGPC65729,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,592.8,65729
MODGPC65730,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,733.40",65730
MODGPC65731,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,386.72",65731
MODGPC65732,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,337.11",65732
MODGPC65733,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,720,65733
MODGPC65734,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"9,453.54",65734
MODGPC65735,15-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,097.28",65735
MODGPC65736,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,773.04,65736
MODGPC65737,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,554.5,65737
MODGPC65738,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,380.64",65738
MODGPC65739,16-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,486.26",65739
MODGPC65740,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,538.99,65740
MODGPC65741,19-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,531.97,65741
MODGPC65742,23-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,167.49",65742
MODGPC65743,25-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,872.43",65743
MODGPC65744,18-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,078.21",65744
MODGPC65745,22-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,102.98",65745
MODGPC65746,31-Jul-13,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"12,810.77",65746
MODGPC65747,26-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"3,092.83",65747
MODGPC65748,31-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,288.27",65748
MODGPC65749,31-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,736.30",65749
MODGPC65750,29-Jul-13,General Retail and Wholesale       , HOME SUPPLY WAREHOUSE STORES,"1,020.90",65750
MODGPC65751,16-Jul-13,General Retail and Wholesale       , FAMILY CLOTHING STORES,"2,616.48",65751
MODGPC65752,24-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"1,468.37",65752
MODGPC65753,26-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,684.78,65753
MODGPC65754,18-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"3,048.43",65754
MODGPC65755,18-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"2,838.23",65755
MODGPC65756,24-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,619.52",65756
MODGPC65757,15-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,541.66,65757
MODGPC65758,16-Jul-13,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,723.48,65758
MODGPC65759,24-Jul-13,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,798,65759
MODGPC65760,18-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,713.98",65760
MODGPC65761,26-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"3,289.51",65761
MODGPC65762,23-Jul-13,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,652.95,65762
MODGPC65763,16-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,876,65763
MODGPC65764,16-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,800.7,65764
MODGPC65765,31-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"2,960.40",65765
MODGPC65766,31-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,770.64,65766
MODGPC65767,31-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,770.64,65767
MODGPC65768,19-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,666,65768
MODGPC65769,31-Jul-13,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,901.92,65769
MODGPC65770,17-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,959.46,65770
MODGPC65771,26-Jul-13,General Retail and Wholesale       , VARIETY STORES,"1,112.40",65771
MODGPC65772,16-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,548,65772
MODGPC65773,29-Jul-13,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,843.2,65773
MODGPC65774,18-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"3,447.99",65774
MODGPC65775,18-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,551.22,65775
MODGPC65776,12-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,384.46",65776
MODGPC65777,17-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,609.6,65777
MODGPC65778,15-Jul-13,General Retail and Wholesale       , DEPARTMENT STORES,622.95,65778
MODGPC65779,26-Jul-13,General Retail and Wholesale       , DEPARTMENT STORES,"4,899.30",65779
MODGPC65780,30-Jul-13,General Retail and Wholesale       , DEPARTMENT STORES,998,65780
MODGPC65781,31-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"3,124.00",65781
MODGPC65782,08-Jul-13,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,507.86",65782
MODGPC65783,16-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,117.64",65783
MODGPC65784,15-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"1,920.96",65784
MODGPC65785,29-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,716.24,65785
MODGPC65786,29-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,999.99,65786
MODGPC65787,24-Jul-13,General Retail and Wholesale       , SPORTING GOODS STORES,"2,220.00",65787
MODGPC65788,31-Jul-13,General Retail and Wholesale       , HARDWARE STORES,699.95,65788
MODGPC65789,25-Jul-13,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"3,368.30",65789
MODGPC65790,16-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,516.54,65790
MODGPC65791,30-Jul-13,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,677.28,65791
MODGPC65792,18-Jul-13,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,791.78,65792
MODGPC65793,19-Jul-13,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"1,494.49",65793
MODGPC65794,30-Jul-13,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"1,759.30",65794
MODGPC65795,18-Jul-13,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,605.88,65795
MODGPC65796,31-Jul-13,General Retail and Wholesale       , MISC SPECIALTY RETAIL,786.84,65796
MODGPC65797,29-Jul-13,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,738.15,65797
MODGPC65798,12-Jul-13,General Retail and Wholesale       , HARDWARE STORES,"3,374.64",65798
MODGPC65799,30-Jul-13,General Retail and Wholesale       , BEAUTY/BARBER SHOPS,"2,085.60",65799
MODGPC65800,30-Jul-13,General Retail and Wholesale       , HARDWARE STORES,500.31,65800
MODGPC65801,25-Jul-13,General Retail and Wholesale       , ELECTRONICS STORES,655,65801
MODGPC65802,23-Jul-13,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"1,298.00",65802
MODGPC65803,30-Jul-13,Leisure Activities                 , RECREATION SERVICES,756,65803
MODGPC65804,30-Jul-13,Leisure Activities                 , RECREATION SERVICES,756,65804
MODGPC65805,30-Jul-13,Leisure Activities                 , RECREATION SERVICES,756,65805
MODGPC65806,19-Jul-13,Leisure Activities                 , COMMERCIAL/PRO SPORTS,"3,504.00",65806
MODGPC65807,24-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","1,578.60",65807
MODGPC65808,19-Jul-13,Leisure Activities                 , CAMPER TRAILER DEALER,"3,834.00",65808
MODGPC65809,18-Jul-13,Leisure Activities                 , CAMPER TRAILER DEALER,"2,382.00",65809
MODGPC65810,15-Jul-13,Leisure Activities                 , RECREATION SERVICES,977.8,65810
MODGPC65811,26-Jul-13,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"3,767.35",65811
MODGPC65812,16-Jul-13,Leisure Activities                 , THEATRICAL PRODUCERS,649.85,65812
MODGPC65813,18-Jul-13,Leisure Activities                 , BOAT DEALERS,"3,204.00",65813
MODGPC65814,25-Jul-13,Leisure Activities                 , TOURIST ATTRACTIONS AND XHBT,"2,700.00",65814
MODGPC65815,24-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"1,057.50",65815
MODGPC65816,12-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,500,65816
MODGPC65817,24-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"2,400.00",65817
MODGPC65818,23-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",603.23,65818
MODGPC65819,19-Jul-13,Leisure Activities                 , TRAILER PARKS/CAMPGROUNDS,"1,612.00",65819
MODGPC65820,12-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,822,65820
MODGPC65821,25-Jul-13,Leisure Activities                 , BOAT RENTALS & LEASING,"5,200.00",65821
MODGPC65822,29-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","2,447.64",65822
MODGPC65823,18-Jul-13,Leisure Activities                 , RECREATION SERVICES,544,65823
MODGPC65824,16-Jul-13,Leisure Activities                 , BOAT DEALERS,"1,404.00",65824
MODGPC65825,26-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","1,280.53",65825
MODGPC65826,24-Jul-13,Leisure Activities                 , RECREATION SERVICES,"9,992.84",65826
MODGPC65827,22-Jul-13,Leisure Activities                 , RECREATION SERVICES,"2,000.00",65827
MODGPC65828,29-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","2,662.96",65828
MODGPC65829,18-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",662.5,65829
MODGPC65830,26-Jul-13,Leisure Activities                 , BOAT DEALERS,"1,113.50",65830
MODGPC65831,25-Jul-13,Leisure Activities                 , THEATRICAL PRODUCERS,"1,200.00",65831
MODGPC65832,25-Jul-13,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,852,65832
MODGPC65833,15-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","1,812.00",65833
MODGPC65834,24-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",839.64,65834
MODGPC65835,24-Jul-13,Leisure Activities                 , RECREATION SERVICES,600,65835
MODGPC65836,26-Jul-13,Leisure Activities                 , THEATRICAL PRODUCERS,517,65836
MODGPC65837,18-Jul-13,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","1,047.60",65837
MODGPC65838,29-Jul-13,Mail and Courier Services          , COURIER SERVICES,"2,393.09",65838
MODGPC65839,23-Jul-13,Mail and Courier Services          , COURIER SERVICES,"1,006.31",65839
MODGPC65840,30-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,500,65840
MODGPC65841,16-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,510.5,65841
MODGPC65842,16-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,500,65842
MODGPC65843,23-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"2,429.72",65843
MODGPC65844,16-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"3,000.00",65844
MODGPC65845,15-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,570.41,65845
MODGPC65846,15-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,874.93,65846
MODGPC65847,29-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,930,65847
MODGPC65848,29-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,930,65848
MODGPC65849,26-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"3,199.71",65849
MODGPC65850,16-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"3,517.16",65850
MODGPC65851,16-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,"3,499.84",65851
MODGPC65852,31-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,560,65852
MODGPC65853,25-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,669,65853
MODGPC65854,29-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,702.5,65854
MODGPC65855,11-Jul-13,Mail and Courier Services          , POSTAGE STAMPS,500,65855
MODGPC65856,23-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,640.94",65856
MODGPC65857,24-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,510.64,65857
MODGPC65858,30-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"4,952.00",65858
MODGPC65859,12-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,549.87,65859
MODGPC65860,12-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,992.25,65860
MODGPC65861,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"4,366.13",65861
MODGPC65862,12-Jul-13,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"2,265.90",65862
MODGPC65863,29-Jul-13,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"1,008.00",65863
MODGPC65864,26-Jul-13,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,570,65864
MODGPC65865,17-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"1,837.20",65865
MODGPC65866,23-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,623.1,65866
MODGPC65867,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"7,651.76",65867
MODGPC65868,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"1,138.32",65868
MODGPC65869,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"21,919.00",65869
MODGPC65870,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"12,402.00",65870
MODGPC65871,30-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,568.23,65871
MODGPC65872,29-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,734.49,65872
MODGPC65873,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,627.75,65873
MODGPC65874,31-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,503.13,65874
MODGPC65875,29-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,686.34,65875
MODGPC65876,29-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,729.84,65876
MODGPC65877,12-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,568.23,65877
MODGPC65878,22-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,673.32,65878
MODGPC65879,15-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"4,980.00",65879
MODGPC65880,15-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"4,999.20",65880
MODGPC65881,12-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"3,577.30",65881
MODGPC65882,12-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,010.30",65882
MODGPC65883,12-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"4,259.84",65883
MODGPC65884,17-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,920.54,65884
MODGPC65885,23-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"3,023.30",65885
MODGPC65886,23-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,"2,019.36",65886
MODGPC65887,23-Jul-13,Mail Order / Direct Selling        , CATALOG MERCHANT,609.58,65887
MODGPC65888,26-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"9,526.99",65888
MODGPC65889,21-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"2,412.24",65889
MODGPC65890,23-Jul-13,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,890.1,65890
MODGPC65891,26-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,690.56,65891
MODGPC65892,29-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,168.64",65892
MODGPC65893,08-Jul-13,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"8,249.60",65893
