Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-471923-64399,"6,246.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-471926-64373,"14,563.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-471923-64399,"9,376.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-471955-64462,"18,735.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64450,"14,380.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"10,106.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-472113-64381,"7,691.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64450,"16,167.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-472031-64453,"20,430.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-471927-64526,"16,629.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-471959-64423,"4,011.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER PCT,PUBLIC,M23 9LH,ERS-472003-64370,"19,784.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-472064-64362,"13,277.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-471959-64423,"6,272.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-471990-64425,"19,553.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"18,677.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"19,438.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-471990-64425,"20,421.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-471983-64458,"7,536.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,PUBLIC,CB3 8RE,ERS-472045-64398,"54,042.00",,HTA - Medical Device Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"6,629.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-471943-64440,"19,466.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-471904-64388,"74,915.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-472070-64403,"17,089.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-472109-64426,"18,827.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-472112-64402,"18,674.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-472039-64387,"16,487.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-472020-64412,"15,525.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS PCT,PUBLIC,WF3 1WE,ERS-471989-64368,"20,070.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"4,578.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-472023-64439,"23,251.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-472115-64446,"20,414.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-472074-64437,"12,808.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,PUBLIC,LA1 4GG,ERS-472116-64436,"34,744.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-472112-64402,"15,719.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-472111-64413,"11,566.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-472111-64413,"17,478.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-472102-64420,"25,000.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-472026-64384,"23,721.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"18,706.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-471921-64377,"45,040.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"17,984.00",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-472109-64426,"14,747.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-472112-64402,"12,854.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-471956-64404,"3,329.00",,RISC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"61,194.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK PCT,PUBLIC,NR1 3FR,ERS-472022-64374,"20,000.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK PCT,PUBLIC,NR1 3FR,ERS-472022-64374,"19,500.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-472020-64412,"18,718.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-472023-64439,"7,447.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-472059-64400,"19,956.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,PUBLIC,DH1 5RD,ERS-471934-64459,"20,333.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-472040-64418,"24,973.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-472031-64453,"24,153.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,PUBLIC,DH1 5RD,ERS-471934-64459,"8,153.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER PCT,PUBLIC,M23 9LH,ERS-472003-64370,"24,583.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-471921-64377,"23,607.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-472074-64437,"33,817.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,PENNINE CARE NHS FOUNDATION TRUST,PUBLIC,OL6 7SR,ERS-472046-64430,"20,994.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST,PUBLIC,BA1 1RL,ERS-472062-64386,"38,217.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-472113-64381,"31,931.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRADFORD AND AIREDALE PCT,PUBLIC,BD5 7JR,ERS-471916-64371,"12,200.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-471920-64456,"16,209.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-471981-64444,"18,883.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ROYAL UNITED HOSPITAL BATH NHS TRUST,PUBLIC,BA1 3NJ,ERS-472063-64391,"18,406.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-471990-64425,"29,202.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"19,651.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-471981-64444,"24,817.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-471963-64445,"31,776.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"13,915.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-472002-64525,"18,748.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SANDWELL & WEST BIRMINGHAM HOSPTIALS NHS TRUST,PUBLIC,B18 7QH,ERS-472066-64457,"20,374.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER PCT,PUBLIC,M23 9LH,ERS-472003-64370,"27,434.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-472115-64446,"50,621.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-471976-64407,"9,042.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-472111-64413,"22,267.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"12,239.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-471976-64407,"15,531.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-471990-64425,"19,554.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,ST4 7LN,ERS-472110-64406,"27,425.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"31,965.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,SW8 5NQ,ERS-472010-64466,"31,497.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"20,307.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-471953-64432,"24,431.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-472023-64439,"24,469.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK PCT,PUBLIC,NR1 3FR,ERS-472022-64374,"29,000.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SANDWELL & WEST BIRMINGHAM HOSPTIALS NHS TRUST,PUBLIC,B18 7QH,ERS-472066-64457,"20,078.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,ST4 7LN,ERS-472110-64406,"22,828.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,DEVON PCT,PUBLIC,TQ12 4PH,ERS-471937-64378,"42,596.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-472070-64403,"29,476.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-472109-64426,"24,999.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-472020-64412,"20,407.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS PCT,PUBLIC,WF3 1WE,ERS-471989-64368,"37,764.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-472002-64525,"26,378.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"31,348.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-472112-64402,"11,793.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-472113-64381,"26,917.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-471923-64399,"30,000.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-472113-64381,"28,027.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,L9 7LJ,ERS-472104-64396,"10,712.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-472040-64418,"87,323.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"24,771.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-472109-64426,"508,593.00",,NIHR Academic Rehab Surgery - Birmingham,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"17,647.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-471956-64404,"16,828.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-472070-64403,"19,219.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"24,206.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"13,795.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-472074-64437,"72,048.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,PUBLIC,S10 2TH,ERS-472067-64390,"86,283.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,PENNINE CARE NHS FOUNDATION TRUST,PUBLIC,OL6 7SR,ERS-472046-64430,"19,910.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-471955-64462,"20,262.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"20,365.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-472026-64384,"16,998.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-472038-64401,"23,776.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-471943-64440,"31,105.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,BN13 3EP,ERS-472091-64452,"15,533.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,BN13 3EP,ERS-472091-64452,"23,627.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-471920-64456,"18,697.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-471976-64407,"15,514.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"66,976.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-472070-64403,"15,677.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-472074-64437,"19,439.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-472106-64428,"20,447.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,PUBLIC,S10 2TH,ERS-472067-64390,"24,017.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,L9 7LJ,ERS-472104-64396,"28,366.00",,Research for patients benefit programme,Programme,
