Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470721-64020,"35,792.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-470723-63949,"80,000.00",,Academic Research Units,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470724-64065,"217,914.00",,Units doing research,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-470725-63922,"99,700.00",,RUs Ad Hoc Units,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-470726-64113,"140,080.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,CITY UNIVERSITY,PUBLIC,EC1V 0HB,ERS-470973-63955,"98,360.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470732-64024,"27,483.00",,Career Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470738-64066,"38,123.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470739-64067,"39,852.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470740-63989,"50,226.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470742-64040,"35,053.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-470743-63933,"40,977.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470744-63969,"34,795.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-470745-64008,"44,433.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-470747-63934,"25,922.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-470755-63936,"36,520.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470756-63970,"50,442.00",,Career Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470759-63990,"31,598.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470765-64042,"26,140.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-470766-64080,"42,427.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-470767-64016,"42,202.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470768-63991,"49,337.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-470770-64010,"58,648.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470771-63972,"64,736.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-470773-64011,"35,789.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-470774-63951,"50,469.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470775-63973,"40,394.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY OF THE WEST OF ENGLAND,PUBLIC,BS16 1QY,ERS-470776-64112,"29,490.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-470780-64017,"28,688.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470782-64068,"28,735.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470785-64069,"32,593.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-470793-63963,"43,903.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470795-63994,"37,128.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-470796-64018,"28,287.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-470801-63964,"46,071.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-470803-64083,"40,195.00",,Career Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470804-63995,"72,843.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470808-64043,"35,584.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470812-64026,"52,273.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-470813-63926,"49,186.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470814-64070,"50,781.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470818-64027,"31,470.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470819-64044,"25,726.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470820-64028,"36,832.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470821-63997,"25,494.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470823-63975,"30,656.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470826-64045,"44,028.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-470828-63942,"25,637.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,SUSSEX UNIVERSITY OF,PUBLIC,BN1 9RH,ERS-470833-64108,"31,722.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-470835-63959,"27,499.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470836-64029,"44,510.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470839-63976,"29,256.00",,Young Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-470840-63985,"35,365.00",,Young Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470842-64030,"31,788.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470843-63977,"27,193.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-470854-63965,"32,857.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-470856-64087,"75,200.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470857-64032,"37,139.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-470859-64056,"47,902.00",,Career Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470860-64000,"28,125.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470861-64046,"42,632.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-470863-64061,"33,883.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-470873-64057,"26,193.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470874-64075,"35,132.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-470875-63966,"30,483.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-470879-64084,"27,521.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470883-64001,"32,914.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470892-63978,"38,817.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-470894-63957,"40,397.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-470895-63953,"39,965.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470899-63979,"59,448.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470905-64003,"27,004.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-470906-63958,"27,062.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-470907-64059,"45,627.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-470908-64004,"37,985.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470910-64036,"29,966.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-470911-64111,"27,419.00",,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-470912-64105,"30,038.00",,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-470913-64107,"32,275.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-470915-64051,"63,272.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470916-63980,"43,801.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),PUBLIC,PL4 8AA,ERS-470934-64078,"37,223.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-470943-63983,"65,664.00",,Professorship Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-470944-64060,"58,487.00",,Professorship Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470945-64037,"66,083.00",,Professorship Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-470948-63931,"72,096.00",,Clinician Scientist Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-470950-64116,"38,181.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-470951-64076,"36,302.00",,Career Development Fellowship,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-470952-63987,"46,608.00",,Professorship Awards,Programme,
Department of Health,Department of Health,17/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-470971-64038,"109,576.00",,Professorship Awards,Programme,
