Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488317-70962,"39,701.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY OF THE WEST OF ENGLAND,PUBLIC,BS16 1QY,ERS-488318-71120,"25,217.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488319-70963,"48,000.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-488322-71021,"28,698.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-488324-71074,"27,155.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-488326-71075,"32,593.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488330-70964,"67,508.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-488333-70953,"44,031.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488335-70988,"35,983.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-488336-71022,"33,792.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-488341-70954,"47,161.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488343-70989,"73,332.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-488346-71046,"38,107.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488349-71026,"52,525.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-488350-70918,"50,110.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-488351-71076,"52,074.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488355-71027,"31,368.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-488356-71047,"25,735.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488357-71028,"36,972.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488358-70991,"25,586.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-488361-71048,"49,119.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,SUSSEX UNIVERSITY OF,PUBLIC,BN1 9RH,ERS-488366-71115,"31,608.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-488367-70948,"26,939.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488368-71029,"45,585.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488370-70965,"29,123.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-488371-70978,"35,233.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488373-71030,"35,074.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488374-70966,"27,323.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-488382-70932,"25,505.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488384-70967,"47,616.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-488385-70955,"35,074.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-488388-71065,"47,023.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-488390-71049,"42,537.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-488392-71071,"33,068.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-488401-71066,"25,251.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-488402-71081,"30,811.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-488407-71092,"26,155.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488411-70995,"33,208.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488420-70968,"39,068.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-488422-70946,"41,002.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-488423-70944,"40,768.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488427-70969,"55,510.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488433-70997,"26,357.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-488434-70947,"26,509.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-488435-71068,"45,931.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488436-70998,"41,343.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488437-71036,"30,694.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-488439-71111,"30,397.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-488440-71114,"33,862.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-488441-71054,"60,296.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488442-70970,"43,899.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),PUBLIC,PL4 8AA,ERS-488451-71087,"36,579.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488457-70973,"65,662.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-488458-71069,"58,487.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488459-71037,"66,081.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-488462-71123,"31,525.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-488463-70980,"53,432.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488465-71038,"82,181.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-488479-71083,"25,181.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488482-71040,"28,260.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-488483-71057,"34,216.00",Clinician Scientist Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-488486-71084,"65,169.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-488487-71012,"25,754.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-488493-71041,"53,961.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-488495-71072,"31,460.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-488499-71014,"76,221.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-488500-70976,"84,876.00",Professorship Awards,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-488501-70937,"28,285.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-488502-71000,"26,670.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-488516-70938,"25,836.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Research & development,Research & Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-488520-70949,"27,422.00",NIHR Fellowships,Programme,
Department of Health,Department of Health,14/03/2013,Utilisation-Hep C,Public Health,CAXTON FOUNDATION,VCS,EN4 9NX,CF-13/2012-13,"68,193.00",Discretionary Ex-Gratia payments for Hepatitis C,Programme,
Department of Health,Department of Health,14/03/2013,Outsourcing Contract,External Relations,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101860,"51,240.00",NHS Staff Survey Coordination May 2011 to May 2014,Programme,13246
Department of Health,Department of Health,15/03/2013,Other programme expenditure,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SW1W 9SZ,5439442,"32,500.00",Delivering recommendations from the Pandemic Influenza Surveillance Development Work Plan 2012/13,Programme,
Department of Health,Department of Health,15/03/2013,Outsourcing Contract,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948853,"95,678.00",Improving stem cell services in the UK 2012-15,Programme,
Department of Health,Department of Health,15/03/2013,Research & development,Research & Development,BRADFORD AND AIREDALE PCT,PUBLIC,BD5 7JR,ERS-488722-71161,"34,893.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,15/03/2013,Additions NHS Trust Working Capital Loans,CENTRAL TECHNICAL,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,HP7 0JD,HAFS-15534,"8,000,000.00",,Other,
Department of Health,Department of Health,15/03/2013,Additions NHS Trust Working Capital Loans,CENTRAL TECHNICAL,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,PUBLIC,HA7 4LP,HAFS-15535,"3,000,000.00",,Other,
Department of Health,Department of Health,15/03/2013,Additions NHS Trust Working Capital Loans,CENTRAL TECHNICAL,EAST & NORTH HERTFORDSHIRE NHS TRUST,PUBLIC,BS1 2NP,HAFS-15536,"688,000.00",,Other,
Department of Health,Department of Health,15/03/2013,Additions NHS Trust Capital Investment Loans,CENTRAL TECHNICAL,PENNINE ACUTE HOSPITALS NHS TRUST,PUBLIC,OL1 2PN,HAFS-15537,"3,750,000.00",,Other,
