DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1032136,"$191,563.01 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$29,612.48 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1032144,"$299,912.88 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$25,439.93 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1031997,"$104,884.30 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,AD RESEARCH AND ANALYSIS LTD,1031988,"$35,481.48 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1032252,"$61,187.09 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$30,158.34 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$94,787.25 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$55,229.21 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$525,364.20 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$70,482.27 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$35,385.13 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,263000-Other Contracted Out Services,STAFFORDSHIRE COUNTY COUNCIL,1032247,"$149,161.55 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6227,"$24,900,000.00 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1032136,"$140,522.86 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1032136,"$148,573.39 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$34,341.73 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$212,453.34 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$43,083.34 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1031998,"$151,755.66 "
Ministry of Justice,MoJ HQ,21-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,UNIVERSITY OF KENT,1032268,"$67,926.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1377430,"$32,093.28 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,262000-SCA Costs,MODERN COURTS (EAST ANGLIA) LTD,1377804,"$392,341.86 "
Ministry of Justice,HMCS,22-Oct-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PEMBROKESHIRE COUNTY COUNCIL,1377347,"$140,540.21 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LINCOLN COUNCIL,1377204,"$177,204.91 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1377336,"$79,769.63 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1377336,"$64,832.47 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE POLICE AUTHORITY,1377747,"$78,429.64 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,263000-Other Contracted Out Services,BAXTERSTOREY LTD,1377486,"$63,851.66 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1377568,"$36,773.21 "
Ministry of Justice,HMCS,22-Oct-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1377467,"$80,970.43 "
Ministry of Justice,HMCS,22-Oct-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1377467,"$68,369.73 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1377505,"$52,742.09 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,222002-Other Property Costs,MITIE SECURITY LTD,1377802,"$751,065.01 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1377568,"$25,837.24 "
Ministry of Justice,HMCS,22-Oct-10,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1377691,"$264,396.20 "
Ministry of Justice,HMCS,22-Oct-10,AV332-CBMP Civil Bus Mod Programme,265000-IT & Telecommunications,LIBERATA UK LTD,1377754,"$42,990.74 "
Ministry of Justice,HMCS,22-Oct-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,POWYS COUNTY COUNCIL,1377351,"$179,291.67 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,SHROPSHIRE COUNCIL- SHREWSBURY,1377932,"$79,750.00 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,SHROPSHIRE COUNCIL- SHREWSBURY,1377932,"$79,750.00 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,SHROPSHIRE COUNCIL- SHREWSBURY,1377932,"$79,750.00 "
Ministry of Justice,HMCS,22-Oct-10,EZ999-Wales Region,222002-Other Property Costs,OCS SUPPORT SERVICES LTD,1377833,"$92,427.15 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,262000-SCA Costs,SERVICES SUPPORT (AVON & SOMERSET) LTD,1377925,"$764,769.14 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,SLEAFORD BUILDING SERVICES LTD,1377943,"$38,386.46 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,223000-Other Expenditure,VOICE PRODUCTS LTD,1378009,"$29,949.60 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1377516,"$26,804.82 "
Ministry of Justice,HMCS,22-Oct-10,EZ999-Wales Region,222001-Maintenance,WYG MANAGEMENT SERVICES LTD,1378040,"$32,936.35 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1377617,"$281,601.01 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1377615,"$138,834.30 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1377767,"$322,341.71 "
Ministry of Justice,HMCS,22-Oct-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1377284,"$39,951.00 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1377274,"$28,773.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1377222,"$65,534.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1377222,"$35,788.39 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1377189,"$36,787.48 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1377341,"$35,190.00 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1377354,"$43,982.20 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1377284,"$46,368.00 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1377284,"$60,030.00 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1377163,"$27,372.26 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1377163,"$128,977.16 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1377163,"$42,941.31 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1377432,"$35,067.92 "
Ministry of Justice,HMCS,22-Oct-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1377207,"$295,306.71 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1377207,"$43,556.42 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1377207,"$28,918.46 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1377207,"$44,268.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1377207,"$28,825.58 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1377158,"$31,878.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1377175,"$36,639.00 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1377177,"$50,922.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1377182,"$66,240.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1377182,"$45,540.00 "
Ministry of Justice,HMCS,22-Oct-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1377190,"$33,333.50 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1377253,"$41,193.00 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1377287,"$66,654.00 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1377287,"$130,978.18 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1377302,"$47,306.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1377308,"$42,098.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1377308,"$109,142.32 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1377308,"$81,938.46 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1377308,"$50,578.68 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1377313,"$57,487.22 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1377229,"$26,082.00 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1377195,"$30,076.72 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1377195,"$25,541.46 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1377206,"$31,709.03 "
Ministry of Justice,HMCS,22-Oct-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1377293,"$131,896.33 "
Ministry of Justice,HMCS,22-Oct-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1377205,"$32,631.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1377430,"$39,537.00 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1377322,"$58,374.00 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1377322,"$27,338.02 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1377330,"$61,272.00 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1377343,"$27,324.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1377350,"$40,487.58 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1377352,"$50,821.70 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1377388,"$32,292.00 "
Ministry of Justice,HMCS,22-Oct-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1377388,"$36,035.82 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST ALBANS CITY & DISTRICT COUNCIL,1377391,"$31,050.00 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,STAFFORD BOROUGH COUNCIL,1377393,"$25,826.68 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COVENTRY CITY COUNCIL,1377219,"$27,118.04 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1377373,"$69,552.00 "
Ministry of Justice,HMCS,22-Oct-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1377373,"$37,467.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1377291,"$37,243.10 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARROW,1377298,"$47,107.58 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1377296,"$43,147.20 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1377312,"$31,277.58 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BROMLEY,1377292,"$32,333.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1377362,"$87,556.86 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARINGEY,1377297,"$51,646.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1377301,"$60,799.30 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1377295,"$63,780.52 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF NEWHAM,1377305,"$30,380.00 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1377306,"$43,379.98 "
Ministry of Justice,HMCS,22-Oct-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1377310,"$40,820.00 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1377314,"$50,094.00 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1377314,"$49,266.00 "
Ministry of Justice,HMCS,22-Oct-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1377314,"$198,420.48 "
Ministry of Justice,HMCS,22-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OXFORD CITY COUNCIL,1377346,"$27,354.76 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,227008,"$33,327.00 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,227008,"$64,170.00 "
Ministry of Justice,HMCS,22-Oct-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEICESTER CITY COUNCIL,1377285,"$29,601.00 "
Ministry of Justice,MoJ HQ,22-Oct-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1032289,"$92,934.33 "
Ministry of Justice,MoJ HQ,22-Oct-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1032289,"$56,401.50 "
Ministry of Justice,MoJ HQ,22-Oct-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1032292,"$52,710.98 "
Ministry of Justice,MoJ HQ,22-Oct-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1032293,"$31,465.00 "
Ministry of Justice,Tribunals,22-Oct-10,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1050520,"$1,010,153.80 "
Ministry of Justice,Tribunals,22-Oct-10,TR120-Corporate,212001-Agency staff,KELLY SERVICES (UK) LTD,1050569,"$26,985.16 "
Ministry of Justice,Tribunals,22-Oct-10,TR120-Corporate,212001-Agency staff,KELLY SERVICES (UK) LTD,1050569,"$25,732.82 "
Ministry of Justice,Tribunals,22-Oct-10,TR190-Regional North,222001-Maintenance,ANSA ELEVATORS LTD,1050481,"$36,318.78 "
Ministry of Justice,Tribunals,22-Oct-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1050519,"$247,084.18 "
Ministry of Justice,Tribunals,22-Oct-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1050519,"$173,239.07 "
Ministry of Justice,Tribunals,22-Oct-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1050460,"$27,779.03 "
Ministry of Justice,Tribunals,22-Oct-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1050460,"$46,805.26 "
Ministry of Justice,Tribunals,22-Oct-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1050462,"$72,590.53 "
Ministry of Justice,Tribunals,22-Oct-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1050451,"$54,419.40 "
Ministry of Justice,HMCS,25-Oct-10,AR999-HMCS Central Budgets,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1378852,"$4,825,101.15 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1032464,"$229,234.28 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1032417,"$27,248.21 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,HEWLETT PACKARD LTD,1032397,"$274,569.79 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,HEWLETT PACKARD LTD,1032397,"$320,361.86 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1032485,"$25,048.62 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,HEWLETT PACKARD LTD,1032397,"$356,856.35 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1032469,"$41,579.73 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1032416,"$63,660.90 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1032392,"$26,814.82 "
Ministry of Justice,MoJ HQ,25-Oct-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1032416,"$1,345,295.67 "
Ministry of Justice,HMCS,27-Oct-10,DZ999-South West Region,222001-Maintenance,ATKINS,1382113,"$113,539.96 "
Ministry of Justice,HMCS,27-Oct-10,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1382433,"$560,695.80 "
Ministry of Justice,HMCS,27-Oct-10,AG999-Estates Directorate HMCS HQ,222002-Other Property Costs,BEACHCROFT,1382142,"$74,039.45 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1382602,"$74,533.05 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1382602,"$138,284.35 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1382602,"$27,154.25 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1382602,"$27,017.95 "
Ministry of Justice,HMCS,27-Oct-10,FZ999-Midlands Region,262000-SCA Costs,DERBYSHIRE COURTS LTD,1382316,"$503,024.04 "
Ministry of Justice,HMCS,27-Oct-10,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1382334,"$66,048.21 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1382602,"$46,297.04 "
Ministry of Justice,HMCS,27-Oct-10,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,227903,"$107,000.00 "
Ministry of Justice,HMCS,27-Oct-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1382602,"$82,586.05 "
Ministry of Justice,HMCS,27-Oct-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1382693,"$133,395.00 "
