Department,Entity,Date,Transaction Number,GBP Amount,Supplier ,Account Description
FCO,FCO,13-May-13,4295478,25.2,GARANTI BANKASI,Property Maintenance Overseas Non Residential
FCO,FCO,13-May-13,4295478,"2,846.08",GARANTI BANKASI,Property Maintenance Overseas Non Residential
FCO,FCO,13-May-13,4295478,"2,097.65",GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,267.79,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,477.25,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,205.22,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,82.33,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,-82.33,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,82.27,GARANTI BANKASI,Meals
FCO,FCO,13-May-13,4295478,-267.79,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4295478,267.79,GARANTI BANKASI,Post - Air Travel
FCO,FCO,13-May-13,4301788,72.65,AETNA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13-May-13,4301788,32.08,AETNA,IT/IS Consultancy
FCO,FCO,14-May-13,4303124,"119,083.50",THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14-May-13,4303124,"23,816.70",THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14-May-13,4303127,"900,000.00",THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14-May-13,4303033,"158,232.19",VODAFONE LTD-CABLE & WIRELESS UK,FTN Unitary Payment
FCO,FCO,14-May-13,4304250,"4,104,760.00",CITY OF WESTMINSTER,Rates Taxes Non-Residential
FCO,FCO,14-May-13,4302854,"12,355.07",LONDON ENERGY,Electricity Non-Residential
FCO,FCO,14-May-13,4302854,"55,137.76",LONDON ENERGY,Electricity Non-Residential
FCO,FCO,14-May-13,4302854,"2,471.01",LONDON ENERGY,Electricity Non-Residential
FCO,FCO,14-May-13,4303384,"169,683.39",LONDON ENERGY,Electricity Non-Residential
FCO,FCO,14-May-13,4303384,"33,936.68",LONDON ENERGY,Electricity Non-Residential
FCO,FCO,14-May-13,4302927,"24,744.21",FORME UK,Construction Project more than £10k
FCO,FCO,14-May-13,4302927,"4,948.84",FORME UK,Construction Project more than £10k
FCO,FCO,14-May-13,4300730,"284,754.32",GARDA WORLD LTD,UK Guarding Contracts Overseas
FCO,FCO,14-May-13,4300730,"-284,754.32",GARDA WORLD LTD,UK Guarding Contracts Overseas
FCO,FCO,14-May-13,4300730,"284,754.32",GARDA WORLD LTD,UK Guarding Contracts Overseas
FCO,FCO,14-May-13,4300732,"745,351.54",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14-May-13,4300732,"-745,351.54",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14-May-13,4300732,"745,351.54",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14-May-13,4300734,"127,893.90",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14-May-13,4300734,"-127,893.90",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14-May-13,4300734,"127,893.90",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,14-May-13,4301496,"35,480.00",CONSUMER UNITY & TRUST SOCIETY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14-May-13,4304063,"29,502.40",Jiangsu Province Blue Star Center for Low Carbon Research,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14-May-13,4294538,"25,103.64",PICK EVERARD,Residential Property Services
FCO,FCO,14-May-13,4294538,"5,020.73",PICK EVERARD,Residential Property Services
FCO,FCO,14-May-13,4301657,"132,993.94",ISG ASIA M SDN BHDBM,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14-May-13,4301795,"1,088,444.04",CORPORATE TELEVISION NETWORK LTD,Inward visits to the UK and UK Conferences
FCO,FCO,14-May-13,4302800,"1,129.28",SOMA 2010 LOCACAO CENOGRAFICA E EVENTOS LTDA,General Information Services
FCO,FCO,14-May-13,4302800,"1,115.69",SOMA 2010 LOCACAO CENOGRAFICA E EVENTOS LTDA,Business Hospitality (former DEE)
FCO,FCO,15-May-13,4292666,"123,625.72",ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15-May-13,4304711,"115,109.53",CAPGEMINI UK PLC,IT/IS Consultancy
FCO,FCO,15-May-13,4304719,"32,990.97",CAPGEMINI UK PLC,IT/IS Consultancy
FCO,FCO,15-May-13,4304724,"71,302.38",CAPGEMINI UK PLC,IT/IS Consultancy
FCO,FCO,15-May-13,4303223,"58,527.66",CHARITY COMMISSION ENGLAND & WALES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15-May-13,4304898,"60,551.42",MOD MINISTRY OF DEFENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15-May-13,4304901,"58,754.84",MOD MINISTRY OF DEFENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15-May-13,4304907,"816,895.62",MOD MINISTRY OF DEFENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15-May-13,4298837,"33,670.89",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,23.6,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,"-33,670.89",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,-23.6,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,"9,261.90",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,23.6,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,"24,408.99",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,-23.6,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298837,23.6,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298925,"12,788.90",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4298925,"18,503.00",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4300080,"7,430.12",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4300080,35.28,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4300080,"17,577.80",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4300146,"11,237.90",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4300146,46.8,THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4300146,"23,643.60",THE TREASURY SOLICITOR,Legal Consultancy
FCO,FCO,15-May-13,4250745,"32,611.45",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15-May-13,4258417,"20,045.74",FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,"51,936.67",FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,171.04,FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,"-20,045.74",FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,-171.04,FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,"20,045.74",FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,"-51,936.67",FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4258417,"52,107.71",FCO SERVICES,Construction Project more than £10k
FCO,FCO,15-May-13,4275732,"223,465.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15-May-13,4275743,"77,465.49",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15-May-13,4299048,"30,385.08",FCO SERVICES,IT/IS Consultancy
FCO,FCO,15-May-13,4304909,"111,284.27",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15-May-13,4295793,"45,080.16",G4S SECURITY SERVICES,Despatch Charges
FCO,FCO,15-May-13,4295793,"-45,080.16",G4S SECURITY SERVICES,Despatch Charges
FCO,FCO,15-May-13,4295793,"45,080.16",G4S SECURITY SERVICES,Local Guards
FCO,FCO,15-May-13,4304878,"483,500.00",GREENACRE ASSOCIATES LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15-May-13,4304568,"51,933.16",CARBON TRUST ADVISORY SERVICES LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16-May-13,4305807,"4,573.27",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305807,155.02,INTERSERVE FM LTD,Building Fabric Services
FCO,FCO,16-May-13,4305807,"1,866.14",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305807,23.25,INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305807,"4,682.09",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305807,203.24,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305807,167.87,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305807,158.49,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305807,"2,045.99",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305807,"2,630.57",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305807,510.34,INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305807,351.92,INTERSERVE FM LTD,Estates Management Services
FCO,FCO,16-May-13,4305807,"4,732.41",INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305807,"5,211.45",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305807,203.03,INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305807,25.65,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305810,"26,602.53",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,16-May-13,4305810,"5,320.50",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,16-May-13,4305855,"7,147.09",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305855,"2,732.92",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305855,"1,053.14",INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305855,"5,675.44",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305855,426.58,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305855,430.67,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305855,530.26,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305855,"3,568.86",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305855,"4,405.72",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305855,892.21,INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305855,236.43,INTERSERVE FM LTD,Estates Management Services
FCO,FCO,16-May-13,4305855,"11,039.33",INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305855,"10,227.78",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305856,"84,198.92",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,16-May-13,4305858,366.18,INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305858,"1,062.64",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305858,534.64,INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305858,"4,317.49",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305858,366.18,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305858,73.06,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305858,403.75,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305858,"7,418.74",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305858,"5,294.83",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305858,"1,854.69",INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305858,"1,109.97",INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305858,784.83,INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4305858,"5,739.66",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305858,59.67,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305861,"4,189.93",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305861,73.91,INTERSERVE FM LTD,Building Fabric Services
FCO,FCO,16-May-13,4305861,573.48,INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305861,132.38,INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305861,"3,760.29",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305861,155.91,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305861,177.62,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305861,428.6,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305861,"6,692.61",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305861,"5,211.10",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305861,"1,673.15",INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305861,94.22,INTERSERVE FM LTD,Estates Management Services
FCO,FCO,16-May-13,4305861,477.29,INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305861,531.52,INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4305861,"4,227.91",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305872,"6,144.40",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305872,303.56,INTERSERVE FM LTD,Building Fabric Services
FCO,FCO,16-May-13,4305872,"1,718.40",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305872,271.84,INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305872,"11,948.81",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305872,388.98,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305872,134.95,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305872,303.94,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305872,"8,117.05",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305872,"6,360.19",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305872,"2,029.26",INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305872,175.77,INTERSERVE FM LTD,Estates Management Services
FCO,FCO,16-May-13,4305872,"13,694.59",INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305872,207.54,INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4305872,"7,163.44",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305946,"4,521.36",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305946,"2,607.19",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305946,392.25,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305946,81.77,INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305946,125.05,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305946,18.83,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305946,87.52,INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305946,"36,695.30",INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305946,"5,238.69",INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4305946,"8,140.42",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305946,195.59,INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305948,"4,221.80",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305948,"3,650.05",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305948,195.59,INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305948,"11,512.03",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305948,110.27,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305948,18.83,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305948,"5,631.09",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305948,"3,409.84",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305948,"1,381.85",INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305948,650.01,INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4305948,"1,010.06",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305949,"2,457.46",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305949,"4,231.44",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305949,195.59,INTERSERVE FM LTD,Grounds Maintenance
FCO,FCO,16-May-13,4305949,"3,639.99",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305949,528.01,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305949,391.6,INTERSERVE FM LTD,Waste Disposal
FCO,FCO,16-May-13,4305949,"5,644.00",INTERSERVE FM LTD,Reception Services
FCO,FCO,16-May-13,4305949,"2,883.64",INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305949,"1,628.56",INTERSERVE FM LTD,Office Support Services
FCO,FCO,16-May-13,4305949,247.52,INTERSERVE FM LTD,Residential Property Services
FCO,FCO,16-May-13,4305949,"1,757.08",INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4305949,"2,730.35",INTERSERVE FM LTD,Contract Fees
FCO,FCO,16-May-13,4305950,"8,791.15",INTERSERVE FM LTD,Building Mechanical and Engineering Services
FCO,FCO,16-May-13,4305950,"3,053.89",INTERSERVE FM LTD,Minor New Works <10K
FCO,FCO,16-May-13,4305950,"13,955.69",INTERSERVE FM LTD,Cleaning & Waste
FCO,FCO,16-May-13,4305950,11.71,INTERSERVE FM LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,16-May-13,4305950,691.78,INTERSERVE FM LTD,Mail & Porterage Services
FCO,FCO,16-May-13,4305950,"1,230.36",INTERSERVE FM LTD,Rematching / Reinstatement
FCO,FCO,16-May-13,4300367,"14,400.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,"5,735.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,"2,385.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,"2,880.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,"1,147.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,477,TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,"-2,385.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4300367,"2,385.00",TFPL LTD,Specialist Contractors
FCO,FCO,16-May-13,4306641,"24,995.00",SUPPLY 999 LTD TODD RESEARCH LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16-May-13,4306641,"4,508.00",SUPPLY 999 LTD TODD RESEARCH LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16-May-13,4306641,484,SUPPLY 999 LTD TODD RESEARCH LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16-May-13,4305147,"36,945.27",IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16-May-13,4305140,"67,997.33",IFES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16-May-13,4305678,"34,469.99",INSTITUTE FOR PUBLIC POLICY IN BISHKEK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16-May-13,4306441,"262,210.83",CHURCH WORLD SERVICE-PAKISTAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16-May-13,4305076,"58,868.59",CIVIC CAMPAIGN FOR INNOCENT VICTIMS IN CONFLICT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16-May-13,4306587,"20,138.68",BABOYAN SATENIK SEMENOVNA,Rental Payments - non residential
FCO,FCO,16-May-13,4306587,"40,277.37",BABOYAN SATENIK SEMENOVNA,Rental Payments - non residential
FCO,FCO,16-May-13,4306587,"-20,138.68",BABOYAN SATENIK SEMENOVNA,Rental Payments - non residential
FCO,FCO,16-May-13,4306587,"15,028.87",BABOYAN SATENIK SEMENOVNA,Rental Payments - non residential
FCO,FCO,17-May-13,4308573,"34,072.84",GREAT BRITAIN-CHINA CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4304756,"250,000.00",UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4308425,560.18,ARTEOS GMBH,Estates - Other Machinery and Equipment
FCO,FCO,17-May-13,4308425,"14,285.35",ARTEOS GMBH,Pfi : Public/Private Partnership Consultants Fees Non-Residential
FCO,FCO,17-May-13,4308425,"35,879.97",ARTEOS GMBH,Electricity Non-Residential
FCO,FCO,17-May-13,4308425,"9,990.57",ARTEOS GMBH,Electricity Non-Residential
FCO,FCO,17-May-13,4308425,"463,003.88",ARTEOS GMBH,Pfi : Public/Private Partnership Consultants Fees Non-Residential
FCO,FCO,17-May-13,4308425,276.63,ARTEOS GMBH,Waste Disposal
FCO,FCO,17-May-13,4308425,504.69,ARTEOS GMBH,Water Residential
FCO,FCO,17-May-13,4308425,551.75,ARTEOS GMBH,Water Residential
FCO,FCO,17-May-13,4308425,904.19,ARTEOS GMBH,Estates - Other Machinery and Equipment
FCO,FCO,17-May-13,4308184,"25,153.00",IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4309031,"79,637.19",BBC WORLD SERVICE TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4309031,"9,935.40",BBC WORLD SERVICE TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4308135,"81,465.00",ALBANY ASSOCIATES INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4307667,"49,998.00",KANTAR MEDIA INTELLIGENCE LTD,General Information Services
FCO,FCO,17-May-13,4307667,"9,999.60",KANTAR MEDIA INTELLIGENCE LTD,General Information Services
FCO,FCO,17-May-13,4304774,"28,810.25",MARCHER INTERNATIONAL LLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4304774,"-28,810.25",MARCHER INTERNATIONAL LLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4304774,"28,810.85",MARCHER INTERNATIONAL LLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4307756,"18,170.00",N D HEARNDEN CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4307756,"4,420.00",N D HEARNDEN CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4307756,"2,446.85",N D HEARNDEN CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4307756,293.28,N D HEARNDEN CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17-May-13,4307756,108,N D HEARNDEN CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20-May-13,4309795,"984,113.11",EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,20-May-13,4299871,"3,124.64",HAYS SPECIALIST RECRUITMENT LTD,Training
FCO,FCO,20-May-13,4299871,"19,793.48",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,20-May-13,4299871,546.25,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,20-May-13,4299871,"1,700.00",HAYS SPECIALIST RECRUITMENT LTD,Recruitment - Fast Stream
FCO,FCO,20-May-13,4299871,"1,696.00",HAYS SPECIALIST RECRUITMENT LTD,Recruitment - Fast Stream
FCO,FCO,20-May-13,4299871,"15,425.64",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,20-May-13,4299871,"4,603.50",HAYS SPECIALIST RECRUITMENT LTD,Fee Paid Officers
