Department,Entity,Date,Transaction Number,GBP Amount,Supplier ,Account Description
FCO,FCO,30-May-13,4315604,"19,152.20",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315604,1.7,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315604,5.87,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315604,1.7,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315604,"2,276.36",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,"17,875.38",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315604,143.67,ISS FACILITY SERVICES LTD FCO OP - POE,Rates Taxes Residential
FCO,FCO,30-May-13,4315604,213.82,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,204.6,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,1.7,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315604,2.94,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315604,3.23,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315604,1.7,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315604,284.55,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,"12,129.72",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315604,11.06,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315604,325.98,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,138.25,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,"15,321.76",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315604,10.87,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315604,5.11,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315604,9.69,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315604,278.54,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,284.52,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,263.17,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315604,"18,431.91",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315604,146.41,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315604,"1,989.70",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315604,238.75,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315604,284.3,ISS FACILITY SERVICES LTD FCO OP - POE,Rates Taxes Residential
FCO,FCO,30-May-13,4315604,4.79,ISS FACILITY SERVICES LTD FCO OP - POE,Bank Charges (Oracle Cash Management Control Account)
FCO,FCO,30-May-13,4315604,31.49,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315604,11.06,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315604,41.11,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315608,22.12,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,56.02,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,140.57,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,286.51,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,14.25,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,218.66,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,804.48,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,54.19,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,77.31,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,314.34,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,542.52,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315608,"2,199.07",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,125.51,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,171.38,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,125.51,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,227.49,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,47.07,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,"6,318.68",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,"11,660.29",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315608,"1,426.10",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,171.13,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,15.97,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,22.12,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,51.77,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,489.4,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,"30,200.67",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,"1,402.57",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,168.31,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,15.71,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,256.19,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,51.77,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,11.89,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315608,"1,228.42",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,39.91,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,405.34,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,19.61,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,0.15,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,161.86,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,"19,767.71",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,256.5,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,"22,485.77",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,"1,435.51",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,172.26,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,16.08,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,22.12,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,1.83,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315608,327.7,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,51.77,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,174.6,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315608,198.14,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,"19,767.71",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,994.91,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,"1,967.16",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315608,3.92,ISS FACILITY SERVICES LTD FCO OP - POE,Bank Charges (Oracle Cash Management Control Account)
FCO,FCO,30-May-13,4315608,22.12,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,39.47,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315608,407.58,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315608,115.56,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,469.85,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,183.02,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,619.82,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,433.67,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,433.67,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,3.18,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,454.37,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,93.64,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,73.24,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,"1,264.81",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,258.71,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,13.08,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,"3,443.82",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,17.01,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,55.03,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,0.86,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,21.52,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,14.39,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,299.01,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,109.96,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,"8,574.85",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315609,274.48,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,28.1,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,301.04,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,33.14,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,131.61,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,12.18,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,277.12,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,"1,380.62",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,4.73,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,209.28,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,332.53,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,24.05,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,48.39,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,599.23,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,469.85,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,283.51,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,4.08,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,262.14,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,21.59,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,328.48,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,24.81,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,38.38,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,295.04,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,377.53,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,241.62,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,18.49,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,165.07,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,19.05,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,9.64,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,299.37,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,20.92,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,9.09,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,47.9,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,26.68,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,377.54,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,38.97,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,6.63,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,353.03,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.51,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,52.31,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,9.31,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,346.2,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.07,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,26.98,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,73.57,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,10.21,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.85,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,13.08,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,416.23,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,8.89,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,4.17,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,76.9,ISS FACILITY SERVICES LTD FCO OP - POE,Bank Charges (Oracle Cash Management Control Account)
FCO,FCO,30-May-13,4315609,32.89,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,12.81,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,39.94,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,30.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,30.36,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,25.25,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,6.55,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,5.13,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,88.54,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,18.11,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.92,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,241.07,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.62,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,1.19,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,3.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,0.06,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,1.51,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,1.01,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,20.93,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,7.7,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315609,600.24,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315609,19.21,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.97,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,21.07,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,2.32,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,9.21,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.85,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,19.4,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,96.64,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.33,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,14.64,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,23.27,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,1.68,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,3.39,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,41.94,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,32.89,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315609,19.84,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.29,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,18.35,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.51,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,22.99,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.74,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,2.69,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,20.65,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,26.43,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,16.91,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.29,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,11.55,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315609,1.33,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,0.64,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315609,0.67,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315609,20.96,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
