Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,EA,04/06/2013,Construction,SE Capital WiP,Whitehouse Construction Co Ltd,1185215,"£31,830.26",Flood resistance measures on individual properties - Lower Thames,DE6 1JU,,30296937,IMTH001763,Project,,
DEFRA,EA,20/06/2013,Energy and Fuels,HO Business Finance,British Gas Business,1190444,"£26,635.11",Renewable electricity to sub100kWh sites in North West region,OX4 2JY,,30367265, | EBILLP2P,Project,,
DEFRA,EA,13/06/2013,Energy and Fuels,HO Business Finance,British Gas Business,1186166,"£43,453.97",Renewable electricity to sub100kWh sites Anglian region,OX4 2JY,,30286703 | 30331275 | 30319874 | 30367262, | EBILLP2P |  |  |  |  | ,Project,,
DEFRA,EA,20/06/2013,Energy and Fuels,HO Business Finance,British Gas Business,1190452,"£34,160.31",Renewable electricity to sub100kWh sites in Anglian region,OX4 2JY,,30367262,,Administration,,
DEFRA,EA,11/06/2013,Energy and Fuels,National Facilities Manager,British Gas Business,1186667,"£72,534.32",Renewable electricity to sub100kWh sites in Midlands region,OX4 2JY,,30367263,,Administration,,
DEFRA,EA,20/06/2013,Energy and Fuels,NE Yorkshire - FCRM Ops N&EY | NE Yorkshire - FCRM Ops W&SY | NE Yorkshire - FCRM N&EY | NE North East - FCRM Ops,British Gas Business,1190468,"£50,839.53",Renewable electricity to sub100kWh sites in North East region,OX4 2JY,,30367264,FRA07S614 | FRA07S303 | FRA08S655 | FRA08S005 | FRA08S004 | FRA07S613 | FRA08S651 |  | FRA07S707 | FRA07S612 | FRA07S027 | FRA08S011 | FRA07S619 | FRA07S610 | FRA07S514 | FRA07S024 | FRA07S017 | FRA08S307 | FRA08S017 | FRA07S710 | FRA08S659 |  | FRA08S010 | FRA08S341,Project,,
DEFRA,EA,11/06/2013,Energy and Fuels,HO Business Finance,British Gas Business,1186162,"£121,259.73",Renewable electricity to Sub100kWh Sites in South East region,OX4 2JY,,30331286,,Administration,,
DEFRA,EA,11/06/2013,Energy and Fuels,HO Financial Management Adjustment,British Gas Business,1186159,"£37,404.57",Renewable electricity to sub100kWh sites in South West region,OX4 2JY,,30367267,,Administration,,
DEFRA,EA,13/06/2013,Energy and Fuels,SE Kent & South London- Tidal Flood Risk Manager,EDF Energy Plc,1189374,"£69,018.72",Electricity supplied to the Thames Barrier,PL3 5ZN,,30367261,,Administration,,
DEFRA,EA,18/06/2013,Energy and Fuels,NW North-FCRM Ops,EDF Energy Plc,1187805,"£33,593.66",Electricity supply at Crossens pumping station,PL3 5ZN,,30331256,FRA09S045,Project,,
DEFRA,EA,20/06/2013,Energy and Fuels,FM Operating Unit - Central and South East,EDF Energy Plc,1191581,"£26,659.66",Renewable electricity to above-100kWh sites,PL3 5ZN,,30367261,,Administration,,
DEFRA,EA,14/06/2013,Engineering Goods,HO Fleet Operations,Allstar Business Solutions Ltd,1190971,"£280,903.55",Fuel charges for commercial car fleet,SN5 6PQ,,30341204,,Administration,,
DEFRA,EA,13/06/2013,Engineering Goods,HO Inc Man and Contingency Planning,Ricardo AEA Ltd,1189469,"£34,144.44",Monitoring services for air pollution incidents,OX11 0QJ,,30219226,HOOP000059,Project,,
DEFRA,EA,06/06/2013,Engineering Goods,NLS Instrumentation,Xylem Analytics UK Ltd,1187615,"£81,235.20",Supply of multiparameter Water Quality Meters,SG6 1FJ,,30240451,,Administration,,
DEFRA,EA,18/06/2013,Engineering Goods,NLS Instrumentation,Xylem Analytics UK Ltd,1190170,"£89,934.00",Supply of multiparameter Water Quality Meters,SG6 1FJ,,30240451,NL00000075,Project,,
DEFRA,EA,06/06/2013,Facilities,National Estates Manager,Arlington Business Parks Partnerships,1187142,"£175,200.00",2 Bishop Square rent,RG7 4SA,,,,Administration,,
DEFRA,EA,06/06/2013,Facilities,National Estates Manager,Arlington Business Parks Partnerships,1187146,"£114,088.50",2 Bishop Square service charge,RG7 4SA,,,,Administration,,
DEFRA,EA,11/06/2013,Facilities,FM Operating Unit - Northern,Berkley Estates London Ltd,1189288,"£25,725.00","Rent, Headingley office park",W1U 1QS,,,,Administration,,
DEFRA,EA,13/06/2013,Facilities,FM Operating Unit - Central and South West,Bishops Securities Ltd,1189472,"£28,476.00","Rent, payment for Mance House offices and Hoo Farm workshop ",NG1 1HN,,,,Administration,,
DEFRA,EA,18/06/2013,Facilities,FM Operating Unit - Central and South West,Charles Street Buildings Group,1190338,"£563,161.20","Insurance and service charge for Horizon House, Bristol",LE4 8PH,,,,Administration,,
DEFRA,EA,25/06/2013,Facilities,FM Operating Unit - Northern,Colenso Property Services,1193459,"£61,050.00","Rent, Coverdale House, York",YO30 4GZ,,,,Administration,,
DEFRA,EA,11/06/2013,Facilities,NLS Support Starcross,DEFRA,1187960,"£25,000.00","Annual core services facilities charge for National Laboratory Service, Starcross",B3 2ED,,,,Administration,,
DEFRA,EA,25/06/2013,Facilities,FM Operating Unit - Central and South East,DTZ Debenham Tie Leung,1177057,"£51,620.38","Rent, Dragonfly House, Norwich",EC2N 2BQ,,,,Administration,,
DEFRA,EA,18/06/2013,Facilities,National Estates Manager,Factory Outlets Ltd,1190236,"£106,200.00","Rent for Guildbourne house, Worthing",NW1 0ND,,,,Administration,,
DEFRA,EA,06/06/2013,Facilities,NLS Support Leeds,Gva Grimley LLP,1186775,"£76,500.00","Rent, Olympia House, Leeds",B1 2JB,,,,Administration,,
DEFRA,EA,11/06/2013,Facilities,FM Operating Unit - Northern,Highways Agency,1189247,"£41,906.45","Service Charge for 3rd Floor, Lateral House, Leeds ",B1 1RH,,,,Administration,,
DEFRA,EA,13/06/2013,Facilities,FM Operating Unit - Central and South East,HR Wallingford Ltd,1188865,"£59,530.80","Red Kite House, Wallingford service charge ",OX10 8BA,,,,Administration,,
DEFRA,EA,25/06/2013,Facilities,FM Operating Unit - Northern,Jaymar Estates Ltd,1193275,"£129,121.80","Rent for Quadrant 2, Sheffield",M6 6AR,,,,Administration,,
DEFRA,EA,18/06/2013,Facilities,FM Operating Unit - Central and South West,Jones Lang LaSalle,1190912,"£33,350.86","Balance of rent for Horizon House, Bristol, 2012-13",BS8 1HU,,,,Administration,,
DEFRA,EA,25/06/2013,Facilities,FM Operating Unit - Central and South West,Jones Lang LaSalle,1192393,"£179,328.00","Rent and service charge, Sapphire House",E14 5WQ,,,,Administration,,
DEFRA,EA,06/06/2013,Facilities,FM Operating Unit - Central and South West,Jones Lang LaSalle,1187844,"£568,832.70","Rent, Horizon House, Bristol",BS8 1HU,,,,Administration,,
DEFRA,EA,04/06/2013,Facilities,National Accomodation Change Fund,Kinnarps UK Ltd,1170769,"£29,065.36","Supply, delivery and installation of general office furniture - Ergon House, London",SL3 0DX,,30231889,HORES00089,Project,,
DEFRA,EA,13/06/2013,Facilities,FM Operating Unit - Central and South East,Lawson & Partners Llp,1188848,"£51,999.90","Rent, Orchard House, Addington, West Malling, Kent ",W1S 2XF,,,,Administration,,
DEFRA,EA,04/06/2013,Facilities,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1186444,"£152,363.72",Thames - security guard services at Thames Barrier and associated sites,E1W 1XY,,30239724,,Administration,,
DEFRA,EA,06/06/2013,Facilities,FM Operating Unit - Northern,Montpellier Estates,1186886,"£35,100.00","Hire and use of Sweet Street Car Park, Leeds",HG2 0NQ,,,,Administration,,
DEFRA,EA,11/06/2013,Facilities,FM Operating Unit - Northern,Northumberland Estates Ltd,1188746,"£93,193.80",Rent for office units and car parking at Tyneside House,NE66 1NQ,,,,Administration,,
DEFRA,EA,13/06/2013,Facilities,FM Operating Unit - Central and South West,OF Ryan,1189536,"£93,867.30","Rent for Warwick Road, Solihull",B26 3LS,,,,Administration,,
DEFRA,EA,25/06/2013,Facilities,FM Operating Unit - Central and South West,Property Income & Reversion Trust Ltd,1192750,"£129,714.30","Rent for Rivers House, Bridgwater, Somerset",LE10 1AW,,,,Administration,,
DEFRA,EA,25/06/2013,Facilities,FM Operating Unit - Northern,Sir Robert McAlpine Ltd,1191041,"£32,044.13",Nene House rent and insurance,HP2 7TR,,,,Administration,,
DEFRA,EA,20/06/2013,Fleet,SE Capital WiP,Bolina Ltd,1187925,"£57,062.40","Forty Bolina floating buoy assemblies without shackles, thimbles and ropes.  Sunbury on Thames depot.",EX3 0EH,,,IMSE500045,Project,,
DEFRA,EA,06/06/2013,Fleet,HO Fleet Operations,Briggs Marine Contractors Ltd,1187531,"£217,497.64",Marine vessel maintenance 2013-14,KY3 9AX,,30277423,HORES00015,Project,,
DEFRA,EA,18/06/2013,Fleet,HO Capital WiP,CNH UK Ltd,1190213,"£47,742.00","Large specialised mower which is a piece of industrial machinery with an inherently high value. Purchased through Fleet Operations’ annual Asset Replacement Programme (ARP) for 2012/13, to replace existing fleet assets that had reached the end of their asset lives.",SS14 3XX,,30319332,HOFOFRM007,Project,,
DEFRA,EA,18/06/2013,Fleet,HO Capital WiP,CNH UK Ltd,1190210,"£56,314.06","Large specialised winch which is a piece of industrial machinery with an inherently high value. Purchased through Fleet Operations’ annual Asset Replacement Programme (ARP) for 2012/13, to replace existing fleet assets that had reached the end of their asset lives.",SS14 3XX,,30319332,HOFOFRM007,Project,,
DEFRA,EA,18/06/2013,Fleet,HO Capital WiP,CNH UK Ltd,1190212,"£48,095.26",Agricultural equipment purchase - tractor and loader with winch,SS14 3XX,,30319332,HOFOFRM007,Project,,
DEFRA,EA,13/06/2013,Fleet,HO Fleet Operations,Hewden Stuart Plc,1189420,"£465,588.24",Plant hire without operator costs,M32 0HW,,30184689,,Administration,,
DEFRA,EA,06/06/2013,Fleet,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1187289,"£113,276.60",Daily rental charges for lease cars ,RG14 2NU,,30340333,,Administration,,
DEFRA,EA,06/06/2013,Fleet,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1187291,"£25,488.50",Daily rental charges for lease cars ,RG14 2NU,,30340333,,Administration,,
DEFRA,EA,20/06/2013,Fleet,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1192208,"£1,103,401.95",Daily rental charges for lease cars ,RG14 2NU,,30340333,,Administration,,
DEFRA,EA,25/06/2013,Fleet,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1193044,"£37,145.83",Daily rental charges for lease cars ,RG14 2NU,,30340333,,Administration,,
DEFRA,EA,25/06/2013,Fleet,HO Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1193045,"£106,435.22",National Vehicle Management Framework - Incident Management - Vehicles,RG14 2NU,,30340333,,Administration,,
DEFRA,EA,25/06/2013,Fleet,HO Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1190807,"£230,631.52","Vehicle Management Framework - Commercial Vehicles - Service, Repair and Maintenance ",RG14 2NU,,30340333,,Administration,,
DEFRA,EA,06/06/2013,Fleet,HO Capital WiP,Mitsubishi Motors,1186546,"£362,579.84","Vehicle Purchase - Commercial Vehicles - Light- and Medium-Duty 4x4s (Mitsubishi) - part of annual fleet asset replacement programme. This is to ensure we operate assets that are both cost effective, safe and legal to use under PUWER (Provision and Use of Work Equipment Regulations).",GL7 1LF,,30361840,HOFOFRM007,Project,,
DEFRA,EA,25/06/2013,Fleet,HO Capital WiP,Roger Young Land Rover,1192072,"£32,587.17","Vehicle Purchase - Commercial Vehicles - Light- and Medium-Duty 4x4s (Mitsubishi) - part of annual fleet asset replacement programme. This is to ensure we operate assets that are both cost effective, safe and legal to use under PUWER (Provision and Use of Work Equipment Regulations).",PL12 6LF,,30358497,HOFOFI0007,Project,,
DEFRA,EA,11/06/2013,Fleet,HO Geomatics,RVL Survey Ltd,1188625,"£48,110.25",Supply of aircraft and pilots - surveying work for remote sensing projects ,DE74 2SA,,30000394,SCLI0001,Project,,
DEFRA,EA,20/06/2013,Fleet,HO Fleet Operations,Tony Hole Marine Ltd,1191045,"£65,162.41","Vessels - service, repair and maintenance",PL9 7HP,,30322647,,Administration,,
DEFRA,EA,11/06/2013,ICT Commodities,HO Capital WiP | CI Solutions Delivery Management | CI Head of CIS | CI Infrastructure Change Programme MRA | Financial Management | National Accomodation Change Fund | E and B Land and Water | HO Business Development and Support Services | CI SD Management MRA | ABC Control Account,Capgemini UK Plc,1188678,"£6,787,385.51",IT Service - Procurement Outsource service charge and work order costs,GU21 6DB,,30259320 | 30259319 | 30259316 | 30304723 | 30282611,BBPDM20021L01 |  | HOSBW00001 | CIS3306199 | CIS3302978 | BBXXX20005L02 | HORES00089 | EBPLW11020L03 | EBORI40077L02 | CIS111923 | EBCRI11502L01 | EBORI40076L01 | CIS330899 |  | EBOLW4003L01 | BBXXX20008L01 |  | HORES00131 | CIS330050 |  |  |  | ,Project,,
DEFRA,EA,13/06/2013,ICT Commodities,CI Head of CIS,Informatica Software Ltd,1189358,"£280,800.00",Extension of software licences to Natural Resources Wales (NRW) - costs reclaimed from NRW,SL6 3TN,,,HOSBW00001,Project,,
DEFRA,EA,20/06/2013,ICT Commodities,CI SD Management MRA,SFW Ltd,1190740,"£251,243.24",Registration system for the aviation industry for the European Union Emissions Trading Scheme support costs,GU22 7UY,,,,Administration,,
DEFRA,EA,13/06/2013,ICT Commodities,HO Flood Warning Systems,Teleperformance Ltd,1190158,"£67,133.22",Floodline call centre and management costs for live agent Recorded Messaging Service (RMS) and multimedia services,BS1 3LG,,30372708,,Administration,,
DEFRA,EA,04/06/2013,ICT Systems,HO Capital WiP,Qinetiq Ltd,1186021,"£68,889.84",G-Cloud Framework Agreement – Provision of services for Reservoirs Act Compliance Enforcement (RACE),PO12 2AG,,,FCPIM00042L01,Project,,
DEFRA,EA,20/06/2013,ICT Systems,Nat Trading and Reg Services,Scisys UK Ltd,1186430,"£94,348.80",Carbon Reduction Commitment project,SN14 0GB,,30331349,EBOCC40039L01,Project,,
DEFRA,EA,25/06/2013,ICT Systems,HO Capital WiP,SFW Ltd,1192682,"£47,333.52",Registration system for the aviation industry for the EU Emissions Trading Scheme - Module 3 Final Release ,GU22 7UY,,,EBOCC40005L04,Project,,
DEFRA,EA,25/06/2013,Industrial Services,AN Strategic Env Planning Mgr,Atkins Ltd,1192703,"£25,931.04",In-River Needs Strategy Phase 2 - Financial Year 2013/14 - Hydrogeological Services,KT18 5BW,,30275011,REANWR7116,Project,,
DEFRA,EA,18/06/2013,Industrial Services,SW Capital WiP,Mott Macdonald Ltd,1190035,"£39,510.42",River Sid flood risk modelling,LS10 1JR,,30219915,IMSW002049,Project,,
DEFRA,EA,13/06/2013,Industrial Services,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1189829,"£73,182.94",Thames Barrier running costs - June 2013,DA12 2BG,,,,Administration,,
DEFRA,EA,11/06/2013,Learning and Development,FCRM Director,Oxford Said Business School Ltd,1188340,"£30,000.00","Major Projects Leadership Academy, fourth cohort development programme - Cabinet Office requirement",OX1 5NY,,,,Administration,,
DEFRA,EA,20/06/2013,Office Solutions,NLS Central Functions,City Sprint,1191103,"£50,474.23",Courier service for the transport of samples. meters and internal mail,RH1 1YB,,30293049,,Administration,,
DEFRA,EA,13/06/2013,Operational Goods,National Enforcement Service,Post Office Ltd,1189905,"£481,405.83","Post Office commission for Rod Licence sales, 2013-2014 season",PE4 5PG,,30180918,,Administration,,
DEFRA,EA,11/06/2013,Personnel Related,HR Strategy,Edenred Childcare Vouchers Ltd,1188964,"£223,788.03","Childcare Assistance Scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis, so the scheme is cost neutral.",SW1V 2RS,,,,Administration,,
DEFRA,EA,04/06/2013,Professional Services - CCL,Internal Transformation (National),Health Management Ltd,1185685,"£88,441.28",Occupational Health Services,BN8 5NN,,30348772,,Administration,,
DEFRA,EA,04/06/2013,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1185046,"£363,610.50",Facilities Management - core service charge,BS32 4NH,,30369797,,Administration,,
DEFRA,EA,04/06/2013,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1185045,"£128,478.42",Facilities Management - repair and replacement costs,BS32 4NH,,30369823,,Administration,,
DEFRA,EA,11/06/2013,Professional Services - CCL,Finance Service Centre,Pertemps Recruitment Partnership Ltd,1187592,"£276,715.93",Consolidated invoice for administrative and clerical temporary staff provided by Reed and Pertemps for the use of the whole of the Environment Agency - 2013/14,CV7 7YX,,,,Administration,,
DEFRA,EA,25/06/2013,Professional Services - CCL,E and B Land and Water,Price Waterhouse Coopers,1192721,"£36,000.00","Fees for water market reform workshops, Horizon House",E14 9SQ,,,EBPLW12036,Project,,
DEFRA,EA,20/06/2013,Professional Services - CCL,Finance Service Centre,Reed Personnel Services Plc,1190862,"£168,632.91","Provision of temporary staff for laboratories / specialist roles / labour / planning and permanent recruitment, April 2013-March 2014",SW20 0BA,,,,Administration,,
DEFRA,EA,13/06/2013,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Amco Engineering,1189435,"£26,914.84",Provision of mechanical and electrical maintenance of fixed plant and systems to Yorkshire and North East Region,S75 1HT,,,RENE790106,Project,,
DEFRA,EA,13/06/2013,Professional Services Other,Head Office,Aon Ltd,1174473,"£314,606.94",Motor fleet renewal 2013-14,RM1 3EL,,,,Administration,,
DEFRA,EA,13/06/2013,Professional Services Other,Head Office,Aon Ltd,1174470,"£32,840.55","Annual renewal of commercial insurance for motor, uninsured loss recovery, professional indemnity, foreign business travel and fixed broker fee for 2013/14. ",RM1 3EL,,,,Administration,,
DEFRA,EA,06/06/2013,Professional Services Other,MI Capital WiP,Balfour Beatty Utility Solutions Ltd,1187533,"£44,236.80","Manufacture weedscreen assembly, Lubbesthorpe",S35 2PH,,30372669,IMMI001368,Project,,
DEFRA,EA,25/06/2013,Professional Services Other,NW South-FCRM Ops,Boulting Technology,1192114,"£27,816.26",Regional mechanical and electrical maintenance of fixed plant and systems in South and North area,WA5 2PL,,30270233,RENW000939,Project,,
DEFRA,EA,20/06/2013,Professional Services Other,AN Capital WiP,Broadland Environmental Services Ltd,1191028,"£302,373.92",Broadland flood alleviation project,GU15 3XW,,30014973,IMAN000753,Project,,
DEFRA,EA,06/06/2013,Professional Services Other,AN Northern-Waterways Operations Manager,BTS Group Ltd,1176551,"£31,920.00",Public Safety Risk Assessment (tree inspection) on Anglian region locks,IP6 8NZ,,30365649,WWAN000012,Project,,
DEFRA,EA,11/06/2013,Professional Services Other,NE Yorkshire - FCRM Ops W&SY,Cleartrack EVL Ltd,1187869,"£25,189.78","North East region tree works, landscaping and other associated services",TN27 9PG,,30295725,FRA08S303 | FRA08S302,Project,,
DEFRA,EA,11/06/2013,Professional Services Other,NE Yorkshire - FCRM Ops W&SY,Cleartrack EVL Ltd,1187866,"£33,586.36",The clearance of wrack (seaweed) and obstructions on the River Aire systems - Knottingley ,TN27 9PG,,30295725,FRA08S304 | FRA08S306,Project,,
DEFRA,EA,04/06/2013,Professional Services Other,NE Yorkshire - FCRM Ops W&SY,Cleartrack EVL Ltd,1182244,"£62,268.26","Tree works, landscaping, clearance of wrack (seaweed) and obstructions from the lower River Aire systems - Castleford Catchment",TN27 9PG,,30295725,FRA08S302 | FRA08S306,Project,,
DEFRA,EA,04/06/2013,Professional Services Other,NW Ambition Project Manager,Eden Rivers Trust,1186126,"£80,000.00",River Petteril evidence and measures project,CA11 OAH,,,RENW002054,Project,,
DEFRA,EA,20/06/2013,Professional Services Other,NW Nuclear Regulation Mgr,Environmental Scientifics Group,1191081,"£89,992.99",Independent monitoring of the environment,DE15 0YZ,,30124860,HOOP000055,Project,,
DEFRA,EA,06/06/2013,Professional Services Other,SE Capital WiP,Fugro Seacore Ltd,1187312,"£65,841.96",Works on Medway locks,OX10 9RB,,30309576,IMSE100105,Project,,
DEFRA,EA,25/06/2013,Professional Services Other,SW Wessex-Area Mgr,Fugro Seacore Ltd,1192404,"£41,955.41",National Site Investigation - Upper Greensland coring,OX10 9RB,,30309576,RESW001279,Project,,
DEFRA,EA,11/06/2013,Professional Services Other,"Data Mapping, Modelling & Information",Gabriel Information Solutions Ltd,1188224,"£29,432.38",Support for licensing public sector information and undertaking intellectual property reviews (LiPSI),EX1 3SD,,30351044,HOEV101110,Project,,
DEFRA,EA,13/06/2013,Professional Services Other,AN Northern-AEM - Northampton/Kettering,Hydrock Consultants Ltd,1189289,"£47,088.42",Helpston remediation project,BS32 4DF,,30177470,REAN001571,Project,,
DEFRA,EA,06/06/2013,Professional Services Other,"Data Mapping, Modelling & Information",Infoterra Ltd,1187295,"£59,976.00",Provision of Astrium WMS (Web Map Service) - April 2013-March 2014,GU14 0NL,,,HOEV101104,Project,,
DEFRA,EA,04/06/2013,Professional Services Other,AN Northern-Waterways Operations Manager,J Breheny Contractors Ltd,1186132,"£58,319.60",Denver desilting works,IP6 8NH,,30255864,WWAN000002,Project,,
DEFRA,EA,20/06/2013,Professional Services Other,SE KSL - FCRM Ops North,J Breheny Contractors Ltd,1172732,"£40,051.20",River Mole maintenance works,IP6 8NH,,30343159,FRA16S201 | ,Project,,
DEFRA,EA,04/06/2013,Professional Services Other,AN Eastern-AEM - Monitoring,Jacobs LES Ltd,1186070,"£43,948.93","Building support and maintenance and repair services, Kennett pumping station ",RG41 5TU,,30231597,REAN000470,Project,,
DEFRA,EA,13/06/2013,Professional Services Other,Strategy and Engagement Manager,Jeremy Benn Associates Ltd,1188914,"£49,570.53",Production of confidence scores in National Flood Risk Assessment: Measuring Uncertainty Project - Phase 2: Tool Development and Implementation,BD23 3AE,,,FCPIF00151B00,Project,,
DEFRA,EA,25/06/2013,Professional Services Other,AN Eastern-AEM - Monitoring,Land & Water Services Ltd,1192002,"£31,946.45",Anglian Region - Maintenance of navigation structures,GU5 9AF,,30185413,,Administration,,
DEFRA,EA,04/06/2013,Professional Services Other,Head of Research,Natural England,1186088,"£30,000.00",Living With Environmental Change Project - Climate Change Impacts Report Card collaboration with Natural England,YO1 7PX,,,HOEV121302,Project,,
DEFRA,EA,25/06/2013,Professional Services Other,E and B Regulated Industry,NERC,1192735,"£125,000.00",Radioactivity and the Environment (RATE) first year funding (out of five) 2013-14,SN2 1EU,,,EBPRI11125,Project,,
DEFRA,EA,04/06/2013,Professional Services Other,NE Capital WiP,Northern Archaelogical Associates,1180649,"£36,469.31",Archaeological monitoring and excavation at Greatham Managed Realignment,DL12 8BN,,,IMNE000823,Project,,
DEFRA,EA,11/06/2013,Professional Services Other,MI Planning and Performance,Nottingham City Council,1188833,"£66,225.96",Ribblesdale Road - trail holes and soft works,NG1 2DE,,,REMI001806,Project,,
DEFRA,EA,18/06/2013,Professional Services Other,Nat Trading and Reg Services,Ricardo AEA Ltd,1190756,"£41,293.20",Climate Change Agreements consultancy support,OX11 0QJ,,30372742,,Administration,,
DEFRA,EA,20/06/2013,Professional Services Other,Nat Trading and Reg Services,Ricardo AEA Ltd,1191135,"£34,603.00",Specialist contractor support for European Union Emissions Trading Scheme,OX11 0QJ,,30350436,,Administration,,
DEFRA,EA,25/06/2013,Professional Services Other,National Legal Services,Richard Banwell,1192987,"£26,793.00",Legal Services for the Yorkshire & North East region from April 2013 to March 2014,EC4Y 7AR,,,RENELG0010,Project,,
DEFRA,EA,06/06/2013,Professional Services Other,E and B Land and Water,RK Partnership Ltd,1167719,"£45,537.18",Stakeholder Engagement Advice and Facilitation Services for Significant Water Management Issues project,BA7 7DW,,30217793,EBPLW12051,Project,,
DEFRA,EA,11/06/2013,Professional Services Other,MI Planning and Performance,Solihull Metropolitan Borough Council,1188001,"£86,860.00",Contribution towards Babbs Mill Park (Solihull) reed bed project,B91 9QT,,,REMI001818,Project,,
DEFRA,EA,06/06/2013,Professional Services Other,SE SSD - AEM East,South East Water Ltd,1187497,"£50,000.00",Ouse upstream thinking project,ME6 5AH,,,RESE000102,Project,,
DEFRA,EA,04/06/2013,Professional Services Other,HO Legal Services,Sweet & Maxwell Group,1184726,"£33,612.00",Lawtel subscription-based research tool - subscription for 2013,NW3 3PF,,,,Administration,,
DEFRA,EA,04/06/2013,Professional Services Other,National Accomodation Change Fund,Team Q Maintenance Ltd,1186083,"£128,394.84","Heating Replacement Project (Phase 1) at Fobney Mead, Reading",SG13 7AX,,30173392,HORES00088,Project,,
DEFRA,EA,14/06/2013,Professional Services Other,National Finance,United Utilities,1193455,"£267,873.00",Reimbursement of costs incurred for Brennand and Whitendale low flow alleviation,WA5 3UZ,,,,Administration,,
DEFRA,EA,11/06/2013,Professional Services Other,National Finance,United Utilities,1193457,"£61,235.00",Reimbursement of costs incurred in relation to Ramsgreave Pipeline,WA5 3UZ,,,,Administration,,
DEFRA,EA,18/06/2013,Professional Services Other,SE SSD - AEM East,Wild Trout Trust,1179373,"£40,000.00",Sea trout conservation officer,PO8 0WZ,,,RESE000102,Project,,
DEFRA,EA,25/06/2013,Travel,E and B Land and Water,Aston University,1193119,"£35,694.54",Fisheries and Biodiversity workshop,B4 7ET,,,EBPLW12019,Project,,
DEFRA,EA,18/06/2013,Travel,National Technical Team,Redfern Travel Ltd,1187506,"£345,770.82",Staff business-related train travel 16-31 May 2013,BD1 1PL,,30342649,,Administration,,
Defra,Fera,04/06/2013,Ibm (Mers) Recharge,Whole of FeraFera,'D E F R A,92238,"£1,377,458.85",Defra Agency Recharge of IBM computer support for the period April-November 2012,YO1 7PX,,N/A,!,ADMINISTRATION,,
Defra,Fera,04/06/2013,Purchase Of Publications,Knowledge Info Mgt & Systems,Elsevier Bv,1947,"£63,532.02",Annual order 2013-14 for subscriptions to electronic publications and periodicals for the Information Centre,.,,N/A,!,ADMINISTRATION,,
Defra,Fera,04/06/2013,It Software Support,External Affairs Directorate,Thermo Fisher Scientific,94423,"£53,288.36",Nautilus: laboratory information management system annual support and maintenance 2013-14,HP2 7GE,,N/A,!,ADMINISTRATION,,
Defra,Fera,06/06/2013,Estates Charges,Finance and Corporate Services,DTZ,95149,"£188,780.16",Core Facilities Management charges for April 2013,B4 6AJ,,N/A,!,ADMINISTRATION,,
Defra,Fera,11/06/2013,Computers: Capital at cost,Whole of FeraFera,Vodafone Ltd (Unified Communications Group),94689,"£55,399.19",310 Avaya Landline telephones and licences.  These are the types of telephones used in call centres that are interconnected and linked to central monitoring systems.,DE14 1SF,,N/A,CE000805,ADMINISTRATION,,
Defra,Fera,13/06/2013,Direct Consumables/Materials,Proficiency Testing,Dhl International Uk Ltd,95301,"£39,257.60",Worldwide transport of Test Samples (1343 shipments),TW3 9LP,,N/A,V2AX3300,ADMINISTRATION,,
Defra,Fera,13/06/2013,Prepayment Postal Visa Card,Finance & Procurement,National Westminster Bank Plc,95849,"£181,788.42",Procurement card statement for period 10 May-9 June 2013,SS1 9AJ,,N/A,!,ADMINISTRATION,,
Defra,Fera,13/06/2013,Buildings: Capital At Cost,Estates & H&S,Shepherd Engineering Services,95697,"£81,761.28","Quarantine drainage - mechanical, electrical services and builders working to update the old drainage from being underground to being overground due to concern that there could be leakage.",YO10 4EA,,N/A,BD000176,ADMINISTRATION,,
Defra,Fera,18/06/2013,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (NIAB),95542,"£70,997.75","Routine service and delivery: Lots 1, 2, 3 and 4. Distinctness, Uniformity and Stability tests on cereals,winter oilseed rape, sugar beet and minor crops",CB3 0LE,,N/A,A2AN1000,ADMINISTRATION,,
Defra,Fera,18/06/2013,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (NIAB),95543,"£57,164.58",Routine Service and Delivery: Lot 5 Pathology. Value for cultivation and use reporting.,CB3 0LE,,N/A,A2AJ1000,ADMINISTRATION,,
