ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,31-Mar-11,WW000-Balance Sheet,611012-Invoice Overpayments,PEMBROKESHIRE COUNTY COUNCIL,1549486,"Ł28,765.88"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,212604-Contract Staff - Other,METHODS CONSULTING,1043165,"Ł25,452.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,212605-Agency Staff - Professional & Other,TAC TPS LTD T/A ADVANTAGE TECHNICAL RESOURCING,1043663,"Ł32,625.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,212605-Agency Staff - Professional & Other,CAPGEMINI UK PLC,1043803,"Ł26,400.00"
MoJ HQ,21-Mar-11,NZ406-Strategic Estates Feeder,212605-Agency Staff - Professional & Other,CONCERTO CONSULTING,1044513,"Ł27,030.00"
MoJ HQ,03-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,HMRC,1042851,"Ł35,570.06"
MoJ HQ,07-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,YORKE PROPERTY MANAGEMENT LTD,1043272,"Ł613,106.32"
MoJ HQ,17-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1044228,"Ł37,257.30"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,BROOKS PROPERTIES,1044942,"Ł573,600.00"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1044957,"Ł146,506.13"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,APIA ASSET MANAGEMENT LTD,1044911,"Ł39,300.00"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1045025,"Ł191,161.25"
MoJ HQ,25-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,LAND SECURITIES PROPERTIES LTD,6290,"Ł3,252,798.50"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,BNP PARIBAS REAL ESTATE,1045321,"Ł61,470.00"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,221410-Official Cars - Hire Charges,ARVAL UK LTD,1043403,"Ł33,823.86"
MoJ HQ,17-Mar-11,NZ406-Strategic Estates Feeder,221410-Official Cars - Hire Charges,ARVAL UK LTD,1044140,"Ł49,265.61"
MoJ HQ,03-Mar-11,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",222114-Service Charges,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1042767,"Ł27,698.34"
MoJ HQ,17-Mar-11,NZ406-Strategic Estates Feeder,222131-Building Improvement Works,DTZ DEBENHAM TIE LEUNG,1044198,"Ł37,800.00"
MoJ HQ,07-Mar-11,NZ406-Strategic Estates Feeder,222142-Utility - Electricity,EDF ENERGY LTD,1043090,"Ł52,630.86"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222142-Utility - Electricity,EDF ENERGY LTD,1043479,"Ł56,960.50"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222151-Security,CARLISLE SECURITY SERVICES LTD,1043441,"Ł38,458.00"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222151-Security,CARLISLE SECURITY SERVICES LTD,1043441,"Ł113,198.32"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222152-Cleaning (excl Waste Collctn),LANCASTER OFFICE CLEANING CO LTD,1043550,"Ł110,448.07"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,222154-Equipment Maintenance,CABLE & WIRELESS,1044949,"Ł48,026.40"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,222155-Other Service Contracts - Accommodation,CALIBRE CONSULTANCY LTD,1045338,"Ł73,388.47"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222192-CIS Labour Mechanical & Electric,M J FERGUSON LTD,1043566,"Ł201,065.70"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222193-CIS Labour B & CE,ASSOCIATED SERVICES (ESSEX) LTD,1043408,"Ł105,976.79"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,222193-CIS Labour B & CE,M J FERGUSON LTD,1045085,"Ł66,654.85"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223210-SCA IT Serv Chgs LOCCS LIBRA Infstr,HP ENTERPRISE SERVICES UK LTD,1043128,"Ł77,132.56"
MoJ HQ,28-Mar-11,LZ430-I&B Operations,223320-IT Services ARAMIS,NATIONAL SAVINGS & INVESTMENTS,1045461,"Ł759,610.00"
MoJ HQ,17-Mar-11,NX900-MOJ Shared Services,223321-Liberata - Payroll Services,LIBERATA UK LTD,1044271,"Ł308,469.46"
MoJ HQ,24-Mar-11,QZ600-CPG Other,223321-Liberata - Payroll Services,AVON & SOMERSET PROBATION AREA,1044918,"Ł54,112.26"
MoJ HQ,03-Mar-11,KY220-Access to Justice Change,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1042885,"Ł29,700.00"
MoJ HQ,17-Mar-11,NX900-MOJ Shared Services,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1044271,"Ł37,127.36"
MoJ HQ,17-Mar-11,NX900-MOJ Shared Services,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1044271,"Ł29,564.41"
MoJ HQ,28-Mar-11,KY220-Access to Justice Change,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1045435,"Ł29,700.00"
MoJ HQ,21-Mar-11,NX900-MOJ Shared Services,223325-ARAMIS Other Services,LIBERATA UK LTD,1044574,"Ł1,379,545.64"
MoJ HQ,10-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,TNS BMRB,1043669,"Ł42,278.40"
MoJ HQ,14-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,UNIVERSITY OF KENT,1043983,"Ł37,104.15"
MoJ HQ,17-Mar-11,LZ600-Transforming Justice,223410-Research & Associated Costs,THE FUTURES COMPANY,1044371,"Ł68,400.00"
MoJ HQ,17-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1044298,"Ł49,155.01"
MoJ HQ,17-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,UNIVERSITY OF SURREY,1044386,"Ł34,791.96"
MoJ HQ,24-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1045089,"Ł314,078.40"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223513-Design/Print/Reprographic Services,LIBERATA UK LTD,1043887,"Ł27,373.64"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223513-Design/Print/Reprographic Services,LIBERATA UK LTD,1043887,"Ł85,164.18"
MoJ HQ,03-Mar-11,NZ406-Strategic Estates Feeder,223515-Postage & Distribution - Royal Mail,ROYAL MAIL GROUP PLC,1042950,"Ł26,586.00"
MoJ HQ,03-Mar-11,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1042969,"Ł42,464.40"
MoJ HQ,24-Mar-11,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1045184,"Ł66,806.10"
MoJ HQ,28-Mar-11,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1045515,"Ł66,806.10"
MoJ HQ,03-Mar-11,NX900-MOJ Shared Services,223532-Pension advice & administration,CAPITA HARTSHEAD LTD,1042773,"Ł52,515.90"
MoJ HQ,30-Mar-11,NX900-MOJ Shared Services,223532-Pension advice & administration,CAPITA HARTSHEAD LTD,1045604,"Ł52,233.97"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1042855,"Ł92,780.35"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,VP TREEN & ASSOCIATES,1042989,"Ł36,000.00"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,VP TREEN & ASSOCIATES,1042989,"Ł30,600.00"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HM PRISON SERVICE,1042849,"Ł37,968.71"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HM PRISON SERVICE,1042849,"Ł599,682.19"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CACI LTD,1043064,"Ł28,200.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CACI LTD,1043438,"Ł69,870.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1043869,"Ł29,986.14"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INSIGHT DIRECT (UK) LTD,1043870,"Ł33,520.80"
MoJ HQ,17-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,STERIA LTD,1044358,"Ł236,989.34"
MoJ HQ,21-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1044554,"Ł190,773.86"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CABLE & WIRELESS,1044949,"Ł449,760.00"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045412,"Ł42,699.45"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1045405,"Ł127,340.72"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,MEGA INTERNATIONAL LTD,1045455,"Ł50,400.00"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CABLE & WIRELESS,1045601,"Ł97,407.44"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,V P TREEN LTD,1045884,"Ł30,258.60"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,STERIA LTD,1045854,"Ł237,708.78"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,BYTES SOFTWARE SERVICES LTD,1045600,"Ł117,175.75"
MoJ HQ,30-Mar-11,LZ600-Transforming Justice,223536-IT Services incl Web Hosting,NINIAN SOLUTIONS LTD,1045784,"Ł66,600.00"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045996,"Ł54,163.20"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045996,"Ł33,887.10"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,COMPUTERS IN PERSONNEL LTD,1046094,"Ł45,270.00"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł70,099.45"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł41,062.32"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł120,224.71"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł174,716.40"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł168,913.20"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł32,961.15"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł50,526.31"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł133,674.40"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"Ł274,386.68"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł123,978.45"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł133,865.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł95,641.99"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł68,764.04"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł70,099.45"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł50,526.31"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł32,961.15"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł41,062.32"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł44,116.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"Ł174,716.40"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1045673,"Ł428,534.12"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1045673,"Ł436,172.74"
MoJ HQ,10-Mar-11,LZ600-Transforming Justice,"223539-Publicity, Advertising & Communictn (VAT Recovrbl)",THE PRESS ASSOCIATION,1043667,"Ł27,072.92"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223545-Telecomms - Charges/Rental - mobile,VODAFONE CORPORATE LTD,1042988,"Ł26,294.10"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223545-Telecomms - Charges/Rental - mobile,VODAFONE CORPORATE LTD,1045886,"Ł26,210.68"
MoJ HQ,07-Mar-11,KY220-Access to Justice Change,223560-DISC IT Application Costs,LOGICA UK LTD,1043154,"Ł96,700.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł193,680.46"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł28,578.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł365,083.81"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł176,286.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł42,773.10"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł41,767.20"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł64,521.24"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł30,600.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł37,266.61"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł68,098.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł235,692.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł540,000.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł84,952.82"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł35,470.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"Ł61,220.40"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043890,"Ł482,613.60"
MoJ HQ,30-Mar-11,KY220-Access to Justice Change,223560-DISC IT Application Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł61,591.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł106,732.80"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł104,610.00"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł460,543.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł462,819.60"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł70,015.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł32,616.00"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł398,689.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł1,789,555.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł1,118,730.00"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł785,570.40"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"Ł189,000.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"Ł92,493.83"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"Ł46,328.32"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,HOME OFFICE,1043865,"Ł199,856.02"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"Ł154,440.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"Ł46,874.40"
MoJ HQ,17-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044142,"Ł192,304.80"
MoJ HQ,21-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044481,"Ł61,586.40"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł104,610.00"
MoJ HQ,24-Mar-11,NX900-MOJ Shared Services,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł25,233.13"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł660,000.00"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł462,819.60"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł106,732.80"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł398,689.20"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł1,789,555.20"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł785,570.40"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł189,000.00"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł70,015.20"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"Ł460,543.20"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł2,432,042.74"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł74,844.00"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł117,221.58"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł219,770.76"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł228,320.10"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł1,118,730.00"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł268,302.53"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł1,477,052.77"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"Ł95,301.36"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł56,404.30"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł30,242.53"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł31,392.24"
MoJ HQ,30-Mar-11,NZ406-Strategic Estates Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł52,333.20"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,HOME OFFICE,1045705,"Ł55,585.52"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł35,072.40"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł36,138.00"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł154,984.50"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"Ł25,981.20"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"Ł32,616.00"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"Ł84,960.00"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"Ł70,081.20"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"Ł67,440.60"
MoJ HQ,31-Mar-11,NX900-MOJ Shared Services,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"Ł134,400.00"
MoJ HQ,24-Mar-11,KY500-Access to Justice Procurement,223565-Claims Mgt Subcontractor Charges,STAFFORDSHIRE COUNTY COUNCIL,1045176,"Ł149,292.00"
MoJ HQ,10-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,LOGICA UK LTD,1043562,"Ł78,735.60"
