Department,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,DZ999-South West Region,130001-Other Income,MARSTON GROUP,1571531,"£31,479.20"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,130001-Other Income,MARSTON GROUP,1571531,"£134,383.99"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,AR999-HMCS Central Budgets,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1571462,"£4,804,820.27"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,TR130-Finance & Resources,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1091,"£1,322,051.72"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,TR200-Regional South,221000-Property Rent and Rates,EDDISONS,1553455,"£40,368.52"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,TR200-Regional South,221000-Property Rent and Rates,CBRE CB RICHARD ELLIS,1564078,"£48,960.00"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,TR190-Regional North,221000-Property Rent and Rates,LANDA ASSET MANAGEMENT PLC,6346,"£173,862.00"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,HZ999-North East and Yorkshire,223000-Other Expenditure,NEOPOST LTD,1550504,"£41,671.82"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1565093,"£27,097.32"
Ministry of Justice,HM Courts and Tribunals Service,13-Apr-11,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1569611,"£38,740.18"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1575415,"£31,126.91"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,BZ999-London Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1581791,"£47,144.78"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1581791,"£50,518.14"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,BZ999-London Region,222002-Other Property Costs,DERBYSHIRE COURTS LTD,1580021,"£546,154.97"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,222001-Maintenance,PRIME ESTATES PROPERTY MANAGEMENT,1562181,"£31,834.75"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,IZ999-RCJ Group,222001-Maintenance,WICHFORD TEMPLE BACK BRISTOL LTD,1565055,"£85,000.00"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,222001-Maintenance,REGTON LTD,1550669,"£31,811.40"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1553864,"£25,472.04"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1564516,"£33,252.23"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1585255,"£30,203.64"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1585255,"£28,481.08"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1585255,"£35,392.34"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1553197,"£61,838.74"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AG999-Estates Directorate HMCS HQ,222001-Maintenance,WHEELERS,1575375,"£39,780.24"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,FZ999-Midlands Region,222001-Maintenance,SITEC INTERIORS LTD,1575217,"£30,605.64"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,222001-Maintenance,SITEC INTERIORS LTD,1550725,"£153,826.16"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,222001-Maintenance,SITEC INTERIORS LTD,1550725,"£54,027.19"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,PROCARE BUILDING SERVICES LTD,1553969,"£29,502.56"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,PROCARE BUILDING SERVICES LTD,1553969,"£59,482.80"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,FZ999-Midlands Region,222001-Maintenance,DH FATHERS LTD,1571248,"£34,177.20"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,EZ999-Wales Region,222001-Maintenance,HENSTAFF CONSTRUCTION LTD,1571391,"£67,027.56"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222001-Maintenance,VINSTRATA BUILDERS (LONDON) LTD,1575338,"£191,590.80"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,EZ999-Wales Region,222001-Maintenance,HENSTAFF CONSTRUCTION LTD,1585244,"£30,955.30"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,222001-Maintenance,TREND CONTROL SYSTEMS LTD,1554182,"£45,787.54"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1553196,"£25,721.40"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,PROCARE BUILDING SERVICES LTD,1553969,"£38,317.14"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1553863,"£28,566.36"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,222001-Maintenance,WILSON JAMES LTD,1562405,"£182,255.02"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,FZ999-Midlands Region,222001-Maintenance,REIRSE RYAN LTD,1562207,"£49,590.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,PYEROY LTD,1564830,"£25,560.00"
Ministry of Justice,HM Courts and Tribunals Service,20-Apr-11,AG999-Estates Directorate HMCS HQ,222001-Maintenance,C WOOD & SON (LUTON) LTD,1575497,"£68,721.26"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,261000-Fuel and Utilities,UNITED UTILITIES WATER PLC,365096,"£78,893.62"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1571142,"£42,100.26"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1571142,"£45,476.28"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,FZ999-Midlands Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1571142,"£55,735.08"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,DZ999-South West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1571142,"£51,482.68"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1573564,"£66,914.97"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,IZ999-RCJ Group,261000-Fuel and Utilities,EDF ENERGY LTD,1573769,"£46,502.66"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,IZ999-RCJ Group,261000-Fuel and Utilities,EDF ENERGY LTD,1573769,"£41,715.88"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,TR120-Corporate,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1573564,"£30,031.09"
Ministry of Justice,HM Courts and Tribunals Service,26-Apr-11,BZ999-London Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1583624,"£60,944.16"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,EZ999-Wales Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1585111,"£50,734.23"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1553371,"£84,801.97"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,261000-Fuel and Utilities,BEDFORDSHIRE POLICE AUTHORITY,1558516,"£32,796.83"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,IZ999-RCJ Group,261000-Fuel and Utilities,CORONA ENERGY,1571213,"£29,649.13"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,222002-Other Property Costs,MITIE SECURITY LTD,1553821,"£26,056.91"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1558895,"£36,456.26"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,222002-Other Property Costs,MITIE SECURITY LTD,1558895,"£45,177.70"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,222002-Other Property Costs,MITIE SECURITY LTD,1564514,"£428,810.42"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,DZ999-South West Region,222002-Other Property Costs,MITIE SECURITY LTD,1564514,"£299,008.19"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1564514,"£432,113.33"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,BZ999-London Region,222002-Other Property Costs,HM PRISON SERVICE,1564319,"£35,346.91"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,222002-Other Property Costs,MITIE SECURITY LTD,1571564,"£410,701.56"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,EZ999-Wales Region,222002-Other Property Costs,MITIE SECURITY LTD,1571564,"£193,192.42"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,HZ999-North East and Yorkshire,222002-Other Property Costs,MITIE SECURITY LTD,1574221,"£36,564.85"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,GZ999-North West Region,222002-Other Property Costs,MITIE SECURITY LTD,1574221,"£43,586.65"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222002-Other Property Costs,MITIE SECURITY LTD,1574221,"£560,267.65"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,BZ999-London Region,222002-Other Property Costs,MITIE SECURITY LTD,1580190,"£766,709.10"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,HZ999-North East and Yorkshire,222002-Other Property Costs,NORTH YORKSHIRE COUNTY COUNCIL,1562056,"£31,930.16"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1564849,"£50,921.64"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1571777,"£58,582.44"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222002-Other Property Costs,HI-SPEC FACILITIES SUPPORT CO PLC,1573914,"£258,547.51"
Ministry of Justice,HM Courts and Tribunals Service,20-Apr-11,GZ999-North West Region,222002-Other Property Costs,"OCS GROUP UK LTD, OCS ENGINEERING",1575763,"£28,078.37"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,BZ999-London Region,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1580157,"£328,211.32"
Ministry of Justice,HM Courts and Tribunals Service,26-Apr-11,EZ999-Wales Region,222002-Other Property Costs,OCS SUPPORT SERVICES LTD,1583877,"£93,328.30"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,HZ999-North East and Yorkshire,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1586074,"£137,894.30"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,GZ999-North West Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1586074,"£178,103.07"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,TR120-Corporate,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1586160,"£30,122.63"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,222001-Maintenance,EC HARRIS LLP,1553454,"£96,547.46"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1558637,"£59,401.88"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1561708,"£51,399.84"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,222001-Maintenance,EC HARRIS LLP,1561708,"£32,400.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1561708,"£97,127.29"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1561708,"£153,000.00"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,IZ999-RCJ Group,222001-Maintenance,EC HARRIS LLP,1571275,"£32,400.00"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1580030,"£70,283.78"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,DZ999-South West Region,222001-Maintenance,CHUBB LOCKS CUSTODIAL SERVICES LTD,1573639,"£61,303.14"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,TR190-Regional North,222001-Maintenance,TELEREAL TRILLIUM,1571883,"£43,848.19"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,222001-Maintenance,VOICE PRODUCTS LTD,1550789,"£75,093.91"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,222001-Maintenance,IOM CONSULTING LTD,360033,"£68,162.40"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,EZ999-Wales Region,222001-Maintenance,HOME OFFICE,1561849,"£74,000.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1561708,"£26,241.62"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1550304,"£34,586.11"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1550304,"£25,455.88"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1550428,"£66,358.28"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1550428,"£40,659.48"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,DZ999-South West Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1550428,"£36,833.46"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1550428,"£25,821.23"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,TR200-Regional South,222001-Maintenance,ISLWYN PUGH CONSTRUCTION LTD,1561873,"£54,000.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1564330,"£37,403.26"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1571080,"£47,944.07"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1571080,"£56,431.53"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1571080,"£59,891.75"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1571565,"£85,049.30"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,TR190-Regional North,222001-Maintenance,ARH GROUP LTD,1573477,"£42,307.20"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1574286,"£32,751.48"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1574286,"£41,008.18"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1573493,"£27,075.60"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,DZ999-South West Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1574285,"£40,420.22"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,GZ999-North West Region,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1573615,"£197,535.67"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1573493,"£25,273.80"
Ministry of Justice,HM Courts and Tribunals Service,20-Apr-11,CZ999-South East Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1575739,"£42,200.54"
Ministry of Justice,HM Courts and Tribunals Service,26-Apr-11,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1583852,"£104,764.68"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,BZ999-London Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1585341,"£119,782.03"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1586194,"£135,512.77"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1553196,"£97,800.00"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,222001-Maintenance,GARSIDE & LAYCOCK LTD,1553517,"£33,880.38"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1562320,"£34,800.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1562320,"£32,865.59"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1562320,"£30,924.52"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1562320,"£35,861.81"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1562320,"£34,800.00"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,TR200-Regional South,222001-Maintenance,STP SOLUTIONS LTD,1575259,"£28,892.96"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,IZ999-RCJ Group,222001-Maintenance,SYKES & SON LTD,1575274,"£37,440.60"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,262000-SCA Costs,MODERN COURTS (EAST ANGLIA) LTD,1558899,"£493,090.44"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1561725,"£289,527.01"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,262000-SCA Costs,MODERN COURTS (HUMBERSIDE) LTD,1571566,"£420,059.60"
Ministry of Justice,HM Courts and Tribunals Service,20-Apr-11,HZ999-North East and Yorkshire,262000-SCA Costs,PALECASTLE LTD,1576946,"£106,744.09"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1580073,"£568,805.70"
Ministry of Justice,HM Courts and Tribunals Service,26-Apr-11,IZ999-RCJ Group,262000-SCA Costs,IRON MOUNTAIN UK LTD,1583801,"£218,584.43"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,DZ999-South West Region,262000-SCA Costs,SERVICES SUPPORT (AVON & SOMERSET) LTD,1585887,"£805,844.27"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1553620,"£98,092.05"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1561842,"£94,092.05"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1565092,"£37,148.51"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AB999-Court Improvement Directorate,223001-Printing Postage and Office expenditure,XEROX  BUSINESS SERVICES,1575414,"£35,813.76"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1554034,"£28,877.92"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1562235,"£30,236.54"
Ministry of Justice,HM Courts and Tribunals Service,13-Apr-11,TR120-Corporate,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1569529,"£161,588.81"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,CZ999-South East Region,223000-Other Expenditure,VOICE PRODUCTS LTD,1550789,"£30,771.97"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,CZ999-South East Region,223000-Other Expenditure,VOICE PRODUCTS LTD,1550789,"£30,771.97"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,223000-Other Expenditure,HM PRISON SERVICE,1571405,"£29,306.63"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AR999-HMCS Central Budgets,263000-Other Contracted Out Services,GOVERNMENT ACTUARY'S DEPARTMENT,1553544,"£39,675.00"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,263000-Other Contracted Out Services,EUREST SERVICES,1550308,"£25,867.14"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,AE199-Finance Directorate HMCS HQ,265000-IT & Telecommunications,STC ENERGY MANAGEMENT,1562297,"£90,000.00"
Ministry of Justice,HM Courts and Tribunals Service,26-Apr-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1583647,"£32,533.90"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1561568,"£36,578.16"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,265000-IT & Telecommunications,CABLE & WIRELESS GLOBAL CARD SERVICES,1561585,"£25,060.45"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,AV332-CBMP Civil Bus Mod Programme,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1585086,"£44,817.60"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1550446,"£26,580.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1564450,"£285,626.40"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1564450,"£83,110.80"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AA499-HMCS Change Programme,265000-IT & Telecommunications,LOGICA UK LTD,1564450,"£135,073.20"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,TB140-Change Programme,265000-IT & Telecommunications,LOGICA UK LTD,1571506,"£123,854.40"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AV332-CBMP Civil Bus Mod Programme,265000-IT & Telecommunications,LOGICA UK LTD,1574117,"£64,862.15"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AV322-CP Change Management SUPS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1553183,"£32,565.60"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,AG999-Estates Directorate HMCS HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£152,480.75"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£129,229.20"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,AB999-Court Improvement Directorate,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£39,388.80"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,AA499-HMCS Change Programme,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1585086,"£26,019.29"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,FZ999-Midlands Region,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1585988,"£31,953.90"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1580148,"£113,828.40"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1585313,"£334,585.94"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1585313,"£30,302.40"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,AB999-Court Improvement Directorate,264000-Consultancy,INFO-ASSURE LTD,1571436,"£25,425.00"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,AB999-Court Improvement Directorate,264000-Consultancy,INFO-ASSURE LTD,1571436,"£35,775.00"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,TR130-Finance & Resources,223000-Other Expenditure,HMRC,1558756,"£642,225.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,226000-Court Costs,EUREST SERVICES,1564198,"£33,904.06"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1550484,"£31,739.60"
