Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
31/05/2016,6773562,44393.86,KENT CONSTRUCTION LIMITED,Assets Under Construction (Oracle PA Control Account)
19/05/2016,6684510,44367.37,VODAFONE LTD,Information Systems Maintenance
24/05/2016,6719251,44177.99,CENTRAL PROVIDENT FUND BOARD,Multiple Accounts
13/05/2016,6627054,43905.42,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
27/05/2016,6760474,43434,CONCILIATION RESOURCES,Programme Spend (Oracle Projects Control Account)
31/05/2016,6773528,43428.3,GOVERNMENT COMMUNICATIONS BUREAU  ADMIN A/C 6253,Customer Refund Account
25/05/2016,6733593,43220.76,THE ROYAL BANK OF SCOTLAND,Recharge Suspense Account (Oracle PA Control Account)
26/05/2016,6748555,43120,COMPUTACENTER UK LTD,Information Systems Under £3000 (non-capitalised)
16/05/2016,6644462,42960.35,DMS AFRICA,Multiple Accounts
12/05/2016,6618432,42862.93,VODAFONE LTD,Multiple Accounts
13/05/2016,6627492,42412.5,AGILE BYTE LIMITED,Assets Under Construction (Oracle PA Control Account)
13/05/2016,6627048,42395.12,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
06/05/2016,6552443,42351.66,MBI SCAVI,Assets Under Construction (Oracle PA Control Account)
06/05/2016,6554731,42264.15,GOLDEN ARROW CO LTD,Assets Under Construction (Oracle PA Control Account)
09/05/2016,6565600,41817.77,OXFAM CANADA,Programme Spend (Oracle Projects Control Account)
05/05/2016,6547432,41759.96,RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
30/05/2016,6762583,41387.15,BEIJING ZHIMENG DECORATING COMPANY,Non-Official Payments
20/05/2016,6697466,41377.18,EXTRASPACE SOLUTIONS,Construction Project more than £10k
12/05/2016,6619620,41326,FOUNDATION DE I APPEL DE GENEVE,Programme Spend (Oracle Projects Control Account)
11/05/2016,6607727,41061.22,FCO SERVICES,Security: Works Non-Residential
01/05/2016,6157463,41000,FRONTIER ECONOMICS,Professional Subscriptions
23/05/2016,6715579,40916.88,INTERSERVE FM LTD,Construction Project more than £10k
13/05/2016,6626932,40835.88,INTERSERVE FM LTD,Construction Project more than £10k
03/05/2016,6526446,40684,IIZUKA,Information Systems Maintenance
12/05/2016,6619692,40554.7,CARAT,General Information Services
25/05/2016,6731472,40070.7,SOCIAL SECURITY CONTRIBTN AUTHORITY,Multiple Accounts
09/05/2016,6566438,40027.95,JAT CONSTROI,Rental Payments - non residential
12/05/2016,6619696,40000,FCO SERVICES,Misc Security Payments
24/05/2016,6724496,40000,CABINET OFFICE,Verbatims and Press Summaries
10/05/2016,6582424,39676.28,IMSS,Multiple Accounts
13/05/2016,6629544,39543,STABILIZATION SUPPORT SERVICES,Programme Spend (Oracle Projects Control Account)
24/05/2016,6724508,39460.83,INSTITUTE FOR INTERNATIONAL CRIMINAL INVESTIGATIONS,Programme Spend (Oracle Projects Control Account)
16/05/2016,6653449,39413.05,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
19/05/2016,6684430,39368.98,Abdulsalam Al Rafi Group LLC,Rental Payments - residential
05/05/2016,6543490,39170.02,CHP CASHBOX TOP UP,Interbank Transfers/Withdrawals
16/05/2016,6645476,39150,CONSOLIDATED PR LTD,Public Relations
20/05/2016,6696601,38932.89,STADIUM MANAGEMENT LTD,Inward visits to the UK and UK Conferences
19/05/2016,6683582,38922.9,WHITES CONSULTANTS LIMITED,Programme Spend (Oracle Projects Control Account)
05/05/2016,6544443,38874.38,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
04/05/2016,6533432,38845.36,COMPUTACENTER UK LTD,IT/IS Consultancy
09/05/2016,6571428,38505.17,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
12/05/2016,6619616,37977.19,QATAR CORAL FOR REAL ESTATE DEVELOPMENT LLC,Multiple Accounts
18/05/2016,6678447,37616.78,AVON BARRIER CORPORATION LTD,Security: Works Non-Residential
18/05/2016,6676449,37584.03,HOME OFFICE,Inward Secondments
23/05/2016,6715441,37479.11,OVERSEAS SUPPLY SERVICES LTD,UK Guarding Contracts Overseas
10/05/2016,6583524,37394.85,INTERNATIONAL FINANCE CORPORATION,Protocol - General VAT Refunds to Other Organisations
06/05/2016,6555449,37369.61,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
27/05/2016,6759446,37348.74,SSK,Multiple Accounts
20/05/2016,6696759,36994.56,COMPUTACENTER UK LTD,Multiple Accounts
18/05/2016,6674082,36982.77,SECRETARY NDMC NEW DELHI,Multiple Accounts
04/05/2016,6533499,36828,INTERNATIONAL RESCUE COMMITTEE,Programme Spend (Oracle Projects Control Account)
09/05/2016,6565636,36565.19,LIAISON TANZANIA LIMITED,Subsidy To Local Medical Schemes
17/05/2016,6657910,36418.74,YLBHI INDONESIA LEGAL AID INSTITUTE,Programme Spend (Oracle Projects Control Account)
20/05/2016,6698467,35918.67,THE ROYAL BANK OF SCOTLAND,UK - Air Travel
27/05/2016,6757887,35672.02,WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
09/05/2016,6572433,35624.37,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
16/05/2016,6656455,35526,COMPUTACENTER UK LTD,Information Systems Implementation
05/05/2016,6545453,35323.61,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
13/05/2016,6627045,35040.31,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
18/05/2016,6678461,35021,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Information Systems Implementation
04/05/2016,6532674,35000,THE DEATH PENALTY PROJECT LIMTED,Human Rights : Prisoners
16/05/2016,6654424,35000,ISS GLOBAL LTD,Programme Spend (Oracle Projects Control Account)
09/05/2016,6565616,34991.42,GRAN LONKO COMERCIAL,Rental Payments - non residential
27/05/2016,6755454,34637.23,FIRST GULF PROPERTIES,Rental Payments - residential
26/05/2016,6752451,34558,WORLDREACH SOFTWARE CORPORATION,Information Systems Maintenance
12/05/2016,6619587,34490.82,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
12/05/2016,6619553,34404.29,DFID DEPT INTERNATIONAL DEVELOPMENT,Recharge Suspense Account (Oracle PA Control Account)
17/05/2016,6667476,34330.32,PILGRIMS AFRICA LTD,Local Guards
17/05/2016,6667479,34330.32,PILGRIMS AFRICA LTD,Local Guards
18/05/2016,6676433,34330.32,PILGRIMS AFRICA LTD,Local Guards
13/05/2016,6626909,34282.84,INTERSERVE FM LTD,FM Interserve Works
13/05/2016,6626855,34218.76,INTERSERVE FM LTD,FM Interserve Works
27/05/2016,6757866,34200,CHINA-BRITAIN BUSINESS COUNCIL,Market Information
25/05/2016,6741439,34199.53,OXFAM INTERMON,Programme Spend (Oracle Projects Control Account)
27/05/2016,6759463,34150,INTERNET WATCH FOUNDATION IWF,Programme Spend (Oracle Projects Control Account)
19/05/2016,6685464,34000,THE KONIGSWINTER CONFERENCE,Programme Spend (Oracle Projects Control Account)
25/05/2016,6733608,33988.4,MERCER HUMAN RESOURCE CONSULTING LTD,Local Staff Pension Contributions
13/05/2016,6626908,33977.2,INTERSERVE FM LTD,FM Interserve Works
10/05/2016,6583433,33919.24,NORTH EAST ATLANTIC FISHERIES COMMN,Protocol - General VAT Refunds to Other Organisations
24/05/2016,6728428,33836.37,SEBHATU AND SONS PROPERTY ADMINISTRATION AND SECURITY SERVICE PLC,Local Guards
09/05/2016,6573427,33665.99,AETNA,Multiple Accounts
26/05/2016,6752425,33533.07,HARQUEBUS,Recharge Suspense Account (Oracle PA Control Account)
11/05/2016,6608632,33105.82,WIENER GEBIETSKRANKENKASSE,Multiple Accounts
18/05/2016,6678553,33000,SG ELECTRICAL SOLUTIONS,Recharge Suspense Account (Oracle PA Control Account)
17/05/2016,6659440,32911.13,TAAM PETROLEUM LTD,Fuel
13/05/2016,6626927,32892.49,INTERSERVE FM LTD,Construction Project more than £10k
06/05/2016,6554886,32887.65,ADBLU INVESTMENTS LIMITED,Unscheduled repairs to building infrastructure
10/05/2016,6583529,32710.91,UNITED NATIONS,Protocol - General VAT Refunds to Other Organisations
19/05/2016,6684487,32614.07,SKA INTERNATIONAL GROUP,Catering Services
16/05/2016,6644552,32404.47,SUPPLY PLUS,Estates - Other Machinery and Equipment
27/05/2016,6759464,32404.47,SUPPLY PLUS,Estates - Other Machinery and Equipment
17/05/2016,6658002,32390.51,DELTA LIFE INSURANCE COMPANY LTD,Hospital/Specialist Treatment
23/05/2016,6715660,32384.22,G4S SECURITY SERVICE DRC SPRL,Local Guards
16/05/2016,6646480,32367.07,NEW ERA OIL AND GAS,Property Maintenance Overseas Non Residential
27/05/2016,6757736,32253.17,BRICKELL BAY TOWER LTD,Multiple Accounts
04/05/2016,6537439,32165.05,FCO SERVICES,Recharge Suspense Account (Oracle PA Control Account)
24/05/2016,6721437,31839.76,INSTITUTO DE GESTAO FINANCEIRA DA SEGURANCA SOCIAL,Multiple Accounts
01/05/2016,6500537,31611,IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
12/05/2016,6619715,31483.5,FCO SERVICES,Information Systems Maintenance
25/05/2016,6733514,31348.26,BALKANSKE INSTRAZIVACKE MREZE BIRN,Programme Spend (Oracle Projects Control Account)
11/05/2016,6608046,31338.69,CNTR ISTRAZV SUPROSTVLJANJA KRIMINL,Programme Spend (Oracle Projects Control Account)
26/05/2016,6744474,31187.12,DATACOM EMPLOYER SERVICES,Multiple Accounts
02/05/2016,6615535,31099.58,THE ROYAL BANK OF SCOTLAND,Travel Package Advance Overseas Posting (Credit Card Payments Only)
13/05/2016,6627052,31009.07,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
19/05/2016,6680480,30960.43,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
13/05/2016,6626919,30738.83,INTERSERVE FM LTD,Construction Project more than £10k
23/05/2016,6705437,30670.17,TYCO INTEGRATED SECURITY S L,Multiple Accounts
02/05/2016,6507437,30647.13,HANCARS INC,Assets Under Construction (Oracle PA Control Account)
26/05/2016,6748544,30644,AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
16/05/2016,6656470,30597.49,HEALIX INTERNATIONAL LTD,Gp Consultations
27/05/2016,6757727,30584.63,CHINA-BRITAIN BUSINESS COUNCIL,Programme Spend (Oracle Projects Control Account)
20/05/2016,6700449,30540.18,HEALIX INTERNATIONAL LTD,Gp Consultations
09/05/2016,6565615,30307.2,CONCEPT BUILDING SERVICES SOUTHERN LTD,Assets Under Construction (Oracle PA Control Account)
12/05/2016,6619781,30055.72,ADVICE ON INDIVIDUAL RIGHTS IN EUROPE,Programme Spend (Oracle Projects Control Account)
23/05/2016,6715443,30010.73,INTERSERVE FM LTD,Multiple Accounts
03/05/2016,6520425,30000,FUJITSU SERVICES LIMITED,IT/IS Consultancy
09/05/2016,6574750,30000,FUJITSU SERVICES LIMITED,IT/IS Consultancy
04/05/2016,6532710,29915,MARSH UK LTD,Insurance Of Personal Effects
19/05/2016,6688431,29774.81,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
31/05/2016,6770492,29762.29,EQUITY BANK,Multiple Accounts
13/05/2016,6626593,29526.95,PROFESSIONAL LIFE ASSURANCE LIMITED,Subsidy To Local Medical Schemes
31/05/2016,6767429,29383.18,AUSWAERTIGES AMT,Rental Payments - residential
10/05/2016,6580460,29351.63,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
18/05/2016,6677497,29274.3,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
12/05/2016,6619430,29228.84,ENI GAS AND POWER NV SA,Multiple Accounts
25/05/2016,6733442,29031.95,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
01/05/2016,5780798,28907,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
04/05/2016,6532482,28710.75,ANL LE STAFF PAY,Multiple Accounts
23/05/2016,6708445,28392.31,ADBLU INVESTMENTS LIMITED,Unscheduled repairs to building infrastructure
18/05/2016,6675576,28371.85,C E R N,Protocol - General VAT Refunds to Other Organisations
05/05/2016,6546516,28241.86,SECURITAS SAC,Local Guards
05/05/2016,6544459,28208.36,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
23/05/2016,6715502,28108.04,INTERSERVE FM LTD,Multiple Accounts
18/05/2016,6677434,28038.73,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
20/05/2016,6696814,27976.2,FCO SERVICES,Security: Works Non-Residential
16/05/2016,6653458,27844.26,FCO SERVICES,Security: Works Non-Residential
11/05/2016,6608531,27762.5,CAPGEMINI UK PLC,Information Systems Maintenance
20/05/2016,6696711,27718.85,INTERSERVE FM LTD,Construction Project more than £10k
09/05/2016,6576441,27500,MARSH UK LTD,Insurance Of Personal Effects
27/05/2016,6757758,27500,CHINA-BRITAIN BUSINESS COUNCIL,Inward visits to the UK and UK Conferences
09/05/2016,6570431,27453.58,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
04/05/2016,6532832,27205.5,INSTITUT FRANCAIS,Language Tuition: Essential
24/05/2016,6719256,27180,UNION NATIONAL BANK,Rental Payments - residential
20/05/2016,6696628,27142.8,IZIIS,Rental Payments - non residential
16/05/2016,6653451,27070.55,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
23/05/2016,6715506,26925.95,INTERSERVE FM LTD,Multiple Accounts
18/05/2016,6675630,26835.6,INTERNATIONAL SUGAR,Protocol - General VAT Refunds to Other Organisations
03/05/2016,6526496,26763.55,PILGRIMS AFRICA LTD,Local Guards
16/05/2016,6653453,26735.35,AETNA,Multiple Accounts
19/05/2016,6685473,26713.4,COLLEGE OF POLICING,Programme Spend (Oracle Projects Control Account)
16/05/2016,6645469,26675.95,DHAKA ELECTRIC SUPPLY CO,Multiple Accounts
06/05/2016,6554860,26564.16,WILLIAMS LEA,Employee Default Expense (restricted use)
06/05/2016,6555178,26423.57,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
11/05/2016,6609468,26325,GUIDANCE SOFTWARE INC,Information Systems Implementation
06/05/2016,6554899,26302.5,MAZEPOINT LTD,Information Systems Maintenance
23/05/2016,6715587,26181.12,INTERSERVE FM LTD,Multiple Accounts
23/05/2016,6707441,26133.75,SOCIAL INSURANCE ORGANISATION,Multiple Accounts
02/05/2016,6507547,26070.25,KINGDOM CITY,Multiple Accounts
06/05/2016,6556426,26063.67,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
06/05/2016,6555060,25934.82,ALISA INTERNATIONAL,Multiple Accounts
23/05/2016,6705493,25826.15,THE GERMAN MARSHALL FUND OF THE UNITED STATES,Programme Spend (Oracle Projects Control Account)
03/05/2016,6528469,25804.88,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
12/05/2016,6618451,25761.2,INTERPOL,Programme Spend (Oracle Projects Control Account)
06/05/2016,6554870,25740.29,PLATINUM MOTORS,Recharge Suspense Account (Oracle PA Control Account)
17/05/2016,6662429,25666,OCULUS DEFENCE CONSULTANCY LIMITED,Information Systems Implementation
06/05/2016,6555459,25663.67,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
18/05/2016,6678563,25657.61,LA PLATINE,Recharge Suspense Account (Oracle PA Control Account)
11/05/2016,6606424,25448.5,DATACOM EMPLOYER SERVICES,Multiple Accounts
12/05/2016,6619751,25436.79,ADVICE ON INDIVIDUAL RIGHTS IN EUROPE,Programme Spend (Oracle Projects Control Account)
19/05/2016,6680442,25178.68,HARIS ENTERPRISES PVT LTD,Local Guards
12/05/2016,6619599,25173.75,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
25/05/2016,6738488,25173.75,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
23/05/2016,6715581,25154.79,INTERSERVE FM LTD,Construction Project more than £10k
25/05/2016,6738459,-25173.75,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
20/05/2016,6696863,-26026.15,NEXT GENERATION ENROLLMENT,US Healthcare Contract
17/05/2016,6657915,-29245.8,BUR OTHER DEBTORS,Recharge Suspense Account (Oracle PA Control Account)
01/05/2016,6481555,-29641.97,BARCLAYCARD BUSINESS,Consular Credit Card Charges
26/05/2016,6748590,-29648,SCOTTISH POLICE SERVICES AUTHORITY,Programme Spend (Oracle Projects Control Account)
01/05/2016,6481582,-29761.9,ECQ EMPLOYEE EXPENSES,Recharge Suspense Account (Oracle PA Control Account)
01/05/2016,6481562,-33420.32,BARCLAYCARD BUSINESS,Consular Credit Card Charges
12/05/2016,6619536,-34450.82,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
27/05/2016,6759439,-35507.52,COB OTHER DEBTORS,Recharge Suspense Account (Oracle PA Control Account)
09/05/2016,6577476,-38224,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
18/05/2016,6676426,-50819,ASSOCIATION FOR THE PREVENTION OF TORTURE,Programme Spend (Oracle Projects Control Account)
01/05/2016,5954786,-55000,INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
26/05/2016,6752458,-56008.49,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
09/05/2016,6577438,-57146,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
06/05/2016,6551435,-67095.75,AUC OTHER DEBTORS,Overseas Reclaimable Taxes
26/05/2016,6058432,-67685.93,JORDANIN COEXISTENCE FOR INTERFAITH,Programme Spend (Oracle Projects Control Account)
24/05/2016,6724518,-69250,SYNERGY GLOBAL CONSULTING LTD,Programme Spend (Oracle Projects Control Account)
11/05/2016,6608641,-80994.79,VODAFONE LTD CABLE AND WIRELESS UK,IT/IS Consultancy
12/05/2016,6619561,-81946.73,RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
12/05/2016,6619578,-82847.93,RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
20/05/2016,6696772,-84089.57,LONDON SOUTH BANK UNIVERSITY,Programme Spend (Oracle Projects Control Account)
26/05/2016,6752453,-86078.44,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
24/05/2016,6722437,-87889.22,DEC OTHER DEBTORS,Miscellaneous CFERS
26/05/2016,6748485,-89425.76,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
11/05/2016,6607701,-90904.91,DISCOVERY INSURE LINITED,Miscellaneous Receipts
25/05/2016,6738460,-91477.5,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
24/05/2016,6722441,-156478.8,DEC OTHER DEBTORS,Assets Under Construction (Oracle PA Control Account)
01/05/2016,6469578,-214807.23,PLAZA TOWER LLC,Multiple Accounts
01/05/2016,6469506,-220305.02,845 THIRD LP,Multiple Accounts
26/05/2016,6748615,-303903,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
01/05/2016,6221761,-1000000,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
