Posted date,Internal voucher No., Invoice Line amount Net GBP ,Supplier Name,Account Code Description
17/08/2016,7456425,61774.34,FUNDACAO CHRISTIANO OTTONI,Programme Spend (Oracle Projects Control Account)
18/08/2016,7459644,26737.39,DATACOM EMPLOYER SERVICES,Multiple Accounts
18/08/2016,7461484,111418.6,DANISH DEMINING GROUP,Programme Spend (Oracle Projects Control Account)
18/08/2016,7461492,25976.68,SECRETARY NDMC NEW DELHI,Multiple Accounts
18/08/2016,7461501,30177.88,SECRETARY NDMC NEW DELHI,Multiple Accounts
18/08/2016,7461502,361092.37,PURSUE LTD,Programme Spend (Oracle Projects Control Account)
18/08/2016,7461531,45414.22,AETNA,Multiple Accounts
18/08/2016,7462457,35964.64,G4S SECURITY SERVICE DRC SPRL,Local Guards
18/08/2016,7462462,27135.49,CARBON TRUST ADVISORY LTD,Programme Spend (Oracle Projects Control Account)
18/08/2016,7462463,35964.64,G4S SECURITY SERVICE DRC SPRL,Local Guards
18/08/2016,7462467,168039.69,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
18/08/2016,7463429,25745,SFW LIMITED,Information Systems Maintenance
18/08/2016,7463444,28761.25,INFORMED SOLUTIONS LIMITED,Assets Under Construction (Oracle PA Control Account)
18/08/2016,7463456,127667.88,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
18/08/2016,7465479,90000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
18/08/2016,7466427,33122.53,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
18/08/2016,7466533,40425,WTG TECHNOLOGIES LIMITED,Assets Under Construction (Oracle PA Control Account)
18/08/2016,7467491,25945.81,AVARN SECURITY OY,Local Guards
18/08/2016,7467492,141506.73,GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
18/08/2016,7473425,32600.58,UNHAS SOMALIA,Post - Air Travel
18/08/2016,7475474,39951.43,NORTHCREST RESTORATION INC,Construction Project more than £10k
19/08/2016,7477472,25276.59,G4S SECURE SOLUTIONS INT JORDAN,Local Guards
19/08/2016,7479426,-31726.3,BUR OTHER DEBTORS,Recharge Suspense Account (Oracle PA Control Account)
19/08/2016,7480441,184410.4,SEGURIDAD SOCIAL,Multiple Accounts
19/08/2016,7481441,26560,CROWN AGENTS,Programme Spend (Oracle Projects Control Account)
19/08/2016,7482456,52208.75,SALFORD ROYAL NHS FOUNDATION TRUST,Programme Spend (Oracle Projects Control Account)
19/08/2016,7482509,399948.63,INCOSTRAT,Programme Spend (Oracle Projects Control Account)
19/08/2016,7482535,552097.12,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
19/08/2016,7482541,85345.56,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
19/08/2016,7483551,29472.95,IZIIS,Rental Payments - non residential
19/08/2016,7484433,62768,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
19/08/2016,7484466,717150,COMMONWEALTH FOUNDATION,Programme Spend (Oracle Projects Control Account)
19/08/2016,7485444,30000,QUEENS UNIVERSITY BELFAST,Programme Spend (Oracle Projects Control Account)
19/08/2016,7485450,42491,EUROPEAN COUNCIL ON FOREIGN RELATIONS,Programme Spend (Oracle Projects Control Account)
19/08/2016,7485474,35559.71,WIENER GEBIETSKRANKENKASSE,Multiple Accounts
19/08/2016,7485478,39822.24,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
22/08/2016,7486458,62511.43,ROSE,Programme Spend (Oracle Projects Control Account)
22/08/2016,7486459,34971.08,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
22/08/2016,7486464,37970.42,ELECTION WATCH ORGANIZATION OF AFGHANISTAN,Programme Spend (Oracle Projects Control Account)
22/08/2016,7486541,48906.73,EMIRATES INTERNATIONAL PROPERTY SERVICES,Multiple Accounts
22/08/2016,7486561,42041.84,SOCIAL SECURITY CONTRIBTN AUTHORITY,Multiple Accounts
22/08/2016,7488433,-28145.11,NEXT GENERATION ENROLLMENT,US Healthcare Contract
22/08/2016,7488451,32916.79,Q PARK LIMITED,Rental Payments - residential
22/08/2016,7488462,30880.21,G4S SECURITY SERIVICES GHANA LTD,Local Guards
22/08/2016,7488467,32916.79,Q PARK LIMITED,Rental Payments - residential
22/08/2016,7488472,27180.3,G4S SECURITY SERIVICES GHANA LTD,Local Guards
22/08/2016,7488487,146572.35,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
22/08/2016,7488493,63638.1,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488498,38830.23,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488508,69822.3,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488512,94606.52,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488514,44542.18,ISS FACILITY SERVICES LTD FCO OP,Recharge Suspense Account (Oracle PA Control Account)
22/08/2016,7488517,39455.61,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488526,49494.7,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488535,25857.56,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488536,41385.45,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
22/08/2016,7488538,34209.92,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488539,56810.76,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488541,69314.55,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7488543,36990.21,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
22/08/2016,7491431,322768,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
22/08/2016,7492426,28093.99,HYGEIA HMO LIMITED,Subsidy To Local Medical Schemes
22/08/2016,7501453,89088.74,HEALIX INTERNATIONAL LTD,Medical Journeys (General)
22/08/2016,7502443,72634,SG ELECTRICAL SOLUTIONS,Construction Project more than £10k
23/08/2016,7505447,32926.45,CENTRAL PROVIDENT FUND BOARD,Multiple Accounts
23/08/2016,7505453,27660.99,DATACOM EMPLOYER SERVICES,Multiple Accounts
23/08/2016,7506428,109090.44,PILDAT,Programme Spend (Oracle Projects Control Account)
23/08/2016,7506438,67608.06,IESCO,Multiple Accounts
23/08/2016,7507439,41377985.37,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
23/08/2016,7508426,1564330.23,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
23/08/2016,7508507,28726,TRACK 24 LIMITED,Specialist Contractors
23/08/2016,7508523,89619.51,EDENRED,Consolidated Volunteer Contribution
23/08/2016,7510438,34107.69,SEBHATU AND SONS PROPERTY ADMINISTRATION AND SECURITY SERVICE PLC,Local Guards
23/08/2016,7510487,26567,THE ASIA FOUNDATION,Programme Spend (Oracle Projects Control Account)
23/08/2016,7510496,211376,LAPIS LIMITED,Programme Spend (Oracle Projects Control Account)
23/08/2016,7510546,44890.76,RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
23/08/2016,7510562,200000,UNDP MULTI PARTNER TRUST FUND OFFICE,Programme Spend (Oracle Projects Control Account)
23/08/2016,7510568,315035,BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
23/08/2016,7510582,34428.94,SOCIAL INSURANCE ORGANISATION,Multiple Accounts
23/08/2016,7510607,199876.3,EUROPEAN BANKING AUTHORITY,Protocol - General VAT Refunds to Other Organisations
23/08/2016,7510633,33458.11,INTERNATIONAL MARITIME ORGANIZATION,Protocol - Refund of Insurance Premium Tax to Other Organisations
23/08/2016,7511447,142369.89,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514483,38020.66,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
23/08/2016,7514490,46961.91,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
23/08/2016,7514501,1249691.5,FCO SERVICES,Residential Property Services
23/08/2016,7514565,36027,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
23/08/2016,7514581,46084,DOMINICA HIGH COMMISSION,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514586,326116,INCOSTRAT,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514593,28959.61,UNIVERSITY OF EXETER,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514596,29750,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514600,30000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514610,26383.35,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
23/08/2016,7514619,35000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
23/08/2016,7514635,41150,CONSOLIDATED PR LTD,Public Relations
23/08/2016,7514644,53870.8,RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
24/08/2016,7516465,62774.64,SULTAN AL KUWARI,Recharge Suspense Account (Oracle PA Control Account)
24/08/2016,7516482,39119.06,QATAR CORAL FOR REAL ESTATE DEVELOPMENT LLC,Multiple Accounts
24/08/2016,7516574,197997.34,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
24/08/2016,7516575,120778.88,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
24/08/2016,7516576,113397.54,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
24/08/2016,7516578,28274.23,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516581,36526.28,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516582,63892.9,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516583,1050658.25,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516585,43308.88,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516587,250966.7,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516588,138555.36,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516590,113257.46,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516591,29988.06,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516592,42209.58,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516595,169197.85,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516597,140018.59,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7516598,120396.65,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
24/08/2016,7518463,35828.36,AL SALEEM YORK SERVICES,Multiple Accounts
24/08/2016,7518475,60773.2,SISTEMA INTEGRADO MULTIPLE DE PAGOS,Multiple Accounts
24/08/2016,7524470,944102.18,WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
24/08/2016,7524489,150084.47,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
24/08/2016,7524579,36587.68,COMPUTACENTER UK LTD,IT/IS Consultancy
24/08/2016,7524591,308661.75,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
24/08/2016,7524595,30128.05,WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
24/08/2016,7524618,37735,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Programme Spend (Oracle Projects Control Account)
24/08/2016,7524623,56116.02,STANDARD BANK OF MALAWI,Multiple Accounts
24/08/2016,7524682,55241.69,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
24/08/2016,7524693,1183174.36,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
24/08/2016,7524728,35154.85,THE ROYAL BANK OF SCOTLAND,Children's Concessionary Journeys
24/08/2016,7524764,25357.46,KOLEKTIV DOO,Programme Spend (Oracle Projects Control Account)
25/08/2016,7531428,34606.39,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
25/08/2016,7531451,64766.84,DIPLOMAT FREIGHT SERVICES LTD(DFS),UK - Air Travel
25/08/2016,7534456,101996.21,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534473,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534476,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534481,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534482,49438,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534484,46548.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534486,46548.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534490,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534493,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534499,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534505,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534508,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534510,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7534513,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7535430,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7535433,27184.3,DISCOVERY MEDICAL AID,Multiple Accounts
25/08/2016,7535434,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7535436,46358.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7535437,75000,BRITISH PARALYMPIC ASSOCIATION,Programme Spend (Oracle Projects Control Account)
25/08/2016,7535442,48581.86,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7535448,61363,CONSOLIDATED PR LTD,Public Relations
25/08/2016,7535470,83926,PENAL REFORM INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
25/08/2016,7535472,41035.27,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7536424,104673,AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
25/08/2016,7536435,42668.48,CAISSE NATIONALE DE SECU SOCIA,Multiple Accounts
25/08/2016,7536459,-75141.73,ANII,Miscellaneous CFERS
25/08/2016,7536469,847863.8,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
25/08/2016,7536480,417954,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
25/08/2016,7536486,30000,CIVIC CONSENT NGO,Programme Spend (Oracle Projects Control Account)
25/08/2016,7536489,1095521.29,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
25/08/2016,7536504,154862.49,FCO SERVICES,Residential Property Services
25/08/2016,7537448,53500.49,UNIVERSITY OF MELBOURNE,Programme Spend (Oracle Projects Control Account)
25/08/2016,7537460,150134,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7537464,25956.36,SOUTH REVENUE SERVICE,Multiple Accounts
25/08/2016,7537473,91276.29,LAPIS MIDDLE EAST AND AFRICA FZ LLC,Programme Spend (Oracle Projects Control Account)
25/08/2016,7537515,26297.01,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7537518,128399.12,INDEPENDENT DIPLOMATS,Programme Spend (Oracle Projects Control Account)
25/08/2016,7537520,27556,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
25/08/2016,7537524,125546.62,FCO SERVICES,Construction Project more than £10k
25/08/2016,7537536,33092.85,IBTC PENSION MANAGERS LTD,Multiple Accounts
25/08/2016,7539426,47857.64,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
25/08/2016,7539441,42006,DANISH DEMINING GROUP,Programme Spend (Oracle Projects Control Account)
25/08/2016,7539479,32857.88,ONE SANSOME PROPERTY LLC,Multiple Accounts
25/08/2016,7539483,258786.25,PLAZA TOWER LLC,Multiple Accounts
25/08/2016,7539551,39000,THE BRITISH RUSSIAN CENTRE AND THE BRITISH EAST WEST CENTER,Programme Spend (Oracle Projects Control Account)
25/08/2016,7539593,-43815.84,BIG LOTTERY FUND,Rail Travel
25/08/2016,7539596,36401.01,AETNA,Multiple Accounts
25/08/2016,7539606,30912.83,UNHAS SOMALIA,Post - Air Travel
25/08/2016,7539607,26104.85,UNHAS SOMALIA,Post - Air Travel
25/08/2016,7539615,1847777.32,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
26/08/2016,7541427,77084.75,CONTRIBUTORY PROVIDENT FUND,Multiple Accounts
26/08/2016,7541477,54480.34,U SOE TUN,Multiple Accounts
26/08/2016,7543424,25671,HUMAN RIGHTS INFORMATION CENTER NGO,Programme Spend (Oracle Projects Control Account)
26/08/2016,7543426,50539.7,IKA,Multiple Accounts
26/08/2016,7545452,29920.92,DIPLOMATIC MISSION SUPPLIES LTD,"Purchase of Furniture, Fittings and Domestic Appliances"
26/08/2016,7545502,32879.68,FCO SERVICES,Property Maintenance Overseas Non Residential
26/08/2016,7545546,40944,CAPITA RESOURCING LTD,Recruitment - Specialist
26/08/2016,7545571,31319.77,GO GROUP NLE,Programme Spend (Oracle Projects Control Account)
26/08/2016,7545638,25399.76,FCO SERVICES,Specialist Contractors
26/08/2016,7545656,50926.37,FCO SERVICES,Construction Project more than £10k
30/08/2016,7554805,480445.67,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,Multiple Accounts
30/08/2016,7554854,44574.82,DAW WAI WAI,Multiple Accounts
30/08/2016,7555434,44070.83,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
30/08/2016,7555472,53233.51,HARIS ENTERPRISES PVT LTD,Local Guards
30/08/2016,7556452,33293.84,CENTER FOR RESEARCH AND SECURITY STUDIES,Programme Spend (Oracle Projects Control Account)
30/08/2016,7560431,71380.68,JERUSALEM MEDIA & COMMUNICATION CENTRE (JMCC),Recharge Suspense Account (Oracle PA Control Account)
30/08/2016,7560437,37809.31,COLLIERS INTERNATIONAL,Estates Management Services
30/08/2016,7561459,56865.99,ITAD LTD,Programme Spend (Oracle Projects Control Account)
30/08/2016,7561467,30090.3,ITAD LTD,Programme Spend (Oracle Projects Control Account)
30/08/2016,7561471,67811.11,PAKISTAN PEACE COLLECTIVE,Programme Spend (Oracle Projects Control Account)
30/08/2016,7561475,47985,FCO SERVICES,Construction Project more than £10k
30/08/2016,7561478,-81291.24,ITAD LTD,Programme Spend (Oracle Projects Control Account)
30/08/2016,7561490,28253.2,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
30/08/2016,7561499,63928,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
30/08/2016,7562451,52749.79,GROWTHPOINT MANAGEMENT SERVICES,Multiple Accounts
30/08/2016,7562459,-82951.16,LEVEL 3 COMMUNICATIONS UK LTD,Telephone line and equipment rental charges
30/08/2016,7562467,195500,DEFENCE BUSINESS SERVICES FINANCE,Multiple Accounts
30/08/2016,7562474,56690,VESTGUARD UK LTD,Misc Security Payments
30/08/2016,7562503,37236.32,BRICKELL BAY TOWER LTD,Multiple Accounts
30/08/2016,7563429,110882.16,LUZOMIX,Multiple Accounts
30/08/2016,7563468,77652.9,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
30/08/2016,7569425,568918.1,CABINET OFFICE,Early Retirement Costs (Pre VES)
30/08/2016,7569436,208543.44,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
30/08/2016,7570426,89669.43,VOYA FINANCIAL,Multiple Accounts
30/08/2016,7570436,28691.36,AETNA,Multiple Accounts
30/08/2016,7570467,50517,CAPITA BUSINESS SERVICES LTD,Language Exams (excl Hays)
30/08/2016,7570554,69700.8,ENI GAS AND POWER NV SA,Multiple Accounts
30/08/2016,7571434,62047,ENI GAS AND POWER NV SA,Multiple Accounts
30/08/2016,7572428,57243.13,COLLIERS INTERNATIONAL,Multiple Accounts
30/08/2016,7572433,244458.59,845 THIRD LP,Multiple Accounts
30/08/2016,7572436,32878.32,FOREIGN AFFAIRS AND INTERNATIONAL TRADE CANADA,Recharge Suspense Account (Oracle PA Control Account)
30/08/2016,7572440,56224.57,FOREIGN AFFAIRS AND INTERNATIONAL TRADE CANADA,Multiple Accounts
31/08/2016,7573445,25276.59,G4S SECURE SOLUTIONS INT JORDAN,Local Guards
31/08/2016,7573473,32330.22,JORDAN ELECTRIC POWER CO,Multiple Accounts
31/08/2016,7573549,40000,SIN CASHBOX TOP UP,Interbank Transfers/Withdrawals
31/08/2016,7573559,33192.62,OPTIMUM SOLUTIONS FOR CONTRACTING,Property Maintenance Overseas Non Residential
31/08/2016,7574452,41666,UPR INFO,Programme Spend (Oracle Projects Control Account)
31/08/2016,7574476,49700,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
31/08/2016,7574488,-80000,FCO SERVICES,Information Systems Maintenance
31/08/2016,7574547,71635.93,TURNER AND TOWNSEND PROPERTY SERVICES,Assets Under Construction (Oracle PA Control Account)
31/08/2016,7574592,25210,TAAM PETROLEUM LTD,Fuel Oil Residential
31/08/2016,7574614,952143.3,RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
31/08/2016,7574648,44617.5,COMPUTACENTER UK LTD,IT/IS Consultancy
31/08/2016,7574674,67158,CROWN AGENTS BANK,Programme Spend (Oracle Projects Control Account)
31/08/2016,7574681,45652.58,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
31/08/2016,7576483,29152.94,ORALIA LECASBLE ET MAUGEE,Multiple Accounts
31/08/2016,7576500,538187.85,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
31/08/2016,7577425,56406.96,THE ROYAL BANK OF SCOTLAND,Programme Spend (Oracle Projects Control Account)
