UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC4306,07-Jun-11,General Retail and Wholesale       , HARDWARE STORES,"Ł1,548.00",4306
MODGPC4307,19-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł517.50,4307
MODGPC4308,19-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,550.00",4308
MODGPC4309,09-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł530.09,4309
MODGPC4310,01-Jun-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"Ł1,914.00",4310
MODGPC4311,10-Jun-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł510.00,4311
MODGPC4312,16-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł603.07,4312
MODGPC4313,13-May-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,117.22",4313
MODGPC4314,24-May-11,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"Ł3,192.00",4314
MODGPC4315,01-Jun-11,Books and Periodicals              , BOOK STORES,Ł504.36,4315
MODGPC4316,13-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł583.20,4316
MODGPC4317,13-May-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł717.79,4317
MODGPC4318,16-May-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"Ł1,299.17",4318
MODGPC4319,19-May-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł673.84,4319
MODGPC4320,23-May-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł728.00,4320
MODGPC4321,08-Jun-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł822.37,4321
MODGPC4322,09-Jun-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"Ł1,095.47",4322
MODGPC4323,24-May-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,Ł501.54,4323
MODGPC4324,25-May-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł691.20,4324
MODGPC4325,08-Jun-11,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł12,168.00",4325
MODGPC4326,17-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł511.98,4326
MODGPC4327,17-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł825.03,4327
MODGPC4328,17-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł803.64,4328
MODGPC4329,17-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,098.06",4329
MODGPC4330,24-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł2,615.00",4330
MODGPC4331,18-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,469.19",4331
MODGPC4332,18-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,469.19",4332
MODGPC4333,18-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,469.19",4333
MODGPC4334,25-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł5,543.53",4334
MODGPC4335,25-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł5,201.64",4335
MODGPC4336,25-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł5,543.53",4336
MODGPC4337,27-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,080.00",4337
MODGPC4338,27-May-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"Ł1,462.08",4338
MODGPC4339,07-Jun-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł780.00,4339
MODGPC4340,07-Jun-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł756.00,4340
MODGPC4341,13-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,394.34",4341
MODGPC4342,16-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł2,484.96",4342
MODGPC4343,18-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,119.61",4343
MODGPC4344,26-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł760.08,4344
MODGPC4345,02-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,998.23",4345
MODGPC4346,07-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,047.00",4346
MODGPC4347,06-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,701.74",4347
MODGPC4348,13-May-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł500.40,4348
MODGPC4349,09-Jun-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,829.52",4349
MODGPC4350,13-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,166.00",4350
MODGPC4351,17-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,026.11",4351
MODGPC4352,17-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł3,633.98",4352
MODGPC4353,01-Jun-11,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"Ł2,256.00",4353
MODGPC4354,01-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł661.51,4354
MODGPC4355,07-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł6,969.60",4355
MODGPC4356,19-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł971.81,4356
MODGPC4357,31-May-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,"Ł1,223.26",4357
MODGPC4358,03-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,177.57",4358
MODGPC4359,06-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,123.18",4359
MODGPC4360,16-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł9,979.20",4360
MODGPC4361,16-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł5,090.40",4361
MODGPC4362,16-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł4,815.60",4362
MODGPC4363,16-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł5,374.97",4363
MODGPC4364,16-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,067.28",4364
MODGPC4365,19-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł7,107.48",4365
MODGPC4366,19-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł3,004.10",4366
MODGPC4367,19-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł9,433.58",4367
MODGPC4368,24-May-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"Ł4,944.00",4368
MODGPC4369,01-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł9,436.25",4369
MODGPC4370,02-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł5,180.59",4370
MODGPC4371,03-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł640.08,4371
MODGPC4372,06-Jun-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł3,300.00",4372
MODGPC4373,24-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,412.50",4373
MODGPC4374,09-Jun-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,329.60",4374
MODGPC4375,09-Jun-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł513.60,4375
MODGPC4376,17-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,589.04",4376
MODGPC4377,25-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,564.00",4377
MODGPC4378,31-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł691.20,4378
MODGPC4379,02-Jun-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"Ł5,880.00",4379
MODGPC4380,09-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,443.60",4380
MODGPC4381,09-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,642.80",4381
MODGPC4382,10-Jun-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,880.08",4382
MODGPC4383,16-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,554.00",4383
MODGPC4384,18-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,902.99",4384
MODGPC4385,18-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł790.80,4385
MODGPC4386,18-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,282.01",4386
MODGPC4387,18-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,031.96",4387
MODGPC4388,18-May-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł4,992.00",4388
MODGPC4389,18-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,491.13",4389
MODGPC4390,19-May-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,584.00",4390
MODGPC4391,25-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł4,990.67",4391
MODGPC4392,27-May-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł735.00,4392
MODGPC4393,06-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,213.20",4393
MODGPC4394,06-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,126.68",4394
MODGPC4395,07-Jun-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł557.40,4395
MODGPC4396,13-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,788.00",4396
MODGPC4397,16-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł724.80,4397
MODGPC4398,18-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,233.78",4398
MODGPC4399,20-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,806.00",4399
MODGPC4400,23-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł838.13,4400
MODGPC4401,16-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł4,500.00",4401
MODGPC4402,16-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł4,212.00",4402
MODGPC4403,16-May-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł2,959.80",4403
MODGPC4404,16-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,519.20",4404
MODGPC4405,02-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,272.24",4405
MODGPC4406,10-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł536.54,4406
MODGPC4407,16-May-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł601.20,4407
MODGPC4408,19-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł718.80,4408
MODGPC4409,10-Jun-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,Ł560.39,4409
MODGPC4410,06-Jun-11,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"Ł2,435.83",4410
MODGPC4411,08-Jun-11,General Retail and Wholesale       , HARDWARE STORES,Ł504.23,4411
MODGPC4412,09-Jun-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,990.56",4412
MODGPC4413,31-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł840.00,4413
MODGPC4414,18-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,716.00",4414
MODGPC4415,26-May-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"Ł1,500.00",4415
MODGPC4416,19-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,333.56",4416
MODGPC4417,20-May-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"Ł3,686.69",4417
MODGPC4418,27-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,403.31",4418
MODGPC4419,08-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,100.00",4419
MODGPC4420,26-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł512.16,4420
MODGPC4421,26-May-11,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"Ł1,500.00",4421
MODGPC4422,26-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł5,580.00",4422
MODGPC4423,18-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł578.00,4423
MODGPC4424,16-May-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł1,098.18",4424
MODGPC4425,07-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,089.30",4425
MODGPC4426,08-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,351.71",4426
MODGPC4427,08-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł990.72,4427
MODGPC4428,08-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,111.77",4428
MODGPC4429,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł530.40,4429
MODGPC4430,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł610.68,4430
MODGPC4431,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,415.76",4431
MODGPC4432,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł522.96,4432
MODGPC4433,24-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł559.23,4433
MODGPC4434,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł610.98,4434
MODGPC4435,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł592.38,4435
MODGPC4436,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł661.73,4436
MODGPC4437,20-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł710.98,4437
MODGPC4438,25-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł828.75,4438
MODGPC4439,25-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł659.34,4439
MODGPC4440,25-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł791.92,4440
MODGPC4441,25-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł739.47,4441
MODGPC4442,19-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,429.31",4442
MODGPC4443,16-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł640.44,4443
MODGPC4444,16-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł640.44,4444
MODGPC4445,26-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł719.34,4445
MODGPC4446,01-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,265.41",4446
MODGPC4447,10-Jun-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł534.95,4447
MODGPC4448,09-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł745.16,4448
MODGPC4449,19-May-11,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,Ł891.50,4449
MODGPC4450,07-Jun-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł842.50,4450
MODGPC4451,18-May-11,Print and Advertising              , ADVERTISING SERVICES,Ł771.00,4451
MODGPC4452,08-Jun-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł792.73,4452
MODGPC4453,09-Jun-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł2,151.60",4453
MODGPC4454,19-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł600.00,4454
MODGPC4455,31-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,039.61",4455
MODGPC4456,25-May-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,035.11",4456
MODGPC4457,31-May-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł585.00,4457
MODGPC4458,03-Jun-11,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,700.00",4458
MODGPC4459,03-Jun-11,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,923.00",4459
MODGPC4460,13-Jun-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,262.71",4460
MODGPC4461,09-Jun-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"Ł1,363.61",4461
MODGPC4462,17-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,716.00",4462
MODGPC4463,17-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,366.00",4463
MODGPC4464,17-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,366.00",4464
MODGPC4465,03-Jun-11,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,700.00",4465
MODGPC4466,09-Jun-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,062.07",4466
MODGPC4467,31-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,378.20",4467
MODGPC4468,17-May-11,Freight and Storage                , PUBLIC WAREHOUSING,"Ł1,518.00",4468
MODGPC4469,10-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł590.33,4469
MODGPC4470,10-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł590.33,4470
MODGPC4471,17-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł627.84,4471
MODGPC4472,13-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł643.20,4472
MODGPC4473,13-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł3,997.20",4473
MODGPC4474,13-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł9,372.00",4474
MODGPC4475,13-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł8,928.00",4475
MODGPC4476,13-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł4,596.00",4476
MODGPC4477,13-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł752.40,4477
MODGPC4478,13-May-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł894.00,4478
MODGPC4479,20-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł860.54,4479
MODGPC4480,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł682.20,4480
MODGPC4481,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł943.01,4481
MODGPC4482,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,381.20",4482
MODGPC4483,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,552.74",4483
MODGPC4484,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,149.80",4484
MODGPC4485,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,515.80",4485
MODGPC4486,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,741.66",4486
MODGPC4487,31-May-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł673.63,4487
MODGPC4488,02-Jun-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł6,454.00",4488
MODGPC4489,02-Jun-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł5,000.00",4489
MODGPC4490,02-Jun-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,929.60",4490
MODGPC4491,02-Jun-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł6,216.00",4491
MODGPC4492,09-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,824.00",4492
MODGPC4493,18-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł618.60,4493
MODGPC4494,20-May-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł769.04,4494
MODGPC4495,25-May-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł1,764.00",4495
MODGPC4496,16-May-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł608.40,4496
MODGPC4497,17-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł650.26,4497
MODGPC4498,27-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł634.80,4498
MODGPC4499,27-May-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł978.00,4499
MODGPC4500,20-May-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,"Ł1,089.60",4500
MODGPC4501,25-May-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,236.00",4501
MODGPC4502,25-May-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,223.44",4502
MODGPC4503,01-Jun-11,General Retail and Wholesale       , HARDWARE STORES,Ł562.18,4503
MODGPC4504,01-Jun-11,General Retail and Wholesale       , HARDWARE STORES,Ł607.82,4504
MODGPC4505,02-Jun-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł2,244.00",4505
MODGPC4506,07-Jun-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,"Ł1,800.00",4506
MODGPC4507,07-Jun-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,"Ł1,800.00",4507
MODGPC4508,10-Jun-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,Ł546.62,4508
MODGPC4509,20-May-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,Ł965.33,4509
MODGPC4510,10-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł2,348.40",4510
MODGPC4511,02-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł914.76,4511
MODGPC4512,08-Jun-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł914.76,4512
MODGPC4513,19-May-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,Ł537.40,4513
MODGPC4514,19-May-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"Ł3,126.55",4514
MODGPC4515,26-May-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"Ł1,890.72",4515
MODGPC4516,02-Jun-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł541.20,4516
MODGPC4517,09-Jun-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,Ł977.18,4517
MODGPC4518,13-Jun-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł744.00,4518
