UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC13026,21-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,461.24",13026
MODGPC13027,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,217.60",13027
MODGPC13028,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł4,104.60",13028
MODGPC13029,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,189.15",13029
MODGPC13030,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,189.15",13030
MODGPC13031,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,189.15",13031
MODGPC13032,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,189.15",13032
MODGPC13033,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,189.15",13033
MODGPC13034,14-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,488.44",13034
MODGPC13035,14-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,760.00",13035
MODGPC13036,28-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł789.98,13036
MODGPC13037,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł516.31,13037
MODGPC13038,16-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł2,675.16",13038
MODGPC13039,29-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł684.60,13039
MODGPC13040,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł730.62,13040
MODGPC13041,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł776.54,13041
MODGPC13042,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł745.78,13042
MODGPC13043,29-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł820.68,13043
MODGPC13044,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,736.88",13044
MODGPC13045,21-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł1,300.32",13045
MODGPC13046,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł4,308.48",13046
MODGPC13047,19-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł19,186.41",13047
MODGPC13048,28-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł900.00,13048
MODGPC13049,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł665.14,13049
MODGPC13050,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł998.68,13050
MODGPC13051,15-Sep-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,Ł856.80,13051
MODGPC13052,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł554.40,13052
MODGPC13053,16-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł3,820.69",13053
MODGPC13054,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł526.75,13054
MODGPC13055,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł839.21,13055
MODGPC13056,29-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł513.77,13056
MODGPC13057,27-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł717.78,13057
MODGPC13058,29-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł621.60,13058
MODGPC13059,28-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł777.00,13059
MODGPC13060,27-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,411.20",13060
MODGPC13061,16-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,087.33",13061
MODGPC13062,22-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł955.00,13062
MODGPC13063,14-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł3,019.90",13063
MODGPC13064,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,525.31",13064
MODGPC13065,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,625.20",13065
MODGPC13066,29-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,435.61",13066
MODGPC13067,14-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,284.20",13067
MODGPC13068,30-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł3,264.89",13068
MODGPC13069,28-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł833.28,13069
MODGPC13070,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł820.84,13070
MODGPC13071,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł596.04,13071
MODGPC13072,22-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł575.04,13072
MODGPC13073,23-Sep-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,Ł580.00,13073
MODGPC13074,27-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł846.00,13074
MODGPC13075,14-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł900.00,13075
MODGPC13076,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,003.20",13076
MODGPC13077,20-Sep-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,Ł507.80,13077
MODGPC13078,19-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,526.52",13078
MODGPC13079,29-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,452.00",13079
MODGPC13080,29-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,600.80",13080
MODGPC13081,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,784.00",13081
MODGPC13082,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł928.80,13082
MODGPC13083,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł5,564.40",13083
MODGPC13084,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł950.40,13084
MODGPC13085,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł633.60,13085
MODGPC13086,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,178.00",13086
MODGPC13087,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł936.00,13087
MODGPC13088,29-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł3,120.00",13088
MODGPC13089,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł554.40,13089
MODGPC13090,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,344.00",13090
MODGPC13091,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł792.00,13091
MODGPC13092,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł684.00,13092
MODGPC13093,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,789.60",13093
MODGPC13094,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,790.00",13094
MODGPC13095,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł10,000.00",13095
MODGPC13096,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł3,098.00",13096
MODGPC13097,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł10,000.00",13097
MODGPC13098,22-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł10,000.00",13098
MODGPC13099,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł676.80,13099
MODGPC13100,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,155.50",13100
MODGPC13101,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł10,000.00",13101
MODGPC13102,15-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,548.00",13102
MODGPC13103,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł507.60,13103
MODGPC13104,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł715.20,13104
MODGPC13105,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,820.40",13105
MODGPC13106,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,006.20",13106
MODGPC13107,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł2,952.00",13107
MODGPC13108,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł747.60,13108
MODGPC13109,21-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł3,795.60",13109
MODGPC13110,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł521.16,13110
MODGPC13111,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł602.28,13111
MODGPC13112,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,932.67",13112
MODGPC13113,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,579.31",13113
MODGPC13114,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,189.09",13114
MODGPC13115,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,001.37",13115
MODGPC13116,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł778.86,13116
MODGPC13117,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł735.72,13117
MODGPC13118,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł573.78,13118
MODGPC13119,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł513.71,13119
MODGPC13120,27-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł942.56,13120
MODGPC13121,14-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,268.00",13121
MODGPC13122,14-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł564.61,13122
MODGPC13123,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,367.19",13123
MODGPC13124,20-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,111.41",13124
MODGPC13125,22-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,657.65",13125
MODGPC13126,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł6,351.74",13126
MODGPC13127,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,694.92",13127
MODGPC13128,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,941.12",13128
MODGPC13129,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł640.40,13129
MODGPC13130,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,660.41",13130
MODGPC13131,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,000.00",13131
MODGPC13132,19-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,817.31",13132
MODGPC13133,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,328.02",13133
MODGPC13134,22-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,196.45",13134
MODGPC13135,22-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł574.96,13135
MODGPC13136,22-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł563.36,13136
MODGPC13137,19-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł1,961.54",13137
MODGPC13138,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł759.01,13138
MODGPC13139,29-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,925.35",13139
MODGPC13140,19-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł531.13,13140
MODGPC13141,29-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł3,492.00",13141
MODGPC13142,20-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł552.25,13142
MODGPC13143,30-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł520.75,13143
MODGPC13144,21-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł2,000.00",13144
MODGPC13145,26-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł950.00,13145
MODGPC13146,15-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł900.00,13146
MODGPC13147,27-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł998.91,13147
MODGPC13148,23-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł7,320.00",13148
MODGPC13149,29-Sep-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,809.07",13149
MODGPC13150,30-Sep-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"Ł7,146.00",13150
MODGPC13151,21-Sep-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"Ł1,119.33",13151
MODGPC13152,16-Sep-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"Ł1,620.14",13152
MODGPC13153,19-Sep-11,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,Ł625.44,13153
MODGPC13154,16-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,120.30",13154
MODGPC13155,21-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł4,980.00",13155
MODGPC13156,20-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł598.80,13156
MODGPC13157,29-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł551.00,13157
MODGPC13158,14-Sep-11,Print and Advertising              , PHOTOFINISH LABS/DEV,Ł678.30,13158
MODGPC13159,14-Sep-11,Print and Advertising              , PHOTOFINISH LABS/DEV,Ł520.96,13159
MODGPC13160,14-Sep-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"Ł1,336.20",13160
MODGPC13161,22-Sep-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"Ł1,280.02",13161
MODGPC13162,20-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł584.69,13162
MODGPC13163,30-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł719.99,13163
MODGPC13164,26-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł3,857.76",13164
MODGPC13165,15-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,197.00",13165
MODGPC13166,21-Sep-11,Print and Advertising              , ADVERTISING SERVICES,"Ł2,784.00",13166
MODGPC13167,29-Sep-11,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,Ł750.17,13167
MODGPC13168,14-Sep-11,Print and Advertising              , STENOGRAPHIC SERVICES,Ł616.17,13168
MODGPC13169,29-Sep-11,Print and Advertising              , STENOGRAPHIC SERVICES,Ł710.01,13169
MODGPC13170,19-Sep-11,Print and Advertising              , STENOGRAPHIC SERVICES,"Ł1,203.93",13170
MODGPC13171,20-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,765.22",13171
MODGPC13172,20-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł2,884.06",13172
MODGPC13173,23-Sep-11,Print and Advertising              , ADVERTISING SERVICES,"Ł2,357.50",13173
MODGPC13174,20-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,340.00",13174
MODGPC13175,30-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł19,903.20",13175
MODGPC13176,28-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł850.66,13176
MODGPC13177,30-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,801.20",13177
MODGPC13178,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł948.00,13178
MODGPC13179,19-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł3,348.00",13179
MODGPC13180,27-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł3,348.00",13180
MODGPC13181,30-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,931.36",13181
MODGPC13182,20-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,668.00",13182
MODGPC13183,19-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,170.00",13183
MODGPC13184,22-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł615.60,13184
MODGPC13185,22-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,126.80",13185
MODGPC13186,15-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł890.40,13186
MODGPC13187,14-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł720.00,13187
MODGPC13188,14-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł720.00,13188
MODGPC13189,29-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł2,046.00",13189
MODGPC13190,26-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,442.40",13190
MODGPC13191,19-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł961.20,13191
MODGPC13192,21-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,237.32",13192
MODGPC13193,23-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,521.18",13193
MODGPC13194,14-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł624.00,13194
MODGPC13195,14-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,428.00",13195
MODGPC13196,27-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł3,163.20",13196
MODGPC13197,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,916.40",13197
MODGPC13198,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,982.40",13198
MODGPC13199,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł2,287.20",13199
MODGPC13200,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,405.20",13200
MODGPC13201,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,449.60",13201
MODGPC13202,26-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł844.80,13202
MODGPC13203,21-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł561.60,13203
MODGPC13204,26-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł633.60,13204
MODGPC13205,27-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,320.00",13205
MODGPC13206,20-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,832.60",13206
MODGPC13207,26-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,022.00",13207
MODGPC13208,29-Sep-11,Professional Services              , MISC PERSONAL SERV - DEF,Ł726.42,13208
MODGPC13209,20-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł936.00,13209
MODGPC13210,27-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,391.13",13210
MODGPC13211,28-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,391.13",13211
MODGPC13212,30-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,115.04",13212
MODGPC13213,23-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł543.90,13213
MODGPC13214,19-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł594.00,13214
MODGPC13215,20-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł8,015.57",13215
MODGPC13216,26-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł763.21,13216
MODGPC13217,15-Sep-11,Professional Services              , VETERINARY SERVICES,"Ł1,756.72",13217
MODGPC13218,27-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,074.83",13218
MODGPC13219,16-Sep-11,Professional Services              , MISC PERSONAL SERV - DEF,"Ł22,201.06",13219
MODGPC13220,14-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł5,699.34",13220
MODGPC13221,28-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł4,275.60",13221
MODGPC13222,16-Sep-11,Professional Services              , MISC PERSONAL SERV - DEF,"Ł2,192.20",13222
MODGPC13223,28-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł6,869.99",13223
MODGPC13224,16-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,148.84",13224
MODGPC13225,21-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,491.13",13225
MODGPC13226,15-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,168.20",13226
MODGPC13227,28-Sep-11,Professional Services              , MISC PERSONAL SERV - DEF,"Ł2,173.73",13227
MODGPC13228,23-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,924.65",13228
MODGPC13229,28-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł562.92,13229
MODGPC13230,28-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,343.63",13230
MODGPC13231,13-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł500.00,13231
MODGPC13232,20-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,131.60",13232
MODGPC13233,16-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,086.87",13233
MODGPC13234,27-Sep-11,Professional Services              , MISC PERSONAL SERV - DEF,"Ł2,267.08",13234
MODGPC13235,27-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,046.00",13235
MODGPC13236,27-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł2,100.00",13236
MODGPC13237,13-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,228.80",13237
MODGPC13238,27-Sep-11,Professional Services              , VETERINARY SERVICES,"Ł3,000.00",13238
MODGPC13239,27-Sep-11,Professional Services              , VETERINARY SERVICES,"Ł3,124.12",13239
MODGPC13240,19-Sep-11,Professional Services              , VETERINARY SERVICES,Ł589.46,13240
MODGPC13241,27-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł3,564.00",13241
MODGPC13242,27-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,192.80",13242
MODGPC13243,26-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,258.40",13243
MODGPC13244,30-Sep-11,Professional Services              , INFORMATION RETRIEVAL SERVICES,Ł816.48,13244
MODGPC13245,23-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,880.00",13245
MODGPC13246,14-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł799.04,13246
MODGPC13247,27-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł3,108.00",13247
MODGPC13248,22-Sep-11,Professional Services              , LEGAL SERVICES ATTORNEYS,"Ł1,122.00",13248
MODGPC13249,28-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,375.00",13249
MODGPC13250,28-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,475.00",13250
MODGPC13251,22-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł986.40,13251
MODGPC13252,22-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł986.40,13252
MODGPC13253,15-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,800.00",13253
MODGPC13254,22-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł720.00,13254
MODGPC13255,28-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł1,560.00",13255
MODGPC13256,16-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł600.00,13256
MODGPC13257,16-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,056.00",13257
MODGPC13258,14-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,705.81",13258
MODGPC13259,15-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł783.00,13259
MODGPC13260,27-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,Ł589.20,13260
MODGPC13261,30-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł625.00,13261
MODGPC13262,19-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł600.00,13262
MODGPC13263,19-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł998.00,13263
MODGPC13264,21-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł900.00,13264
MODGPC13265,21-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł984.00,13265
MODGPC13266,21-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł996.00,13266
MODGPC13267,21-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł996.00,13267
MODGPC13268,15-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł850.00,13268
MODGPC13269,22-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł520.10,13269
MODGPC13270,28-Sep-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,Ł952.55,13270
