Departmental Family,Entity,Date,Expense type,Expense area,Supplier,Transaction Number,Amount,Description
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HACKNEY LONDON BOROUGH COUNCIL,6642682,42320.48,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,TOWER HAMLETS LONDON BOROUGH COUNCIL,6642714,42200.40,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WARWICKSHIRE COLLEGE,6643980,42097.75,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,MERTON BOROUGH COUNCIL,6642640,42005.73,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,MILTON KEYNES COLLEGE,6639310,42000.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BARNET LONDON BOROUGH COUNCIL,6642888,41666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BRACKNELL FOREST BOROUGH COUNCIL,6643112,41666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WEST SUSSEX COUNTY COUNCIL,6643142,41666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,PERCY HEDLEY FOUNDATION,6643298,41666.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,ST VINCENT COLLEGE,6640468,41664.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Dv8 Training (Brighton) Ltd,6640854,41657.06,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BRIGHTON & HOVE CITY COUNCIL,6641030,41644.82,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NEWCASTLE CITY COUNCIL,6641088,41291.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WARWICKSHIRE COUNTY COUNCIL,6641246,41162.23,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WIRRAL METRO BOROUGH COUNCIL,6641382,41141.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HILLINGDON LONDON BOROUGH COUNCIL,6641616,41123.40,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BRADFORD CITY COUNCIL,6643644,41004.72,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,CHESHIRE WEST & CHESTER COUNCIL,6641974,40872.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WEST SUSSEX COUNTY COUNCIL,6643452,40833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WIRRAL METRO BOROUGH COUNCIL,6641416,40794.23,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,The National Centre for YP with Epilepsy(SPI),6639430,40656.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NORTHAMPTONSHIRE COUNTY COUNCIL,6641346,40449.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KENT COUNTY COUNCIL,6642140,40326.73,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Bolton College,6638902,40320.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,"THE COLLEGE OF HARINGEY, ENFIELD & N.E. LONDON",6639036,40320.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,EAST DURHAM COLLEGE,6639314,40320.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BURY METRO BOROUGH COUNCIL,6642656,40246.40,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,ENFIELD LONDON BOROUGH COUNCIL,6641196,40237.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Black Country Training Group Ltd,6639930,40173.84,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,SOUTH GLOUCESTERSHIRE COUNCIL,6641598,40133.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DURHAM COUNTY COUNCIL,6642010,40073.40,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,The National Centre for YP with Epilepsy(SPI),6639428,40002.20,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,ST HELENS METRO BOROUGH COUNCIL,6642776,39999.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LIVERPOOL CITY COUNCIL,6643334,39999.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BRENT LONDON BOROUGH COUNCIL,6643486,39999.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,KENT COUNTY COUNCIL,6643552,39999.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,EAST RIDING OF YORKSHIRE COUNCIL,6641948,39974.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BRACKNELL FOREST BOROUGH COUNCIL,6642124,39445.07,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Gordon Franks Training,6640058,39309.70,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LEEDS CITY COUNCIL,6643198,39166.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,The Smith Foundation - The William Henry Smith Sch,6644180,39166.65,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,League Football Education,6640924,39045.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Staffordshire County Council,6641490,39013.23,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WILTSHIRE COUNTY COUNCIL,6642508,38882.90,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,SHROPSHIRE COUNCIL,6642036,38880.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,YMCA TRAINING,6639964,38812.42,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HERTFORDSHIRE COUNTY COUNCIL,6641146,38794.26,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,EAST RIDING OF YORKSHIRE COUNCIL,6641954,38712.48,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,CAMDEN LONDON BOROUGH COUNCIL,6642252,38617.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,SOUTHAMPTON CITY COUNCIL,6642660,38584.40,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DEVON COUNTY COUNCIL,6642460,38536.57,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LANCASHIRE COUNTY COUNCIL,6642322,38526.23,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,SKEGNESS COLLEGE OF VOCATIONAL,6639838,38371.09,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Staffordshire County Council,6643014,38333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Nottingham City Council,6643086,38333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,KNOWSLEY METRO BOROUGH COUNCIL,6643262,38333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BRIGHTON & HOVE CITY COUNCIL,6643480,38333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Ingfield Manor School,6644192,38333.32,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,CORNWALL COUNCIL,6642456,38089.98,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,ROCKET TRAINING LTD,6639784,38051.06,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LIVERPOOL CITY COUNCIL,6641374,38004.07,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,CAMBRIDGE REGIONAL COLLEGE,6639286,37968.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DERBY CITY COUNCIL,6641110,37948.07,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NORTH YORKSHIRE COUNTY COUNCIL,6641324,37830.07,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,GATESHEAD COUNCIL,6641734,37825.82,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Learndirect Limited,6639936,37546.84,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,GUILDFORD COLLEGE OF FURTHER & HE,6644000,37500.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WIGAN METRO BOROUGH COUNCIL,6642764,37499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LANCASHIRE COUNTY COUNCIL,6643410,37499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WEST BERKSHIRE COUNCIL,6643490,37499.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Pield Heath School,6644116,37499.99,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DERWEN COLLEGE,6639448,37487.30,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NORTHUMBERLAND COUNTY COUNCIL,6641164,37303.57,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NORTH WEST KENT COLLEGE OF TECHNOLOGY,6638870,37296.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,TOWER HAMLETS LONDON BOROUGH COUNCIL,6642718,37241.24,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LOUGHBOROUGH UNIVERSITY,6640250,37198.56,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WARWICKSHIRE COUNTY COUNCIL,6642664,36826.40,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,The Link Secondary School,6644106,36666.65,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,St John’s RC School,6644126,36666.65,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KENT COUNTY COUNCIL,6641194,36642.49,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BOURNVILLE COLLEGE OF HE,6638728,36624.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HOSPITALITY TRAINING PARTNERSHIP IOW LTD,6639886,36514.63,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BRADFORD CITY COUNCIL,6642486,36340.74,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BRS Education Limited TA BRS Education Ltd,6639822,36194.59,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NOTTINGHAMSHIRE COUNTY COUNCIL,6642132,36176.57,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LAMBETH LONDON BOROUGH COUNCIL,6641700,36153.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,CORNWALL COUNCIL,6642470,36105.90,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LANCASHIRE COUNTY COUNCIL,6640952,36027.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,MANCHESTER CITY COUNCIL,6642924,35833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NEWCASTLE CITY COUNCIL,6643252,35833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,THURROCK BOROUGH COUNCIL,6643344,35833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LIVERPOOL CITY COUNCIL,6643348,35833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WOKINGHAM COUNCIL,6643492,35833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,KENT COUNTY COUNCIL,6643566,35833.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DERBY CITY COUNCIL,6642540,35780.82,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,ESSEX COUNTY COUNCIL,6642738,35754.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,BRIGHTON HOVE & SUSSEX SIXTH FORM COLLEGE,6640634,35362.88,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,GUILDFORD COLLEGE OF FURTHER & HE,6639110,35280.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BRADFORD COLLEGE,6639118,35280.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LAMBETH LONDON BOROUGH COUNCIL,6641906,35222.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,The Reynolds Group Ltd t/a Reynolds Training Acade,6639928,35180.04,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,CLEVELAND YOUTH ASSOC,6639824,35161.06,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NORTH YORKSHIRE COUNTY COUNCIL,6641318,35074.74,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NEW COLLEGE WORCESTER,6644493,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NEW COLLEGE WORCESTER,6644495,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NEW COLLEGE WORCESTER,6644497,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,BIRMINGHAM CITY COUNCIL,6642918,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LEICESTER CITY COUNCIL,6643124,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,CENTRAL BEDFORDSHIRE COUNCIL,6643140,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,NORTHUMBERLAND COUNTY COUNCIL,6643318,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WANDSWORTH LONDON BOROUGH COUNCIL,6643510,34999.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Cambian Lufton College,6639494,34944.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,SOLIHULL METRO BOROUGH COUNCIL,6642556,34819.90,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,Marr Corporation Ltd,6640026,34760.71,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,LEEDS CITY COUNCIL,6642060,34741.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HERTFORDSHIRE COUNTY COUNCIL,6641744,34722.82,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,MANCHESTER METRO UNIVERSITY,6640254,34543.04,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,EAST RIDING OF YORKSHIRE COUNCIL,6641946,34300.90,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,EALING HAMMERSMITH & WEST LONDON COLLEGE,6638898,34272.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,MIDDLESBROUGH COUNCIL,6642864,34166.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,ENFIELD LONDON BOROUGH COUNCIL,6643134,34166.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,SHEFFIELD CITY COUNCIL,6643152,34166.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WEST SUSSEX COUNTY COUNCIL,6643578,34166.65,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,St Joseph's Specialist School & College,6644128,34166.65,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,PARAYHOUSE SCHOOL,6644194,34166.65,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,HERTFORDSHIRE COUNTY COUNCIL,6641456,34136.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,JANCETT CHILDCARE & JACE TRAINING LIMITED,6640056,34049.74,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DURHAM COUNTY COUNCIL,6643632,34017.24,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NOTTINGHAMSHIRE COUNTY COUNCIL,6642130,33924.15,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,WORCESTERSHIRE COUNTY COUNCIL,6642530,33823.57,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,MOULTON COLLEGE,6644040,33693.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,DERBYSHIRE COUNTY COUNCIL,6640948,33668.90,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,NORTH TYNESIDE METRO BOROUGH COUNCIL,6642164,33667.99,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,MidKent College of Higher and Further Education,6638866,33600.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,OLDHAM COLLEGE,6639370,33600.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Post 16 and Disadvantage Group,KINGSTON UNIVERSITY CO RIVER HOUSE,6640928,33522.06,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,St John’s RC School,6642816,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,DONCASTER METRO BOROUGH COUNCIL,6642900,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,DURHAM COUNTY COUNCIL,6643356,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,LANCASHIRE COUNTY COUNCIL,6643382,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,WARWICKSHIRE COUNTY COUNCIL,6643412,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,CUMBRIA COUNTY COUNCIL,6643416,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,TOWER HAMLETS LONDON BOROUGH COUNCIL,6643500,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,ISLE OF WIGHT COUNCIL,6643542,33333.32,"Current grants to schools, colleges and other educational establishments"
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,ST JOHNS CATHOLIC SCHOOL FOR THE DEAF BOSTON SPA,6644074,33333.32,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Meadows School,6644114,33333.32,Dedicated Schools Grant
Department for Education,EDUCATION FUNDING AGENCY,18/12/2016,Grants,Education Funding Group,Link Primary School,6644230,33333.32,Dedicated Schools Grant
