Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,
Home Office,IPS - Identity & Passport Service,17/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001308580,"-43,281.70 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,IT & Telecoms Components.Computer Equip (FA),IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001308580,"-77,662.88 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,Passport Production.Biometric Standard Printing,IPS - Identity & Passport Service,DE LA RUE INTERNATIONAL LTD,1001311528," 4,686,155.36 ",
Home Office,IPS - Identity & Passport Service,11/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,DEPARTMENT FOR WORK & PENSIONS (DWP),1001306287," 71,840.19 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 205,476.03 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 832,811.37 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 160,680.97 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 159,570.49 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 156,790.97 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 163,781.69 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 154,381.53 ",
Home Office,IPS - Identity & Passport Service,18/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001309161," 172,855.34 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001307496," 56,939.20 ",
Home Office,IPS - Identity & Passport Service,28/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,EDDISONS COMMERCIALPROPERTY MANAGEMENT LTD,1001313979," 391,761.60 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,LAMBERT SMITH HAMPTON,1001311558," 5,852.88 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,LAMBERT SMITH HAMPTON,1001311558," 21,510.00 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,LAMBERT SMITH HAMPTON,1001311558," 6,029.46 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,LAMBERT SMITH HAMPTON,1001311558," 20,755.50 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,LAMBERT SMITH HAMPTON,1001311558," 9,102.83 ",
Home Office,IPS - Identity & Passport Service,24/09/2012,"Rent, Service charge",IPS - Identity & Passport Service,LAMBERT SMITH HAMPTON,1001311558," 32,580.90 ",
Home Office,IPS - Identity & Passport Service,27/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",IPS - Identity & Passport Service,MANTECH SOLUTIONS AND TECHNOLO,7000007139," 68,988.76 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237,"-46,561.54 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237,"-64,505.57 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237,"-200,296.03 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237," 200,296.03 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,Call management systems,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237," 197,348.67 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237," 197,131.67 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237," 191,967.78 ",
Home Office,IPS - Identity & Passport Service,25/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001312237," 1,135,689.88 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001307519," 127,529.17 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001308621," 2,094,416.01 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001307519," 151,282.23 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001307519," 173,590.54 ",
Home Office,IPS - Identity & Passport Service,17/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001308621," 1,548,513.31 ",
Home Office,IPS - Identity & Passport Service,13/09/2012,Passport Production.Telecom PDP RunningCost,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001307519," 88,531.20 ",
Home Office,IPS - Identity & Passport Service,05/09/2012,"IT, Broadcasting & Telecomms",IPS - Identity & Passport Service,NEDSTAT LTD,1001304347," 28,620.00 ",
Home Office,IPS - Identity & Passport Service,10/09/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,STORM TECHNOLOGIES LTD,1001305721," 75,571.61 ",
Home Office,IPS - Identity & Passport Service,03/09/2012,Legal Fees and Disbursements,IPS - Identity & Passport Service,TREASURY SOLICITORS OFFICE,3000045303," 27,934.37 ",
Home Office,Home Office,21/09/2012,"Science, Technical & Research.Testing",HOS - Home Office Science,OPENVIEW SECURITY SOLUTIONS LTD,1001311076," 26,636.26 ",
Home Office,Home Office,26/09/2012,"Science, Technical & Research.Testing",HOS - Home Office Science,RANDOX LABORATORIES LTD,1001312831," 31,249.99 ",
Home Office,Home Office,26/09/2012,FM Allocation Control,HOS - Home Office Science,DTZ DEBENHAM TIE LEUNG LTD,1001312789," 36,309.44 ",
Home Office,Home Office,04/09/2012,"IT, Broadcasting & Telecomms",HOS - Home Office Science,FINCORE LTD,1001303223," 86,400.00 ",
Home Office,Home Office,26/09/2012,Arval Fuel Card - INVOICE,SSD - Shared Service Directorate,ALLSTAR BUSINESS SOLUTIONS LTD,1001312745," 139,372.53 ",
Home Office,Home Office,19/09/2012,Professional & Admin Services.Facilities Man Serv - ADMN,SSD - Shared Service Directorate,AMEY COMMUNITY,6200030252,"-25,509.90 ",
Home Office,Home Office,21/09/2012,Professional & Admin Services.Facilities Man Serv - ADMN,SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977,"-22,440.10 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 100,413.76 ",
Home Office,Home Office,21/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 27,409.92 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 132,480.70 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 109,546.06 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 514,057.87 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 269,692.43 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 75,398.50 ",
Home Office,Home Office,28/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,AMEY COMMUNITY,1001313936," 62,757.08 ",
Home Office,Home Office,21/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 94,779.55 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 44,622.76 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 40,227.73 ",
Home Office,Home Office,21/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 46,899.79 ",
Home Office,Home Office,21/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 34,696.54 ",
Home Office,Home Office,21/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,AMEY COMMUNITY,1001310977," 52,513.24 ",
Home Office,Home Office,19/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001309796," 28,064.12 ",
Home Office,Home Office,26/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001312746," 32,232.24 ",
Home Office,Home Office,19/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,AMEY COMMUNITY,1001309798," 227,197.03 ",
Home Office,Home Office,26/09/2012,HOPG PFI Management Services,SSD - Shared Service Directorate,ANNES GATE PROPERTY PLC,1001312748," 4,021,043.77 ",
Home Office,Home Office,18/09/2012,"IT, TelecommsHardware Server.Support and Maintenance",SSD - Shared Service Directorate,ATOS I T SERVICES UK LTD,1001309135," 94,920.00 ",
Home Office,Home Office,12/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,ATOS I T SERVICES UK LTD,1001306907," 195,357.62 ",
Home Office,Home Office,11/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,ATOS I T SERVICES UK LTD,1001306267," 28,000.00 ",
Home Office,Home Office,11/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,ATOS I T SERVICES UK LTD,1001306267," 18,000.00 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,ATOS I T SERVICES UK LTD,6200030296," 140,192.30 ",
Home Office,Home Office,12/09/2012,"Transport, Storage & Mail Services",SSD - Shared Service Directorate,CENTRAL DESPATCH,1001306923," 59,739.36 ",
Home Office,Home Office,10/09/2012,Management & Admin Serv.Temp IT N/w Specialists - ADMN,SSD - Shared Service Directorate,DETICA LTD,1001305664," 68,238.00 ",
Home Office,Home Office,10/09/2012,Management & Admin Serv.Temp IT N/w Specialists - ADMN,SSD - Shared Service Directorate,DETICA LTD,1001305664, 582.12 ,
Home Office,Home Office,04/09/2012,HOPG Estates Professional Services,SSD - Shared Service Directorate,DRIVERS JONAS DELOITTE,1001303218," 29,550.04 ",
Home Office,Home Office,14/09/2012,HOPG Estates Professional Services,SSD - Shared Service Directorate,DRIVERS JONAS DELOITTE,1001307948," 27,807.22 ",
Home Office,Home Office,17/09/2012,HOPG Contracted Out Services,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001308587," 38,358.80 ",
Home Office,Home Office,21/09/2012,HOPG Contracted Out Services,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001311020," 28,800.00 ",
Home Office,Home Office,17/09/2012,HOPG Contracted Out Services,SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001308587," 38,207.82 ",
Home Office,Home Office,20/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001310621," 1,699,751.85 ",
Home Office,Home Office,04/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,4000004155," 62,786.40 ",
Home Office,Home Office,06/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001304816," 361,221.36 ",
Home Office,Home Office,06/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001304816," 489,032.10 ",
Home Office,Home Office,13/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001307494," 30,801.10 ",
Home Office,Home Office,20/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001310618," 6,354,786.23 ",
Home Office,Home Office,20/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001310618," 569,340.04 ",
Home Office,Home Office,20/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001310619," 341,666.83 ",
Home Office,Home Office,06/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001304817," 420,642.39 ",
Home Office,Home Office,13/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001307495," 66,870.49 ",
Home Office,Home Office,20/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001310620," 12,582,312.76 ",
Home Office,Home Office,20/09/2012,"Estates advice + rents, rates, service charges",SSD - Shared Service Directorate,DTZ DEBENHAM TIE LEUNG LTD,1001310620," 2,146,069.67 ",
Home Office,Home Office,06/09/2012,HOPG Utilities Electric.Utilities Electric,SSD - Shared Service Directorate,EDF ENERGY,1001304819," 120,452.04 ",
Home Office,Home Office,12/09/2012,HOPG Utilities Electric.Utilities Electric,SSD - Shared Service Directorate,EDF ENERGY,1001306938," 124,364.65 ",
Home Office,Home Office,19/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001309848," 423,114.00 ",
Home Office,Home Office,20/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001310635," 34,190.46 ",
Home Office,Home Office,25/09/2012,Sirius - Telephony Services,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 632,426.82 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 614,741.25 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 1,238,081.82 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 724,529.49 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 651,116.69 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 1,015,668.67 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 973,153.57 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 1,256,600.78 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 654,144.23 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 917,002.36 ",
Home Office,Home Office,25/09/2012,"IT, TelecommsHardware.Peripheral",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 833,545.42 ",
Home Office,Home Office,25/09/2012,Internet Solution DevelopSirius IT2000 Contract: Sirius Other Services And Other IS/IT,SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211,"-105,000.00 ",
Home Office,Home Office,12/09/2012,"IT, TelecommsSoftware (COTS).System Software",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001306942," 108,253.43 ",
Home Office,Home Office,04/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001303226," 103,248.00 ",
Home Office,Home Office,06/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001304824," 169,056.00 ",
Home Office,Home Office,06/09/2012,"IT, TelecommsHardware.Peripheral",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001304824," 71,068.68 ",
Home Office,Home Office,10/09/2012,"IT, TelecommsHardware.Peripheral",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001305678," 51,567.24 ",
Home Office,Home Office,25/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 89,821.47 ",
Home Office,Home Office,17/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001308598,"-34,190.46 ",
Home Office,Home Office,25/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,FUJITSU SERVICES (ALCEDO) LTD,1001312211,"-89,821.47 ",
Home Office,Home Office,27/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,FUJITSU SERVICES LTD,1001313396," 85,725.60 ",
Home Office,Home Office,11/09/2012,HOPG Construction  Framework .Construction Fit Out Framework,SSD - Shared Service Directorate,GALLIFORD TRY CONSTRUCTION LTD,1001306298," 145,183.38 ",
Home Office,Home Office,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,HEWLETT PACKARD,1001313991," 77,258.75 ",
Home Office,Home Office,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,HEWLETT PACKARD,1001313991," 93,858.16 ",
Home Office,Home Office,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,HEWLETT PACKARD,1001313991," 37,196.77 ",
Home Office,Home Office,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,HEWLETT PACKARD,1001313991," 3,099.96 ",
Home Office,Home Office,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,HEWLETT PACKARD,1001313991," 5,614.38 ",
Home Office,Home Office,28/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,HEWLETT PACKARD,1001313991," 54,813.44 ",
Home Office,Home Office,24/09/2012,Grants,SSD - Shared Service Directorate,HM REVENUE & CUSTOMS (G),3000045398," 237,019.82 ",
Home Office,Home Office,27/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,IBM DIRECT UNITED KINGDOM LTD,1001313404," 1,621,118.40 ",
Home Office,Home Office,27/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,IBM DIRECT UNITED KINGDOM LTD,1001313404,"-231,360.00 ",
Home Office,Home Office,19/09/2012,General building construction,SSD - Shared Service Directorate,INTERSERVE CONSTRUCTION LTD,1001309857," 139,995.60 ",
Home Office,Home Office,28/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,4000004158,"-328,418.89 ",
Home Office,Home Office,28/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,4000004158," 664,944.19 ",
Home Office,Home Office,28/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,4000004158," 72,296.99 ",
Home Office,Home Office,05/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 25,741.70 ",
Home Office,Home Office,05/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 42,568.58 ",
Home Office,Home Office,05/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 93,197.56 ",
Home Office,Home Office,05/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 63,120.90 ",
Home Office,Home Office,06/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304839," 45,642.65 ",
Home Office,Home Office,05/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 103,379.21 ",
Home Office,Home Office,06/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304839," 47,281.66 ",
Home Office,Home Office,05/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 92,925.28 ",
Home Office,Home Office,05/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001304335," 76,481.14 ",
Home Office,Home Office,13/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001307508," 92,360.24 ",
Home Office,Home Office,14/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001307967," 50,505.42 ",
Home Office,Home Office,14/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001307967," 124,052.96 ",
Home Office,Home Office,13/09/2012,HOPG Building Maintenance Reactive,SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001307508," 132,401.72 ",
Home Office,Home Office,04/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001303238," 26,491.23 ",
Home Office,Home Office,10/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001305688," 119,967.52 ",
Home Office,Home Office,24/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001311552," 75,754.01 ",
Home Office,Home Office,04/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001303239," 60,690.64 ",
Home Office,Home Office,19/09/2012,"Building, Construction Services",SSD - Shared Service Directorate,INTERSERVE FACILITIES MANAGEMENT,1001309858," 33,622.17 ",
Home Office,Home Office,27/09/2012,General building construction,SSD - Shared Service Directorate,KEY PROPERTY SOLUTIONS LTD,1001313408," 35,298.73 ",
Home Office,Home Office,05/09/2012,General building construction,SSD - Shared Service Directorate,KEY PROPERTY SOLUTIONS LTD,1001304337," 41,238.66 ",
Home Office,Home Office,04/09/2012,HOPG Construction  Framework.Special contract works capital,SSD - Shared Service Directorate,MABER CONSTRUCTION & INTERIOR LTD,1001303253," 37,295.74 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 6,600.00 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 49,239.66 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 14,333.15 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 4,831.00 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 18,853.48 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 10,524.58 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 8,000.32 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 12,716.70 ",
Home Office,Home Office,28/09/2012,"IT, Broadcasting & Telecomms",SSD - Shared Service Directorate,SAVVIS UK LTD,1001314049," 2,169.95 ",
Home Office,Home Office,11/09/2012,HOPG FM Contract Services. FM Contract Services,SSD - Shared Service Directorate,SODEXO PROPERTY SOLUTIONS LTD,1001306343," 212,343.01 ",
Home Office,Home Office,25/09/2012,"IT, TelecommsHardware Desktop.Support and Maintenance",SSD - Shared Service Directorate,SPECIALIST COMPUTER CENTRES PLC,1001312274," 94,969.80 ",
Home Office,Home Office,25/09/2012,"Transport, Storage & Mail Services",SSD - Shared Service Directorate,TNT UK LTD,1001312283," 31,413.85 ",
Home Office,Home Office,17/09/2012,General building construction,SSD - Shared Service Directorate,UK POWER NETWORKS (OPERATIONS) LTD,1001308688," 38,717.87 ",
Home Office,Home Office,20/09/2012,General building construction,SSD - Shared Service Directorate,WATES CONSTRUCTION LTD,1001310797," 93,266.57 ",
Home Office,Home Office,28/09/2012,General building construction,SSD - Shared Service Directorate,WATES INTERIORS LTD,1001314079," 29,441.40 ",
Home Office,Home Office,28/09/2012,General building construction,SSD - Shared Service Directorate,WATES INTERIORS LTD,1001314079," 16,319.04 ",
Home Office,Home Office,17/09/2012,HOPG Construction  Framework.Construction Fit Out capital,SSD - Shared Service Directorate,WATES INTERIORS LTD,1001308695," 161,598.58 ",
