Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,GWENT POLICE AUTHORITY 1 (G),1999600,90509.80
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,GLOUCESTERSHIRE POLICE AUTHORITY (G),1999598,82240.31
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NORTHUMBRIA POLICE (G),1999639,80247.29
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,AVON & SOMERSET CONSTABULARY (G),1999575,77221.69
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE POLICE AUTHORITY 2 (G),1999642,74943.80
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,CHESHIRE POLICE AUTHORITY 2 (G),1999583,70916.19
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,LEICESTERSHIRE POLICE AUTHORITY (G),1999620,67176.42
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,DEVON & CORNWALL CONSTABULARY 4 (G),1999589,60234.14
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),1999579,56597.52
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,SUSSEX POLICE AUTHORITY 1 (G),1999653,53432.05
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,SURREY POLICE AUTHORITY 1 (G),1999651,46251.16
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NEW WEST MERCIA POLICE AUTHORITY (G),1999661,41923.20
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,ENVIRONMENT AGENCY (G),1999749,39802.84
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,HERTFORDSHIRE POLICE AUTHORITY 1 (G),1999603,36796.98
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON 2 (G),1999582,35241.70
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,THAMES VALLEY POLICE (G),1999655,32754.37
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,DEPARTMENT FOR SOCIAL DEVELOPMENT (G),1999755,32652.51
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,LONDON BOROUGH OF HOUNSLOW 1 (G),2000516,30999.79
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,ESSEX POLICE AUTHORITY (G),1999596,28883.98
Home Office,Home Office,27/06/2011,Grants,CPG - Crime & Policing Group,NORFOLK POLICE AUTHORITY 1 (G),1999628,27679.41
Home Office,Home Office,01/06/2011,Other Government Department,OSCT - Office of Security and Counter-Terrorism,"DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",1969206,470845.85
Home Office,Home Office,21/06/2011,Other Government Department,CPG - Crime & Policing Group,COMMUNITIES & LOCAL GOVERNMENT (G),1999436,13410488.00
Home Office,Home Office,23/06/2011,Other Government Department,CPG - Crime & Policing Group,HEART OF BIRMINGHAM TEACHING PCT (G),2001238,467266.50
Home Office,Home Office,28/06/2011,Other Government Department,CPG - Crime & Policing Group,DONCASTER PCT (G),2003943,95813.75
Home Office,Home Office,22/06/2011,Other Government Department,CPG - Crime & Policing Group,NORTH EAST LINCOLNSHIRE PCT(G),2000424,79082.50
Home Office,Home Office,23/06/2011,Other Government Department,CPG - Crime & Policing Group,SOUTH SEFTON PCT (G),2001245,58310.75
Home Office,Home Office,23/06/2011,Other Government Department,CPG - Crime & Policing Group,WALSALL PCT (G),2001247,56811.50
Home Office,Home Office,22/06/2011,Other Government Department,CPG - Crime & Policing Group,CHESTERFIELD PCT (G),2000422,53255.75
Home Office,Home Office,23/06/2011,Other Government Department,CPG - Crime & Policing Group,LINCOLNSHIRE PCT (G),2001259,45261.75
Home Office,Home Office,09/06/2011,Other Government Department,CPG - Crime & Policing Group,COI COMMUNICATIONS,1940066,49103.02
Home Office,Home Office,03/06/2011,Other Government Department,CPG - Crime & Policing Group,COMMUNITIES & LOCAL GOVERNMENT (G),1955747,4735973.00
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,CROWN PROSECUTION SERVICE (G),1999790,4129469.73
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,MINISTRY OF JUSTICE,1999810,3564956.17
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,HM REVENUE & CUSTOMS (G),1999802,1831048.63
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,DEPARTMENT OF WORK & PENSIONS (G),1999799,535990.49
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS (G),1999794,159824.78
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,DEPARTMENT FOR ENVIRONMENT FOOD AND RURAL AFFAIRS (G),1999797,138750.00
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,SERIOUS FRAUD OFFICE (G),1999812,32787.73
Home Office,Home Office,29/06/2011,Other Government Department,CPG - Crime & Policing Group,VOSA (G),1999828,26779.58
Home Office,Home Office,01/06/2011,Other Government Department,Group Human Resources,DWP (SHARED SERVICES),1981878,155329.20
Home Office,Home Office,02/06/2011,Other Government Department,Group Human Resources,DWP (SHARED SERVICES),1973571,155329.20
Home Office,Home Office,16/06/2011,Other Government Department,Group Human Resources,DWP (SHARED SERVICES),1997324,155329.20
Home Office,Home Office,06/06/2011,Other Government Department,Group Human Resources,FCO SERVICES,1986709,50406.00
Home Office,Home Office,10/06/2011,Other Government Department,Group Human Resources,FCO SERVICES,1993393,47212.80
Home Office,Home Office,06/06/2011,GPC Card,PFD*,BARCLAYS BANK,1990046,268935.54
Home Office,Home Office,27/06/2011,Other Government Department,Home Office Science,TRINITY HOUSE CORPORATION,2003790,100000.00
Home Office,Home Office,03/06/2011,Other Government Department,Home Office Science,CAMBRIDGE CONSULTANTS LTD,1953334,64200.00
Home Office,Home Office,06/06/2011,Other Government Department,Home Office Science,CAMBRIDGE CONSULTANTS LTD,1989178,45504.00
Home Office,Home Office,16/06/2011,Other Government Department,Home Office Science,ALTIUS CONSULTING LTD,1995309,33731.53
Home Office,Home Office,17/06/2011,Rent & Rates,Home Office Science,DTZ DEBENHAM TIE LEUNG LTD,1998327,33185.60
Home Office,Home Office,28/06/2011,Other Government Department,Home Office Science,ROHDE & SCHWARZ UK LIMITED,2003204,31877.38
Home Office,Home Office,22/06/2011,Other Government Department,Home Office Science,LAND ROVER GROUP,2000480,29144.00
Home Office,Home Office,28/06/2011,Professional & Admin Services.Seconded in Staff costs - ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,2004003,101994.12
Home Office,Home Office,28/06/2011,Professional & Admin Services.Seconded in Staff costs - ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,2004000,95551.08
Home Office,Home Office,20/06/2011,Politics & Civic Affairs.Property tax,OSCT - Office of Security and Counter-Terrorism,THE FOOD AND ENVIRONMENT RESEARCH AGENCY,1997337,26567.73
Home Office,Home Office,02/06/2011,Professional & Admin Services.Seconded in Staff costs - PROG,OSCT - Office of Security and Counter-Terrorism,WEST YORKSHIRE POLICE AUTHORITY,1988389,25161.45
Home Office,Home Office,03/06/2011,GPC CARD,PFD*,BARCLAYS BANK,,304323.08
Home Office,Home Office,14/06/2011,TRAVEL,PFD*,CARLSON WAGONLIT TRAVEL,1995373,139053.00
Home Office,Home Office,22/06/2011,TRAVEL,PFD*,CARLSON WAGONLIT TRAVEL,2000635,118664.65
Home Office,Home Office,03/06/2011,TRAVEL,PFD*,CARLSON WAGONLIT TRAVEL,1989320,111698.30
Home Office,Home Office,29/06/2011,TRAVEL,PFD*,CARLSON WAGONLIT TRAVEL,2005285,97973.24
Home Office,Home Office,09/06/2011,CONFERENCES & EVENTS,PFD*,NYS CORPORATE LTD,1992902,82630.69
Home Office,Home Office,30/06/2011,FUEL CARD,PFD*,ARVAL UK LTD,2006028,75704.14
Home Office,Home Office,24/06/2011,FUEL CARD,PFD*,ARVAL UK LTD,2001958,75145.86
Home Office,Home Office,08/06/2011,TRAVEL,PFD*,CARLSON WAGONLIT TRAVEL,1992045,61161.36
Home Office,Home Office,27/06/2011,CAR HIRE,PFD*,ENTERPRISE RENT-A-CAR UK LTD,2002876,39064.86
Home Office,Home Office,29/06/2011,Storage & Mail Services.Messenger & Reception Services,CPG - Crime & Policing Group,CONCATENO UK LIMITED,2005004,119544.00
Home Office,Home Office,06/06/2011,Storage & Mail Services.Messenger & Reception Services,CPG - Crime & Policing Group,CONCATENO UK LIMITED,1987752,108372.00
Home Office,Home Office,10/06/2011,"Science, Technical & Research.Testing",CPG - Crime & Policing Group,CONCATENO UK LIMITED,1946649,45801.36
Home Office,Home Office,10/06/2011,"Science, Technical & Research.Testing",CPG - Crime & Policing Group,CONCATENO UK LIMITED,1918247,42411.60
Home Office,Home Office,10/06/2011,Management & Admin Serv.Corp & Bus Org Structure- ADMN,CPG - Crime & Policing Group,SAVVIS UK LTD,1963114,26303.82
Home Office,Home Office,20/06/2011,"IT, Broadcasting & Telecomms.IT Running Cost - Maint - PROG",CPG - Crime & Policing Group,SAVVIS UK LTD,1985690,26303.82
Home Office,Home Office,16/06/2011,Defense & Law Enforcement.Police Liaison Officers,CPG - Crime & Policing Group,WEST MIDLANDS POLICE,1997336,80000.00
Home Office,Home Office,02/06/2011,Defense & Law Enforcement.Police Liaison Officers,CPG - Crime & Policing Group,HAMPSHIRE CONSTABULARY,1987535,60000.00
Home Office,Home Office,02/06/2011,Defense & Law Enforcement.Police Liaison Officers,CPG - Crime & Policing Group,LANCASHIRE POLICE AUTHORITY,1987613,48506.00
Home Office,Home Office,13/06/2011,"Building, Construction Service.Building ConstructionServ-PROG",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1994543,38681.16
Home Office,Home Office,13/06/2011,"Building, Construction Service.Building ConstructionServ-PROG",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1994554,38681.16
Home Office,Home Office,21/06/2011,"Building, Construction Service.Building ConstructionServ-PROG",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1999630,38681.16
Home Office,Home Office,16/06/2011,Defense & Law Enforcement.Police Liaison Officers,CPG - Crime & Policing Group,BRITISH TRANSPORT POLICE,1997507,38500.00
Home Office,Home Office,13/06/2011,"Building, Construction Service.Building ConstructionServ-PROG",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1941816,37974.55
Home Office,Home Office,22/06/2011,Professional & Admin Services.Residential Rental - PROG,CPG - Crime & Policing Group,WORKSPACE,2000960,36002.06
Home Office,Home Office,10/06/2011,Lab & Scientific Equip (FA).Laboratory & scientific equip,CPG - Crime & Policing Group,BURNBANK SYSTEMS LTD,1994181,36000.00
Home Office,Home Office,10/06/2011,Lab & Scientific Equip (FA).Laboratory & scientific equip,CPG - Crime & Policing Group,BURNBANK SYSTEMS LTD,1994182,28800.00
Home Office,Home Office,21/06/2011,"Science, Technical & Research.Social Research",CPG - Crime & Policing Group,SHEFFIELD HALLAM UNIVERSITY,1999517,349252.00
Home Office,IPCC - Independent Police Complaints Commission,20/05/2011,Rent - Coalville,IPCC - Independent Police Complaints Commission,WM MORRISON SUPERMARKETS PLC,RCT0036456,31500.00
Home Office,IPCC - Independent Police Complaints Commission,20/05/2011,Rent - Cardiff,IPCC - Independent Police Complaints Commission,EASTERN BUSINESS PARK,RCT0036427,32767.20
Home Office,IPCC - Independent Police Complaints Commission,20/05/2011,Rent - Wakefield House,IPCC - Independent Police Complaints Commission,Acropolis Properties Ltd,RCT0036425,27535.50
Home Office,ISA - Independent Safeguarding Authority,08/06/2011,Rent,ISA - Independent Safeguarding Authority,City & Northern Ltd,3569,140188.20
Home Office,ISA - Independent Safeguarding Authority,15/06/2011,NPIA Costs,ISA - Independent Safeguarding Authority,NPIA,3595,293184.00
Home Office,SIA - Security Industry Authority,01/06/2011,HR,HR,Access Select ,CACC05,28350.00
Home Office,SIA - Security Industry Authority,08/06/2011,CRB Disclosure,Licensing ,CRB ,CCRB01,266852.00
Home Office,SIA - Security Industry Authority,15/06/2011,Syntegra ,Licensing ,BT Syntegra ,CSYN01,596458.85
Home Office,SOCA - Serious Organised Crime Agency,23/05/2011,IT Expenses,Corporate Services,CABLE & WIRELESS ,77141,79906.25
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,IT Expenses,Corporate Services,SERCO,77307,-42954.75
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,IT Expenses,Corporate Services,SERCO,77309,128161.27
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,PFI Contract Charges,Enforcement,SERCO,77314,1856.04
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,IT Expenses,Corporate Services,SERCO,77314,9876.03
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,PFI Contract Charges,Corporate Services,SERCO,77314,1768370.23
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,PFI Contract Charges,CEOP,SERCO,77314,31423.61
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,IT Expenses,Investment Board,SERCO,77314,9787.94
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,Intangibles non-current assets,Investment Board,SERCO,77314,737.66
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,PFI Contract Charges,Investment Board,SERCO,77314,132626.12
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,Property Plant & Equipment,Investment Board,SERCO,77314,955.15
Home Office,SOCA - Serious Organised Crime Agency,25/05/2011,Property Plant & Equipment,Investment Board,DRIVERS JONAS DELOITTE,77377,46286.40
Home Office,SOCA - Serious Organised Crime Agency,31/05/2011,IT Expenses,Investment Board,COMPUTACENTER (UK) LIMITED,77581,51850.26
Home Office,SOCA - Serious Organised Crime Agency,31/05/2011,IT Expenses,Corporate Services,LOGICA UK LTD,77587,1488148.80
Home Office,SOCA - Serious Organised Crime Agency,31/05/2011,IT Expenses,Investment Board,COMPUTACENTER (UK) LIMITED,77701,119810.70
Home Office,SOCA - Serious Organised Crime Agency,31/05/2011,Salaries and Allowances -permanently employed,Corporate Services,ADECCO ALFRED MARKS,77735,94022.72
Home Office,SOCA - Serious Organised Crime Agency,01/06/2011,Property Plant & Equipment,Investment Board,HERMAN MILLER LTD,77749,25693.20
Home Office,SOCA - Serious Organised Crime Agency,01/06/2011,Property Plant & Equipment,Investment Board,DRIVERS JONAS DELOITTE,77842,46286.40
Home Office,SOCA - Serious Organised Crime Agency,01/06/2011,Premises,Corporate Services,REVENUE FINANCE BANKING SERVIC,77857,36700.28
Home Office,SOCA - Serious Organised Crime Agency,01/06/2011,Premises,Corporate Services,REVENUE FINANCE BANKING SERVIC,77876,76033.14
Home Office,SOCA - Serious Organised Crime Agency,06/06/2011,IT Expenses,Corporate Services,LOGICA UK LTD,78115,351132.90
Home Office,SOCA - Serious Organised Crime Agency,08/06/2011,Premises,Corporate Services,KIER BUILDING SERVICES,78257,-105600.00
Home Office,SOCA - Serious Organised Crime Agency,08/06/2011,IT Expenses,Corporate Services,NPIA,78311,57818.40
Home Office,SOCA - Serious Organised Crime Agency,08/06/2011,IT Expenses,Corporate Services,NPIA,78354,26557.13
Home Office,SOCA - Serious Organised Crime Agency,08/06/2011,Premises,Corporate Services,KIER BUILDING SERVICES,78356,120000.00
Home Office,SOCA - Serious Organised Crime Agency,08/06/2011,Office Equipment & Repairs,Corporate Services,CANON (UK) LTD,78359,53509.88
Home Office,SOCA - Serious Organised Crime Agency,13/06/2011,Salaries and Allowances -permanently employed,Investment Board,LA INT'L COMPUTER CONSULTANTS,78644,25285.20
Home Office,SOCA - Serious Organised Crime Agency,13/06/2011,Premises,Investment Board,OCS GROUP,78677,42619.06
Home Office,SOCA - Serious Organised Crime Agency,13/06/2011,Premises,Corporate Services,OCS GROUP,78694,181279.73
Home Office,SOCA - Serious Organised Crime Agency,13/06/2011,IT Expenses,Intelligence,HOME OFFICE PAY & SUPER'N SERV,78724,48000.00
Home Office,SOCA - Serious Organised Crime Agency,14/06/2011,IT Expenses,Corporate Services,AIRWAVE SOLUTIONS LTD,78868,14181.83
Home Office,SOCA - Serious Organised Crime Agency,14/06/2011,Property Plant & Equipment,Investment Board,AIRWAVE SOLUTIONS LTD,78868,35701.52
Home Office,SOCA - Serious Organised Crime Agency,14/06/2011,Forensic Fees,Intelligence,FORENSIC SCIENCE SERVICE,78939,30487.80
Home Office,SOCA - Serious Organised Crime Agency,14/06/2011,Property Plant & Equipment,Investment Board,HERMAN MILLER LTD,78989,496543.78
Home Office,SOCA - Serious Organised Crime Agency,15/06/2011,IT Expenses,Investment Board,COMPANY WATCH LTD,79009,36000.00
Home Office,SOCA - Serious Organised Crime Agency,15/06/2011,Professional Services and Fees,Investment Board,SERCO,79018,44461.64
Home Office,SOCA - Serious Organised Crime Agency,15/06/2011,Property Plant & Equipment,Investment Board,HERMAN MILLER LTD,79020,125961.60
Home Office,SOCA - Serious Organised Crime Agency,15/06/2011,IT Expenses,Corporate Services,C.E.S.G,79081,36591.60
Home Office,SOCA - Serious Organised Crime Agency,16/06/2011,IT Expenses,Corporate Services,I2 LIMITED,79222,135336.35
Home Office,SOCA - Serious Organised Crime Agency,21/06/2011,IT Expenses,Corporate Services,L-3 COMMUNICATIONS ASA LTD,79539,205583.40
Home Office,SOCA - Serious Organised Crime Agency,21/06/2011,IT Expenses,Corporate Services,L-3 COMMUNICATIONS ASA LTD,79541,28854.00
Home Office,SOCA - Serious Organised Crime Agency,21/06/2011,IT Expenses,Corporate Services,LOGICA UK LTD,79583,2066336.96
Home Office,SOCA - Serious Organised Crime Agency,21/06/2011,Salaries and Allowances -permanently employed,Corporate Services,ADECCO ALFRED MARKS,79599,111539.14
Home Office,SOCA - Serious Organised Crime Agency,22/06/2011,Office and General Expenses,Corporate Services,OFFICE DEPOT UK LTD,79829,38923.84
Home Office,SOCA - Serious Organised Crime Agency,22/06/2011,Office and General Expenses,Corporate Services,OFFICE DEPOT UK LTD,79839,34305.56
Home Office,SOCA - Serious Organised Crime Agency,22/06/2011,Professional Services and Fees,Investment Board,WINCKWORTH SHERWOOD ,79852,31250.00
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,British Transport Police,16150  3,26630.02
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,Cheshire Police Authority,16099  6,52587.24
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Cleveland Police Authority,16150  6,28355.59
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,Cumbria Police Authority,16099  7,28772.40
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Devon & Cornwall Police,16128  7,34277.50
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Durham Police Authority,16150  10,48617.60
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Gwent Police Authority,16150  17,45299.84
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Hampshire Police Authority,16150  18,135106.61
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Humberside Police Authority,16128  12,48467.87
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Kent Constabulary,16150  22,76752.87
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Lancashire Police Authority,16128  14,50263.76
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Lancashire Police Authority,16150  23,50801.95
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Merseyside Police Authority,16150   26,73531.90
Home Office,CRB - Criminal Records Bureau,29/06/2011,Police costs per check,CRB - Criminal Records Bureau,Ministry of Justice,16168  6,255299.20
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,Northants Police Authority,16099  18,36666.61
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Northumbria Police,16128  18,31406.19
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Northumbria Police,16150  31,32646.11
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Nottingham Police ,16128  19,35153.64
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Nottingham Police ,16150  32,34945.74
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,North Wale Police,16099  20,108755.56
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,North Yorkshire police,16099  21,50203.37
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,North Yorkshire police,16128  20,32014.44
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Royal Military Police,16150  34,26775.61
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Disclosure Scotland,16128  23,26960.37
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,Avon & Somerset Police,16099  25,56782.34
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Avon & Somerset Police,16128  24,59353.26
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Avon & Somerset Police,16150  35,60215.64
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,South Wales Police,16099  26,28327.97
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,South Wales Police,16128  25,25369.88
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,Staffordshire Police Authority,16099  28,35158.90
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,Staffordshire Police Authority,16128  26,31414.87
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Staffordshire Police Authority,16150  38,31764.96
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,Suffolk Police Authority,16099  29,25259.21
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Sussex Police,16150  39,67806.94
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,West Midlands police,16150  40,124609.08
Home Office,CRB - Criminal Records Bureau,17/06/2011,Police costs per check,CRB - Criminal Records Bureau,West Yorkshire Police,16128  32,71452.75
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,West Yorkshire Police,16150  41,66659.29
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,Wiltshire Police Authority,16150  42,42011.74
Home Office,CRB - Criminal Records Bureau,10/06/2011,Police costs per check,CRB - Criminal Records Bureau,West Mercia Police,16099  33,30567.78
Home Office,CRB - Criminal Records Bureau,24/06/2011,Police costs per check,CRB - Criminal Records Bureau,West Mercia Police,16150  43,29520.98
Home Office,CRB - Criminal Records Bureau,09/05/2011,Public Private Partnership contract / agreement,CRB - Criminal Records Bureau,Capita Business Services Ltd,16107  11,281127.40
Home Office,CRB - Criminal Records Bureau,30/06/2011,Public Private Partnership contract / agreement,CRB - Criminal Records Bureau,Capita Business Services Ltd,16184  42,656693.70
Home Office,CRB - Criminal Records Bureau,17/06/2011,PNC costs,CRB - Criminal Records Bureau,NPIA,16128  21,384000.00
Home Office,CRB - Criminal Records Bureau,17/06/2011,PNC costs,CRB - Criminal Records Bureau,NPIA,16128  21,183350.79
Home Office,CRB - Criminal Records Bureau,17/06/2011,IT Costs,CRB - Criminal Records Bureau,Home Office,16128  11,168669.00
Home Office,CRB - Criminal Records Bureau,29/06/2011,SOCA costs,CRB - Criminal Records Bureau,Serious Organised Crime Agency,16168  7,60878.50
Home Office,CRB - Criminal Records Bureau,17/06/2011,Disclosure Expenses,CRB - Criminal Records Bureau,ACPO,16128  1,39219.81
Home Office,IPS - Identity & Passport Service,14/06/2011,Passport Stationery,IPS - Identity & Passport Service,ADARE LTD,0000138908,225694.39
Home Office,IPS - Identity & Passport Service,21/06/2011,Other Government Departments,IPS - Identity & Passport Service,Benefits Agency,0000138967,114523.71
Home Office,IPS - Identity & Passport Service,21/06/2011,Telecoms,IPS - Identity & Passport Service,BT Telecomms plc (calls),0000138968,88852.80
Home Office,IPS - Identity & Passport Service,28/06/2011,Contracted Staff,IPS - Identity & Passport Service,Capita Resourcing Ltd,0000139047,25431.10
Home Office,IPS - Identity & Passport Service,14/06/2011,Accommodation,IPS - Identity & Passport Service,COLLIERS CRE CLIENTS ACCOUNT,0000138913,114948.44
Home Office,IPS - Identity & Passport Service,07/06/2011,IT Development/Service Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES LTD,0000138834,321123.60
Home Office,IPS - Identity & Passport Service,24/06/2011,IT Development/Service Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES LTD,0000139015,11458064.86
Home Office,IPS - Identity & Passport Service,17/06/2011,Passport Printing,IPS - Identity & Passport Service,De La Rue International Ltd,0000138941,318762.64
Home Office,IPS - Identity & Passport Service,21/06/2011,Facilities Management,IPS - Identity & Passport Service,ENDPOINT LTD,0000138990,30006.07
Home Office,IPS - Identity & Passport Service,28/06/2011,PASS,IPS - Identity & Passport Service,Equifax Plc,0000139073,638898.10
Home Office,IPS - Identity & Passport Service,21/06/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,ERNST & YOUNG LLP,0000138991,33102.00
Home Office,IPS - Identity & Passport Service,01/07/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,ERNST & YOUNG LLP,0000139098,70176.24
Home Office,IPS - Identity & Passport Service,10/06/2011,Legal Fees,IPS - Identity & Passport Service,Field Fisher Waterhouse LLP,0000138886,29763.22
Home Office,IPS - Identity & Passport Service,21/06/2011,Occupational Health Management,IPS - Identity & Passport Service,Health Management Ltd,0000138994,36000.00
Home Office,IPS - Identity & Passport Service,07/06/2011,Passport Printing,IPS - Identity & Passport Service,Security Printing Systems Ltd,0000138843,503580.00
Home Office,IPS - Identity & Passport Service,24/06/2011,Other Government Departments,IPS - Identity & Passport Service,HOME OFFICE - AFU CASH MANAGEM,0000139022,253003.00
Home Office,IPS - Identity & Passport Service,14/06/2011,Other,IPS - Identity & Passport Service,INTERACTIVE INTELLIGENCE INC,0000138918,42852.89
Home Office,IPS - Identity & Passport Service,28/06/2011,Rent,IPS - Identity & Passport Service,Jones Lang LASELLE,0000139077,36000.00
Home Office,IPS - Identity & Passport Service,10/06/2011,Accommodation,IPS - Identity & Passport Service,Mapeley ABI Provider Limited,0000138890,29643.51
Home Office,IPS - Identity & Passport Service,14/06/2011,Contact Centre,IPS - Identity & Passport Service,MM TELEPERFORMANCE,0000138925,545152.99
