Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001159847,"187,550.39",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001159847,"54,661.30",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001159847,"54,730.60",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"-67,152.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"-33,576.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"-50,364.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"-50,364.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"50,364.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"33,576.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"67,152.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT OF WORK & PENSIONS (G),6300000076,"50,364.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,ESSEX COUNTY COUNCIL 1 (G),1001155949,"115,506.00",
Home Office,UKBA - UK Border Agency,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"531,956.10",
Home Office,UKBA - UK Border Agency,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"457,192.58",
Home Office,UKBA - UK Border Agency,09/09/2011,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1001154033,"221,351.71",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,GLASGOW CITY COUNCIL 1 (G),1001155950,"100,515.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001160420,"299,996.14",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001160420,"113,810.07",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001160420,"31,244.32",
Home Office,UKBA - UK Border Agency,19/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001157014,"37,731.36",
Home Office,UKBA - UK Border Agency,19/09/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001157014,"31,442.80",
Home Office,UKBA - UK Border Agency,19/09/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001157014,"5,219,696.00",
Home Office,UKBA - UK Border Agency,19/09/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001157014,"763,919.38",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),1001155952,"79,216.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1001155953,"87,815.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001160437,"628,688.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001160437,"15,405.23",
Home Office,UKBA - UK Border Agency,28/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001161114,"182,601.81",
Home Office,UKBA - UK Border Agency,28/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001161114,"54,383.54",
Home Office,UKBA - UK Border Agency,14/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001155640,"129,737.60",
Home Office,UKBA - UK Border Agency,14/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001155640,"56,500.13",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,NEWPORT COUNTY BOROUGH COUNCIL 1 (G),1001155954,"30,372.00",
Home Office,UKBA - UK Border Agency,30/09/2011,Grants,UKBA - UK Border Agency,NORFOLK COUNTY COUNCIL 1 (G),1001162408,"79,859.44",
Home Office,UKBA - UK Border Agency,30/09/2011,Grants,UKBA - UK Border Agency,NORFOLK COUNTY COUNCIL 1 (G),1001162408,"89,014.09",
Home Office,UKBA - UK Border Agency,14/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1001155647,"123,567.06",
Home Office,UKBA - UK Border Agency,14/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1001155647,"16,786.98",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,NOTTINGHAM CITY COUNCIL (G),1001155955,"53,345.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G),1001155956,"25,679.00",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"113,877.55",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"29,470.97",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"318,593.16",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"42,594.01",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"348,949.58",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"89,040.88",
Home Office,UKBA - UK Border Agency,05/09/2011,Grants,UKBA - UK Border Agency,REFUGEE ACTION (G),1001152196,"135,267.09",
Home Office,UKBA - UK Border Agency,05/09/2011,Grants,UKBA - UK Border Agency,REFUGEE ACTION (G),1001152196,"86,864.10",
Home Office,UKBA - UK Border Agency,05/09/2011,Grants,UKBA - UK Border Agency,SHEFFIELD CITY COUNCIL 1 (G),1001152197,"36,513.78",
Home Office,UKBA - UK Border Agency,05/09/2011,Grants,UKBA - UK Border Agency,SHEFFIELD CITY COUNCIL 1 (G),1001152197,"33,699.85",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001152697,"122,767.31",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001152697,"938,884.68",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001152697,"250,798.31",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001152697,"37,861.93",
Home Office,UKBA - UK Border Agency,14/09/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001155659,"916,509.08",
Home Office,UKBA - UK Border Agency,14/09/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001155659,"121,784.63",
Home Office,UKBA - UK Border Agency,20/09/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001158355,"932,095.89",
Home Office,UKBA - UK Border Agency,20/09/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001158355,"122,848.50",
Home Office,UKBA - UK Border Agency,27/09/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001160479,"927,848.16",
Home Office,UKBA - UK Border Agency,27/09/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001160479,"122,847.68",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,SOUTH WEST REGIONAL CONSORTIUM (G),1001155958,"25,700.00",
Home Office,UKBA - UK Border Agency,13/09/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001155212,"61,133.40",
Home Office,UKBA - UK Border Agency,06/09/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001152698,"92,168.66",
Home Office,UKBA - UK Border Agency,13/09/2011,IT & Telecommunications.IT & Telecommunications - PROG,UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001155212,"76,993.97",
Home Office,UKBA - UK Border Agency,13/09/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001155212,"88,661.42",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,STAFFORDSHIRE COUNTY COUNCIL 1 (G),1001155960,"26,850.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,STAFFORDSHIRE COUNTY COUNCIL 1 (G),1001155960,"112,245.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,THURROCK COUNCIL 1 (G),1001155963,"37,269.00",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"795,907.30",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"255,266.20",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"79,334.50",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"196,995.72",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"29,696.50",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"5,075.19",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"14,593.50",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"9,456.28",
Home Office,UKBA - UK Border Agency,22/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043493,"214,685.00",
Home Office,UKBA - UK Border Agency,22/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043493,"153,425.27",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"101,422.30",
Home Office,UKBA - UK Border Agency,23/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043503,"39,938.41",
Home Office,UKBA - UK Border Agency,21/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043481,"26,400.50",
Home Office,UKBA - UK Border Agency,21/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043481,"30,287.17",
Home Office,UKBA - UK Border Agency,13/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043432,"298,426.44",
Home Office,UKBA - UK Border Agency,12/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043425,"36,664.80",
Home Office,UKBA - UK Border Agency,16/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043452,"419,842.90",
Home Office,UKBA - UK Border Agency,21/09/2011,Other Government Department,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043482,"147,776.51",
Home Office,UKBA - UK Border Agency,15/09/2011,Grants,UKBA - UK Border Agency,UNHCR (G),7000006200,"650,000.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"274,422.90",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"46,306.68",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"6,449.25",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"92,035.29",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"403,156.93",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"48,090.38",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,WARWICKSHIRE COUNTY COUNCIL 1 (G),1001155964,"29,100.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,YMCA GLASGOW,1001160505,"683,645.72",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,YMCA GLASGOW,1001160505,"54,481.29",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,YMCA GLASGOW,1001160505,"134,679.53",
Home Office,UKBA - UK Border Agency,09/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SERVICES UK LTD,1001153998,"39,170.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SERVICES UK LTD,1001156103,"39,170.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SERVICES UK LTD,1001161063,"33,492.00",
Home Office,UKBA - UK Border Agency,27/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SERVICES UK LTD,1001160379,"209,544.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SERVICES UK LTD,1001161063,"299,246.90",
Home Office,UKBA - UK Border Agency,22/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SOLUTIONS & SERVICES LTD,1001158818,"187,503.94",
Home Office,UKBA - UK Border Agency,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SOLUTIONS & SERVICES LTD,1001162072,"37,840.45",
Home Office,UKBA - UK Border Agency,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SOLUTIONS & SERVICES LTD,1001162072,"43,351.30",
Home Office,UKBA - UK Border Agency,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SOLUTIONS & SERVICES LTD,1001162072,"227,753.63",
Home Office,UKBA - UK Border Agency,30/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SOLUTIONS & SERVICES LTD,1001162072,"43,351.30",
Home Office,UKBA - UK Border Agency,20/09/2011,Grants,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001157549,"32,320.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Operations,UKBA - UK Border Agency,DEPARTMENT FOR WORK & PENSIONS (DWP),3000043435,"32,045.82",
Home Office,UKBA - UK Border Agency,22/09/2011,Operations,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043489,"759,505.92",
Home Office,UKBA - UK Border Agency,22/09/2011,Operations,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043489,"1,904,628.92",
Home Office,UKBA - UK Border Agency,27/09/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043513,"67,681.03",
Home Office,UKBA - UK Border Agency,27/09/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043513,"46,823.34",
Home Office,UKBA - UK Border Agency,27/09/2011,Operations,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043513,"72,268.73",
Home Office,UKBA - UK Border Agency,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001152091,"200,000.00",
Home Office,UKBA - UK Border Agency,07/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001153242,"44,086.48",
Home Office,UKBA - UK Border Agency,26/09/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043507,"10,805.93",
Home Office,UKBA - UK Border Agency,26/09/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043507,282.96,
Home Office,UKBA - UK Border Agency,26/09/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043507,35.00,
Home Office,UKBA - UK Border Agency,26/09/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043507,"14,836.30",
Home Office,UKBA - UK Border Agency,26/09/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043507,816.58,
Home Office,UKBA - UK Border Agency,20/09/2011,Other Government Department,UKBA - UK Border Agency,LONDON BOROUGH OF BRENT,1001157651,"26,400.00",
Home Office,UKBA - UK Border Agency,20/09/2011,Other Government Department,UKBA - UK Border Agency,LONDON BOROUGH OF HILLINGDON,1001157654,"26,960.00",
Home Office,UKBA - UK Border Agency,20/09/2011,Other Government Department,UKBA - UK Border Agency,LONDON BOROUGH OF SOUTHWARK,1001157657,"26,640.00",
Home Office,UKBA - UK Border Agency,26/09/2011,Other Government Department,UKBA - UK Border Agency,OSAG - OFFICE OF THE ADVOCATE GENERAL,3000043508,"32,331.66",
Home Office,UKBA - UK Border Agency,13/09/2011,Financial & Insurance Services.Banking & Monetary Services - PROG,UKBA - UK Border Agency,STREAMLINE,210784,"38,394.66",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"5,093.23",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"1,909.97",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"5,093.23",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"1,909.97",
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,"1,906.98",
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,715.14,
Home Office,UKBA - UK Border Agency,27/09/2011,"Law Enforcement & safety Equip.Haulage, Storage & Disp (HSD)",UKBA - UK Border Agency,ASSOCIATED BRITISH PORTS,1001160378,"-320,019.23",
Home Office,UKBA - UK Border Agency,27/09/2011,"Law Enforcement & safety Equip.Haulage, Storage & Disp (HSD)",UKBA - UK Border Agency,ASSOCIATED BRITISH PORTS,1001160378,"267,031.20",
Home Office,UKBA - UK Border Agency,27/09/2011,"Law Enforcement & safety Equip.Haulage, Storage & Disp (HSD)",UKBA - UK Border Agency,ASSOCIATED BRITISH PORTS,1001160378,"222,526.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS IT SERVICES UK LTD,1001161063,"49,090.00",
Home Office,UKBA - UK Border Agency,19/09/2011,Management & Admin Serv. HR Serv-Personnel Relocat-PROG,UKBA - UK Border Agency,BRITISH SCHOOL OF PARIS,7000006204,"40,436.16",
Home Office,UKBA - UK Border Agency,19/09/2011,Management & Admin Serv. HR Serv-Personnel Relocat-PROG,UKBA - UK Border Agency,BRITISH SCHOOL OF PARIS,7000006204,"51,571.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,924.00,
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,216.00,
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,"6,552.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,"9,225.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,720.00,
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,"1,908.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,"5,376.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,936.00,
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,178.20,
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,94.80,
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,"2,262.00",
Home Office,UKBA - UK Border Agency,15/09/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,CALUMET PHOTOGRAPHIC LTD,1001156112,378.00,
Home Office,UKBA - UK Border Agency,13/09/2011,Laboratory & Scientific Equip.Scientific Equip Running Costs,UKBA - UK Border Agency,CHUBB SYSTEMS LTD,1001155145,"30,809.14",
Home Office,UKBA - UK Border Agency,23/09/2011,Management & Admin Serv.Overseas Posting Costs-PROG,UKBA - UK Border Agency,CROWN RELOCATIONS,1001159272,"56,976.35",
Home Office,UKBA - UK Border Agency,13/09/2011,Operations,UKBA - UK Border Agency,EAMUS CORK SOLUTIONS,7000006196,"134,498.99",
Home Office,UKBA - UK Border Agency,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES LIMITED,1001152092,"-60,843.19",
Home Office,UKBA - UK Border Agency,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES LIMITED,1001152092,"43,601.62",
Home Office,UKBA - UK Border Agency,05/09/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES LIMITED,1001152092,"200,535.19",
